event_id,timestamp,event_type,severity,prediction,anomaly_score,threat_type,threat_level,threat_score,detection_reason,failed_login_attempts,malware_detected,cvss_score,threat_confidence_score,confidence_level,confidence_reason
EVT00610,2026-01-03 02:50:00,Malware Detection,Medium,Normal,0.0400851141598991,Malware,High,3,Malware event detected + Malware indicator present,0,Yes,0.1,36.87,Low,moderate anomaly evidence + malware detected
EVT00611,2026-01-03 02:55:00,Lateral Movement Detected,Critical,Normal,0.0138503969117338,Lateral Movement,Critical,4,Malware indicator present,0,Yes,6.9,58.18,Moderate,moderate anomaly evidence + malware detected
EVT00612,2026-01-03 03:00:00,Brute Force,Medium,Normal,0.0279702175087206,Brute Force,High,3,Authentication attack indicator + Malware indicator present + Critical CVSS score (9.5),0,Yes,9.5,60.62,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT00613,2026-01-03 03:05:00,Firewall Rule Change,Medium,Normal,0.102641760744755,Security Configuration Change,Low,1,No major suspicious indicators,0,No,2.5,23.73,Low,limited supporting security evidence
EVT00614,2026-01-03 03:10:00,Privilege Escalation,Critical,Normal,0.1048376638689764,Privilege Escalation,High,3,No major suspicious indicators,0,No,4.1,26.77,Low,limited supporting security evidence
EVT00615,2026-01-03 03:15:00,Privilege Escalation,High,Normal,0.0923908384030405,Privilege Escalation,High,3,No major suspicious indicators,0,No,8.4,39.26,Low,high CVSS
EVT00616,2026-01-03 03:20:00,Unauthorized Access,High,Normal,0.0769212303231923,Unauthorized Access,Medium,2,No major suspicious indicators,0,No,2.9,30.69,Low,moderate anomaly evidence
EVT00617,2026-01-03 03:25:00,Ransomware Detected,Medium,Normal,0.1643111473946891,Ransomware,Critical,4,Ransomware event detected,0,No,5.2,15.16,Low,limited supporting security evidence
EVT00618,2026-01-03 03:30:00,DNS Tunneling Detected,Critical,Normal,0.0797276287763952,DNS Tunneling,High,3,No major suspicious indicators,0,No,3.2,30.7,Low,limited supporting security evidence
EVT00619,2026-01-03 03:35:00,Configuration Change,Medium,Normal,0.1020644592354281,Configuration Change,Low,1,No major suspicious indicators,4,No,4.7,36.16,Low,limited supporting security evidence
EVT00620,2026-01-03 03:40:00,Web Shell Detected,Medium,Normal,0.0119420266832797,Web Shell,High,3,Malware indicator present,4,Yes,2.1,55.37,Moderate,moderate anomaly evidence + malware detected
EVT00621,2026-01-03 03:45:00,SQL Injection Attempt,High,Normal,0.1438674128680874,SQL Injection,High,3,SQL injection indicator,0,No,3.1,15.32,Low,limited supporting security evidence
EVT00622,2026-01-03 03:50:00,Suspicious Process Execution,Medium,Normal,0.1017810110831363,Suspicious Process,Low,1,No major suspicious indicators,0,No,3.2,25.49,Low,limited supporting security evidence
EVT00623,2026-01-03 03:55:00,VPN Connection,Low,Suspicious,-0.001294632146625,VPN Activity,High,3,ML anomaly detected + Malware indicator present,0,Yes,3.1,53.31,Moderate,strong anomaly evidence + malware detected
EVT00624,2026-01-03 04:00:00,Failed Login,Low,Normal,0.0935277012171524,Brute Force,Low,1,Authentication attack indicator + Critical CVSS score (9.2),3,No,9.2,46.33,Moderate,high CVSS
EVT00625,2026-01-03 04:05:00,DDoS Attempt,Medium,Normal,0.0860144440222134,DDoS,High,3,DDoS indicator,7,No,3.4,42.62,Moderate,high failed-login activity
EVT00626,2026-01-03 04:10:00,Phishing Email,High,Normal,0.0898825871654643,Phishing,Medium,2,Phishing indicator,6,No,3.7,40.52,Moderate,high failed-login activity
EVT00627,2026-01-03 04:15:00,USB Device Connected,Low,Normal,0.1111827570322814,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,8.5,35.04,Low,high CVSS
EVT00628,2026-01-03 04:20:00,USB Device Connected,Medium,Normal,0.0483353409580709,Suspicious Device Activity,Low,1,No major suspicious indicators,6,No,3.6,50.11,Moderate,moderate anomaly evidence + high failed-login activity
EVT00629,2026-01-03 04:25:00,SQL Injection Attempt,High,Normal,0.1145610616794903,SQL Injection,High,3,SQL injection indicator,0,No,2.8,21.58,Low,limited supporting security evidence
EVT00630,2026-01-03 04:30:00,Lateral Movement Detected,High,Normal,0.0912714681710522,Lateral Movement,Medium,2,No major suspicious indicators,0,No,4.3,30.41,Low,limited supporting security evidence
EVT00631,2026-01-03 04:35:00,SQL Injection Attempt,Medium,Normal,0.1312520221387398,SQL Injection,High,3,SQL injection indicator,0,No,3.5,19.19,Low,limited supporting security evidence
EVT00632,2026-01-03 04:40:00,Phishing Email,High,Normal,0.1345158951226207,Phishing,Medium,2,Phishing indicator,0,No,3.8,19.09,Low,limited supporting security evidence
EVT00633,2026-01-03 04:45:00,Configuration Change,Medium,Normal,0.1017713201863453,Configuration Change,Low,1,No major suspicious indicators,0,No,7.4,34.82,Low,high CVSS
EVT00634,2026-01-03 04:50:00,Lateral Movement Detected,Critical,Normal,0.0768901680011389,Lateral Movement,Medium,2,No major suspicious indicators,0,No,1.6,27.81,Low,moderate anomaly evidence
EVT00635,2026-01-03 04:55:00,VPN Connection,Low,Normal,0.0483474879922279,VPN Activity,Low,1,No major suspicious indicators,5,No,6.3,54.26,Moderate,moderate anomaly evidence
EVT00636,2026-01-03 05:00:00,Failed Login,Medium,Normal,0.1158544292538098,Brute Force,Low,1,Authentication attack indicator,2,No,0.8,20.53,Low,limited supporting security evidence
EVT00637,2026-01-03 05:05:00,File Access,High,Normal,0.1259533351324088,File Activity,Medium,2,No major suspicious indicators,0,No,0.6,14.0,Low,limited supporting security evidence
EVT00638,2026-01-03 05:10:00,Port Scan,Medium,Normal,0.1163517512599648,Port Scanning,Medium,2,Critical CVSS score (9.9),0,No,9.9,36.93,Low,high CVSS
EVT00639,2026-01-03 05:15:00,Configuration Change,High,Normal,0.0240867803095811,Configuration Change,Medium,2,No major suspicious indicators,7,No,8.2,67.91,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT00640,2026-01-03 05:20:00,DNS Tunneling Detected,High,Normal,0.1345135024119616,DNS Tunneling,Medium,2,No major suspicious indicators,0,No,7.0,26.2,Low,high CVSS
EVT00641,2026-01-03 05:25:00,Malware Detection,Low,Suspicious,-0.0152708606879813,Malware,High,3,ML anomaly detected + Malware event detected + Malware indicator present,3,Yes,2.0,59.73,Moderate,strong anomaly evidence + malware detected
EVT00642,2026-01-03 05:30:00,Port Scan,High,Normal,0.1531102421259042,Port Scanning,Medium,2,No major suspicious indicators,0,No,6.1,19.81,Low,limited supporting security evidence
EVT00643,2026-01-03 05:35:00,Ransomware Detected,High,Normal,0.0441353289206276,Ransomware,Critical,4,Ransomware event detected + Malware indicator present,0,Yes,2.7,41.69,Moderate,moderate anomaly evidence + malware detected
EVT00644,2026-01-03 05:40:00,Port Scan,Critical,Normal,0.096143281791257,Port Scanning,Medium,2,No major suspicious indicators,0,No,2.0,24.15,Low,limited supporting security evidence
EVT00645,2026-01-03 05:45:00,VPN Connection,High,Normal,0.0699756184439859,VPN Activity,Medium,2,No major suspicious indicators,0,No,0.5,27.0,Low,moderate anomaly evidence
EVT00646,2026-01-03 05:50:00,File Access,Critical,Suspicious,-0.0257272874114186,File Activity,Critical,4,ML anomaly detected + Malware indicator present,5,Yes,3.3,68.79,Moderate,strong anomaly evidence + malware detected
EVT00647,2026-01-03 05:55:00,Unauthorized Access,Critical,Normal,0.1027684498604605,Unauthorized Access,High,3,No major suspicious indicators,0,No,8.0,35.92,Low,high CVSS
EVT00648,2026-01-03 06:00:00,Lateral Movement Detected,Low,Suspicious,-0.0010364873845465,Lateral Movement,High,3,ML anomaly detected + Malware indicator present,2,Yes,4.5,60.07,Moderate,strong anomaly evidence + malware detected
EVT00649,2026-01-03 06:05:00,Privilege Escalation,High,Normal,0.0327986405265524,Privilege Escalation,High,3,Malware indicator present,2,Yes,3.0,48.74,Moderate,moderate anomaly evidence + malware detected
EVT00650,2026-01-03 06:10:00,Port Scan,High,Normal,0.1568717177690954,Port Scanning,Medium,2,No major suspicious indicators,0,No,7.2,21.36,Low,high CVSS
EVT00651,2026-01-03 06:15:00,Malware Detection,Critical,Normal,0.0705741035385126,Malware,High,3,Malware event detected,0,No,6.2,39.52,Low,moderate anomaly evidence
EVT00652,2026-01-03 06:20:00,Unauthorized Access,Medium,Normal,0.0155105128842296,Unauthorized Access,High,3,Malware indicator present,0,Yes,6.1,56.01,Moderate,moderate anomaly evidence + malware detected
EVT00653,2026-01-03 06:25:00,Configuration Change,Medium,Normal,0.1451329142236195,Configuration Change,Low,1,No major suspicious indicators,0,No,4.8,18.8,Low,limited supporting security evidence
EVT00654,2026-01-03 06:30:00,Port Scan,Medium,Normal,0.1351177357314232,Port Scanning,Medium,2,No major suspicious indicators,0,No,4.0,19.39,Low,limited supporting security evidence
EVT00655,2026-01-03 06:35:00,VPN Connection,Low,Normal,0.0845516017076964,VPN Activity,Low,1,No major suspicious indicators,0,No,5.4,34.45,Low,limited supporting security evidence
EVT00656,2026-01-03 06:40:00,SQL Injection Attempt,Medium,Normal,0.0570171426812261,SQL Injection,High,3,SQL injection indicator + Critical CVSS score (9.1),8,No,9.1,63.99,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT00657,2026-01-03 06:45:00,DNS Tunneling Detected,Medium,Normal,0.0948472771329146,DNS Tunneling,Low,1,No major suspicious indicators,0,No,0.7,21.57,Low,limited supporting security evidence
EVT00658,2026-01-03 06:50:00,Firewall Rule Change,Medium,Normal,0.1477353602200031,Security Configuration Change,Low,1,No major suspicious indicators,3,No,3.5,20.86,Low,limited supporting security evidence
EVT00659,2026-01-03 06:55:00,Account Lockout,Medium,Normal,0.0730745760006574,Suspicious Activity,Low,1,No major suspicious indicators,0,No,8.6,44.27,Moderate,moderate anomaly evidence + high CVSS
EVT00660,2026-01-03 07:00:00,VPN Connection,Critical,Suspicious,-0.0026446578168835,VPN Activity,Critical,4,ML anomaly detected + Malware indicator present,0,Yes,6.9,62.08,Moderate,strong anomaly evidence + malware detected
EVT00661,2026-01-03 07:05:00,Data Exfiltration Attempt,Low,Normal,0.09598597263781,Data Exfiltration,Low,1,No major suspicious indicators,0,No,1.0,21.97,Low,limited supporting security evidence
EVT00662,2026-01-03 07:10:00,SQL Injection Attempt,Medium,Normal,0.1241191058462048,SQL Injection,High,3,SQL injection indicator,0,No,0.4,13.99,Low,limited supporting security evidence
EVT00663,2026-01-03 07:15:00,DNS Tunneling Detected,High,Normal,0.024918400303571,DNS Tunneling,Medium,2,No major suspicious indicators,7,No,7.4,65.94,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT00664,2026-01-03 07:20:00,Unauthorized Access,Medium,Normal,0.0573588109791387,Unauthorized Access,Low,1,No major suspicious indicators,0,No,0.5,29.98,Low,moderate anomaly evidence
EVT00665,2026-01-03 07:25:00,Port Scan,Low,Normal,0.0945573076350718,Port Scanning,Medium,2,No major suspicious indicators,0,No,3.8,28.53,Low,limited supporting security evidence
EVT00666,2026-01-03 07:30:00,USB Device Connected,Low,Normal,0.0713859021156528,Suspicious Device Activity,Low,1,No major suspicious indicators,4,No,5.7,45.63,Moderate,moderate anomaly evidence
EVT00667,2026-01-03 07:35:00,SQL Injection Attempt,High,Normal,0.1207693882807334,SQL Injection,High,3,SQL injection indicator,0,No,2.9,20.34,Low,limited supporting security evidence
EVT00668,2026-01-03 07:40:00,DNS Tunneling Detected,Critical,Normal,0.0094325668622083,DNS Tunneling,High,3,No major suspicious indicators,7,No,4.1,62.26,Moderate,moderate anomaly evidence + high failed-login activity
EVT00669,2026-01-03 07:45:00,DDoS Attempt,High,Normal,0.0192711080250148,DDoS,High,3,DDoS indicator,8,No,2.6,58.46,Moderate,moderate anomaly evidence + high failed-login activity
EVT00670,2026-01-03 07:50:00,Configuration Change,High,Normal,0.0599181292266716,Configuration Change,Medium,2,No major suspicious indicators,1,No,1.2,32.78,Low,moderate anomaly evidence
EVT00671,2026-01-03 07:55:00,Failed Login,Medium,Normal,0.102516973138844,Brute Force,Low,1,Authentication attack indicator + Critical CVSS score (9.4),0,No,9.4,39.09,Low,high CVSS
EVT00672,2026-01-03 08:00:00,Privilege Escalation,High,Normal,0.0499159652944271,Privilege Escalation,High,3,Malware indicator present,0,Yes,7.8,51.66,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT00673,2026-01-03 08:05:00,DNS Tunneling Detected,High,Normal,0.136199778264181,DNS Tunneling,Medium,2,No major suspicious indicators,1,No,1.9,16.32,Low,limited supporting security evidence
EVT00674,2026-01-03 08:10:00,DDoS Attempt,Medium,Normal,0.0982696504873106,DDoS,High,3,DDoS indicator,6,No,3.9,38.98,Low,high failed-login activity
EVT00675,2026-01-03 08:15:00,Brute Force,High,Normal,0.0942935726283492,Brute Force,Medium,2,Authentication attack indicator,4,No,3.8,36.0,Low,limited supporting security evidence
EVT00676,2026-01-03 08:20:00,Account Lockout,Low,Normal,0.0641579548986356,Suspicious Activity,Low,1,No major suspicious indicators,0,No,4.6,37.48,Low,moderate anomaly evidence
EVT00677,2026-01-03 08:25:00,Phishing Email,Low,Normal,0.1195458537936288,Phishing,Medium,2,Phishing indicator,0,No,5.3,25.96,Low,limited supporting security evidence
EVT00678,2026-01-03 08:30:00,Ransomware Detected,Critical,Normal,0.1120921564975878,Ransomware,Critical,4,Ransomware event detected,0,No,6.3,29.94,Low,limited supporting security evidence
EVT00679,2026-01-03 08:35:00,SQL Injection Attempt,High,Normal,0.1008680819665475,SQL Injection,High,3,SQL injection indicator,0,No,6.2,32.37,Low,limited supporting security evidence
EVT00680,2026-01-03 08:40:00,SQL Injection Attempt,Medium,Normal,0.131959228755627,SQL Injection,High,3,SQL injection indicator,0,No,8.5,30.14,Low,high CVSS
EVT00681,2026-01-03 08:45:00,VPN Connection,Medium,Normal,0.1044180736728882,VPN Activity,Low,1,No major suspicious indicators,0,No,2.3,22.86,Low,limited supporting security evidence
EVT00682,2026-01-03 08:50:00,Privilege Escalation,Medium,Normal,0.0824386199569504,Privilege Escalation,High,3,No major suspicious indicators,4,No,7.9,47.91,Moderate,high CVSS
EVT00683,2026-01-03 08:55:00,Brute Force,Medium,Normal,0.1050437407588252,Brute Force,Low,1,Authentication attack indicator,0,No,3.6,25.61,Low,limited supporting security evidence
EVT00684,2026-01-03 09:00:00,USB Device Connected,Medium,Normal,0.1114721800071857,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,8.2,34.31,Low,high CVSS
EVT00685,2026-01-03 09:05:00,Unauthorized Access,Critical,Normal,0.0344196245929382,Unauthorized Access,High,3,No major suspicious indicators,0,No,6.1,47.84,Moderate,moderate anomaly evidence
EVT00686,2026-01-03 09:10:00,Configuration Change,High,Normal,0.1147866393375457,Configuration Change,Medium,2,No major suspicious indicators,0,No,5.0,26.42,Low,limited supporting security evidence
EVT00687,2026-01-03 09:15:00,Configuration Change,High,Normal,0.0738076801113755,Configuration Change,Medium,2,No major suspicious indicators,3,No,7.7,47.65,Moderate,moderate anomaly evidence + high CVSS
EVT00688,2026-01-03 09:20:00,Configuration Change,Low,Normal,0.0437272330163581,Configuration Change,Low,1,No major suspicious indicators,1,No,2.3,39.05,Low,moderate anomaly evidence
EVT00689,2026-01-03 09:25:00,Firewall Rule Change,Medium,Suspicious,-0.0125914676216563,Security Configuration Change,High,3,ML anomaly detected + Malware indicator present,6,Yes,6.3,74.2,High,strong anomaly evidence + high failed-login activity + malware detected
EVT00690,2026-01-03 09:30:00,Account Lockout,Medium,Normal,0.0856096225907345,Suspicious Activity,Low,1,No major suspicious indicators,0,No,3.7,30.42,Low,limited supporting security evidence
EVT00691,2026-01-03 09:35:00,Login Success,Medium,Normal,0.0745246073048511,Normal Activity,Normal,0,No major suspicious indicators,5,No,5.0,45.18,Moderate,moderate anomaly evidence
EVT00692,2026-01-03 09:40:00,Credential Dumping,High,Normal,0.0259381129777427,Credential Theft,High,3,Credential theft indicator + Malware indicator present,0,Yes,3.4,47.55,Moderate,moderate anomaly evidence + malware detected
EVT00693,2026-01-03 09:45:00,Unauthorized Access,Low,Normal,0.0144502323609619,Unauthorized Access,Low,1,No major suspicious indicators,8,No,7.7,70.93,High,moderate anomaly evidence + high CVSS + high failed-login activity
EVT00694,2026-01-03 09:50:00,Credential Dumping,Medium,Normal,0.0439274837730159,Credential Theft,High,3,Credential theft indicator + Malware indicator present,0,Yes,7.0,51.3,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT00695,2026-01-03 09:55:00,Session Hijacking Attempt,High,Normal,0.0996350916687821,Session Hijacking,Medium,2,No major suspicious indicators,4,No,7.3,42.51,Moderate,high CVSS
EVT00696,2026-01-03 10:00:00,Privilege Escalation,Critical,Normal,0.0977768726748162,Privilege Escalation,High,3,No major suspicious indicators,0,No,6.7,34.21,Low,limited supporting security evidence
EVT00697,2026-01-03 10:05:00,Unauthorized Access,Low,Normal,0.0188985594568528,Unauthorized Access,High,3,Malware indicator present,0,Yes,7.8,58.99,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT00698,2026-01-03 10:10:00,Lateral Movement Detected,Low,Normal,0.0857182568339003,Lateral Movement,Medium,2,No major suspicious indicators,0,No,8.8,41.73,Moderate,high CVSS
EVT00699,2026-01-03 10:15:00,USB Device Connected,Medium,Normal,0.0705777484051157,Suspicious Device Activity,Low,1,No major suspicious indicators,0,No,1.0,27.97,Low,moderate anomaly evidence
EVT00700,2026-01-03 10:20:00,Lateral Movement Detected,High,Normal,0.0123270485780991,Lateral Movement,High,3,Malware indicator present,2,Yes,0.9,48.91,Moderate,moderate anomaly evidence + malware detected
EVT00701,2026-01-03 10:25:00,Malware Detection,High,Normal,0.1009254114105506,Malware,Medium,2,Malware event detected,0,No,0.0,18.58,Low,limited supporting security evidence
EVT00702,2026-01-03 10:30:00,Brute Force,Medium,Normal,0.0965641458218038,Brute Force,Low,1,Authentication attack indicator,0,No,3.0,26.27,Low,limited supporting security evidence
EVT00703,2026-01-03 10:35:00,Brute Force,High,Normal,0.1370077974689579,Brute Force,Medium,2,Authentication attack indicator,0,No,3.1,16.95,Low,limited supporting security evidence
EVT00704,2026-01-03 10:40:00,Unauthorized Access,Low,Normal,0.0302219669096472,Unauthorized Access,Low,1,No major suspicious indicators,3,No,0.2,41.28,Moderate,moderate anomaly evidence
EVT00705,2026-01-03 10:45:00,Malware Detection,High,Normal,0.1074894897506091,Malware,Medium,2,Malware event detected,4,No,7.6,41.32,Moderate,high CVSS
EVT00706,2026-01-03 10:50:00,Ransomware Detected,Medium,Normal,0.1617744237332858,Ransomware,Critical,4,Ransomware event detected,0,No,5.5,16.43,Low,limited supporting security evidence
EVT00707,2026-01-03 10:55:00,Data Exfiltration Attempt,Medium,Normal,0.051404918697153,Data Exfiltration,High,3,Malware indicator present,0,Yes,4.5,43.98,Moderate,moderate anomaly evidence + malware detected
EVT00708,2026-01-03 11:00:00,File Access,Low,Normal,0.1159459773150409,File Activity,Low,1,No major suspicious indicators,0,No,4.2,24.36,Low,limited supporting security evidence
EVT00709,2026-01-03 11:05:00,VPN Connection,High,Suspicious,-0.0104029558424659,VPN Activity,High,3,ML anomaly detected + Malware indicator present,0,Yes,2.6,54.35,Moderate,strong anomaly evidence + malware detected
EVT00710,2026-01-03 11:10:00,Failed Login,High,Normal,0.0173722231421589,Brute Force,High,3,Authentication attack indicator + Malware indicator present,0,Yes,3.1,48.9,Moderate,moderate anomaly evidence + malware detected
EVT00711,2026-01-03 11:15:00,Unauthorized Access,High,Normal,0.1039792810103804,Unauthorized Access,Medium,2,No major suspicious indicators,0,No,7.9,35.41,Low,high CVSS
EVT00712,2026-01-03 11:20:00,VPN Connection,High,Normal,0.0470942400766373,VPN Activity,Medium,2,No major suspicious indicators,6,No,2.9,48.85,Moderate,moderate anomaly evidence + high failed-login activity
EVT00713,2026-01-03 11:25:00,SQL Injection Attempt,Medium,Normal,0.0585403104442234,SQL Injection,High,3,SQL injection indicator,6,No,3.8,48.14,Moderate,moderate anomaly evidence + high failed-login activity
EVT00714,2026-01-03 11:30:00,VPN Connection,High,Normal,0.0714603677787242,VPN Activity,Medium,2,Critical CVSS score (9.9),0,No,9.9,47.54,Moderate,moderate anomaly evidence + high CVSS
EVT00715,2026-01-03 11:35:00,Failed Login,Low,Normal,0.072433192726355,Brute Force,Low,1,Authentication attack indicator,0,No,8.7,44.64,Moderate,moderate anomaly evidence + high CVSS
EVT00716,2026-01-03 11:40:00,Data Exfiltration Attempt,Medium,Normal,0.1178305527948608,Data Exfiltration,Low,1,No major suspicious indicators,0,No,3.0,21.25,Low,limited supporting security evidence
EVT00717,2026-01-03 11:45:00,SQL Injection Attempt,Low,Normal,0.0403581111467239,SQL Injection,High,3,SQL injection indicator,6,No,7.9,61.55,Moderate,moderate anomaly evidence + high CVSS + high failed-login activity
EVT00718,2026-01-03 11:50:00,Lateral Movement Detected,High,Normal,0.0727574458875263,Lateral Movement,Medium,2,No major suspicious indicators,3,No,7.0,46.34,Moderate,moderate anomaly evidence + high CVSS
EVT00719,2026-01-03 11:55:00,Ransomware Detected,Low,Normal,0.1127259454584905,Ransomware,Critical,4,Ransomware event detected,0,No,3.6,23.79,Low,limited supporting security evidence
EVT00720,2026-01-03 12:00:00,Login Success,Low,Normal,0.1216152092388928,Normal Activity,Normal,0,No major suspicious indicators,0,No,6.7,28.58,Low,limited supporting security evidence
EVT00721,2026-01-03 12:05:00,Malware Detection,Medium,Normal,0.0969055324281558,Malware,Low,1,Malware event detected,1,No,3.6,29.38,Low,limited supporting security evidence
EVT00722,2026-01-03 12:10:00,Account Lockout,High,Normal,0.074943452808486,Suspicious Activity,Medium,2,No major suspicious indicators,0,No,2.8,30.94,Low,moderate anomaly evidence
EVT00723,2026-01-03 12:15:00,Lateral Movement Detected,Medium,Normal,0.0843462739776547,Lateral Movement,Medium,2,No major suspicious indicators,6,No,6.2,47.38,Moderate,high failed-login activity
EVT00724,2026-01-03 12:20:00,USB Device Connected,Medium,Normal,0.0267143943725959,Suspicious Device Activity,High,3,Malware indicator present,0,Yes,6.6,54.48,Moderate,moderate anomaly evidence + malware detected
EVT00725,2026-01-03 12:25:00,Malware Detection,Medium,Normal,0.0906851275712495,Malware,Low,1,Malware event detected,0,No,7.3,37.22,Low,high CVSS
EVT00726,2026-01-03 12:30:00,Phishing Email,High,Normal,0.1539132096606986,Phishing,Medium,2,Phishing indicator,0,No,5.5,18.29,Low,limited supporting security evidence
EVT00727,2026-01-03 12:35:00,Lateral Movement Detected,Medium,Normal,0.15316107726726,Lateral Movement,Medium,2,No major suspicious indicators,0,No,6.9,21.57,Low,limited supporting security evidence
EVT00728,2026-01-03 12:40:00,Credential Dumping,High,Normal,0.1213310026299518,Credential Theft,High,3,Credential theft indicator,1,No,7.2,31.61,Low,high CVSS
EVT00729,2026-01-03 12:45:00,Credential Dumping,Critical,Normal,0.1069496177699796,Credential Theft,High,3,Credential theft indicator,0,No,5.7,29.82,Low,limited supporting security evidence
EVT00730,2026-01-03 12:50:00,Ransomware Detected,High,Normal,0.1180963231857514,Ransomware,Critical,4,Ransomware event detected,0,No,2.7,20.52,Low,limited supporting security evidence
EVT00731,2026-01-03 12:55:00,Account Lockout,High,Normal,0.0161800013087025,Suspicious Activity,High,3,Malware indicator present,4,Yes,5.1,61.04,Moderate,moderate anomaly evidence + malware detected
EVT00732,2026-01-03 13:00:00,Firewall Rule Change,Medium,Normal,0.1336548568166258,Security Configuration Change,Low,1,No major suspicious indicators,0,No,7.7,27.96,Low,high CVSS
EVT00733,2026-01-03 13:05:00,File Access,Low,Normal,0.0257911758573121,File Activity,High,3,Malware indicator present + Critical CVSS score (9.7),0,Yes,9.7,61.58,Moderate,moderate anomaly evidence + high CVSS + malware detected
EVT00734,2026-01-03 13:10:00,Firewall Rule Change,Medium,Normal,0.1762650221719147,Security Configuration Change,Low,1,No major suspicious indicators,0,No,4.6,11.01,Low,limited supporting security evidence
EVT00735,2026-01-03 13:15:00,Credential Dumping,High,Normal,0.1273494868373202,Credential Theft,High,3,Credential theft indicator,0,No,0.9,14.34,Low,limited supporting security evidence
EVT00736,2026-01-03 13:20:00,Credential Dumping,High,Normal,0.0697051349148168,Credential Theft,High,3,Credential theft indicator,0,No,0.5,27.06,Low,moderate anomaly evidence
EVT00737,2026-01-03 13:25:00,Failed Login,Low,Normal,0.1038009186309124,Brute Force,Low,1,Authentication attack indicator,0,No,7.1,33.68,Low,high CVSS
EVT00738,2026-01-03 13:30:00,Phishing Email,Critical,Normal,0.0559476926260107,Phishing,Medium,2,Phishing indicator + Critical CVSS score (9.9),0,No,9.9,51.2,Moderate,moderate anomaly evidence + high CVSS
EVT00739,2026-01-03 13:35:00,Lateral Movement Detected,High,Normal,0.0872280185965985,Lateral Movement,Medium,2,No major suspicious indicators,1,No,5.9,36.78,Low,limited supporting security evidence
EVT00740,2026-01-03 13:40:00,Account Lockout,Low,Normal,0.0476715841066734,Suspicious Activity,Low,1,No major suspicious indicators,0,No,8.5,50.04,Moderate,moderate anomaly evidence + high CVSS
EVT00741,2026-01-03 13:45:00,SQL Injection Attempt,High,Normal,0.0761554922950035,SQL Injection,High,3,SQL injection indicator + Critical CVSS score (10.0),0,No,10.0,46.65,Moderate,moderate anomaly evidence + high CVSS
EVT00742,2026-01-03 13:50:00,Configuration Change,Medium,Normal,0.0997027454268535,Configuration Change,Low,1,No major suspicious indicators,0,No,5.3,30.64,Low,limited supporting security evidence
EVT00743,2026-01-03 13:55:00,VPN Connection,Medium,Normal,0.0423230109623842,VPN Activity,Low,1,No major suspicious indicators,3,No,8.3,56.42,Moderate,moderate anomaly evidence + high CVSS
EVT00744,2026-01-03 14:00:00,Ransomware Detected,Medium,Normal,0.1095843216723293,Ransomware,Critical,4,Ransomware event detected,0,No,0.9,18.53,Low,limited supporting security evidence
EVT00745,2026-01-03 14:05:00,VPN Connection,Medium,Normal,0.1139773171298578,VPN Activity,Low,1,No major suspicious indicators,1,No,2.8,23.57,Low,limited supporting security evidence
EVT00746,2026-01-03 14:10:00,Lateral Movement Detected,Medium,Normal,0.1140872616104,Lateral Movement,Medium,2,No major suspicious indicators,0,No,1.2,18.14,Low,limited supporting security evidence
EVT00747,2026-01-03 14:15:00,Firewall Rule Change,Low,Normal,0.1437363897822758,Security Configuration Change,Low,1,No major suspicious indicators,0,No,4.4,18.24,Low,limited supporting security evidence
EVT00748,2026-01-03 14:20:00,SQL Injection Attempt,Medium,Normal,0.1306522804282964,SQL Injection,High,3,SQL injection indicator + Critical CVSS score (9.8),0,No,9.8,33.34,Low,high CVSS
EVT00749,2026-01-03 14:25:00,Firewall Rule Change,High,Normal,0.1431214130202392,Security Configuration Change,Medium,2,No major suspicious indicators,1,No,3.5,18.24,Low,limited supporting security evidence
EVT00750,2026-01-03 14:30:00,Suspicious Process Execution,Critical,Normal,0.027196093210502,Suspicious Process,Critical,4,Malware indicator present,2,Yes,5.8,56.29,Moderate,moderate anomaly evidence + malware detected
EVT00751,2026-01-03 14:35:00,VPN Connection,High,Normal,0.1170277062206558,VPN Activity,Medium,2,No major suspicious indicators,0,No,3.8,23.22,Low,limited supporting security evidence
EVT00752,2026-01-03 14:40:00,Failed Login,High,Normal,0.0720842570318462,Brute Force,High,3,High failed login activity (5 attempts),5,No,7.6,51.54,Moderate,moderate anomaly evidence + high CVSS
EVT00753,2026-01-03 14:45:00,Firewall Rule Change,Medium,Normal,0.1427749429816156,Security Configuration Change,Low,1,No major suspicious indicators,0,No,5.5,20.92,Low,limited supporting security evidence
EVT00754,2026-01-03 14:50:00,File Access,High,Normal,0.1427250480470281,File Activity,Medium,2,No major suspicious indicators,0,No,4.0,17.59,Low,limited supporting security evidence
EVT00755,2026-01-03 14:55:00,File Access,Medium,Normal,0.1473482068912181,File Activity,Low,1,No major suspicious indicators,0,No,8.0,25.39,Low,high CVSS
