event_id,risk_score_internal,risk_score,risk_level,priority,risk_score_complete,missing_components,component_weight_coverage,asset_criticality_score,reasons,calculated_at,input_severity,input_ml_confidence_raw,input_ml_prediction,input_cvss_score,input_ioc_status,input_ioc_confidence,input_asset_name,input_asset_criticality_label,input_asset_criticality_verified,input_asset_criticality_score_0to1,input_failed_login_attempts,ml_prediction,ioc_status,asset_name,asset_criticality_label,asset_criticality_verified
EVT01603,0.4408,44.08,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.834837+00:00,High,19.67,Normal,5.8,No IOC Match,,HR-FW-0061,Unknown,False,,0,Normal,No IOC Match,HR-FW-0061,Unknown,False
EVT01604,0.6426,64.26,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.834871+00:00,Critical,58.43,Normal,5.9,No IOC Match,,HR-FW-0064,Unknown,False,,8,Normal,No IOC Match,HR-FW-0064,Unknown,False
EVT01605,0.3795,37.95,Medium,Monitor,True,[],1.0,0.25,[],2026-09-02T05:58:31.834909+00:00,High,22.42,Normal,4.3,No IOC Match,,FIN-DB-0069,Low,True,0.25,0,Normal,No IOC Match,FIN-DB-0069,Low,True
EVT01606,0.5164,51.64,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.834944+00:00,High,33.46,Normal,7.1,No IOC Match,,FIN-PRT-0127,Unknown,False,,0,Normal,No IOC Match,FIN-PRT-0127,Unknown,False
EVT01607,0.4942,49.42,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.834979+00:00,Critical,32.53,Normal,3.2,No IOC Match,,IT-IOT-0108,Unknown,False,,0,Normal,No IOC Match,IT-IOT-0108,Unknown,False
EVT01608,0.3712,37.12,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835014+00:00,Medium,24.77,Normal,5.5,No IOC Match,,ENG-FW-0023,Unknown,False,,0,Normal,No IOC Match,ENG-FW-0023,Unknown,False
EVT01609,0.4737,47.37,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.835048+00:00,High,35.77,Normal,5.1,No IOC Match,,SAL-IOT-0093,Unknown,False,,5,Normal,No IOC Match,SAL-IOT-0093,Unknown,False
EVT01610,0.429,42.9,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835082+00:00,Critical,22.09,Normal,1.9,No IOC Match,,HR-MOB-0036,Unknown,False,,0,Normal,No IOC Match,HR-MOB-0036,Unknown,False
EVT01611,0.4147,41.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835117+00:00,High,26.5,Normal,3.9,No IOC Match,,OPS-PRT-0005,Unknown,False,,3,Normal,No IOC Match,OPS-PRT-0005,Unknown,False
EVT01612,0.4718,47.18,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835151+00:00,High,19.99,Normal,7.0,No IOC Match,,HR-SW-0029,Unknown,False,,0,Normal,No IOC Match,HR-SW-0029,Unknown,False
EVT01613,0.4045,40.45,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835185+00:00,Medium,22.64,Normal,7.1,No IOC Match,,LEG-RTR-0039,Unknown,False,,0,Normal,No IOC Match,LEG-RTR-0039,Unknown,False
EVT01614,0.5158,51.58,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.835219+00:00,Medium,36.66,Normal,9.8,No IOC Match,,LEG-DB-0119,Unknown,False,,0,Normal,No IOC Match,LEG-DB-0119,Unknown,False
EVT01615,0.412,41.2,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835254+00:00,Medium,21.85,Normal,7.5,No IOC Match,,IT-SRV-0046,Unknown,False,,0,Normal,No IOC Match,IT-SRV-0046,Unknown,False
EVT01616,0.3128,31.28,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835288+00:00,Medium,13.31,Normal,4.6,No IOC Match,,ENG-FW-0116,Unknown,False,,0,Normal,No IOC Match,ENG-FW-0116,Unknown,False
EVT01617,0.4088,40.88,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835323+00:00,Low,56.2,Normal,6.2,No IOC Match,,HR-PC-0075,Unknown,False,,0,Normal,No IOC Match,HR-PC-0075,Unknown,False
EVT01618,0.4193,41.93,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835357+00:00,Critical,22.18,Normal,1.5,No IOC Match,,SAL-IOT-0042,Unknown,False,,0,Normal,No IOC Match,SAL-IOT-0042,Unknown,False
EVT01619,0.5093,50.93,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.835391+00:00,High,44.79,Normal,5.4,No IOC Match,,MKT-SW-0061,Unknown,False,,7,Normal,No IOC Match,MKT-SW-0061,Unknown,False
EVT01620,0.35,35.0,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835449+00:00,High,14.6,Normal,2.8,No IOC Match,,HR-PRT-0007,Unknown,False,,0,Normal,No IOC Match,HR-PRT-0007,Unknown,False
EVT01621,0.3272,32.72,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835485+00:00,Medium,22.69,Normal,4.0,No IOC Match,,FIN-PC-0031,Unknown,False,,0,Normal,No IOC Match,FIN-PC-0031,Unknown,False
EVT01622,0.6524,65.24,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.835520+00:00,High,74.56,Suspicious,7.4,No IOC Match,,LEG-DB-0109,Unknown,False,,6,Suspicious,No IOC Match,LEG-DB-0109,Unknown,False
EVT01623,0.6317,63.17,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.835554+00:00,High,55.95,Normal,8.9,No IOC Match,,HR-LAP-0035,Unknown,False,,5,Normal,No IOC Match,HR-LAP-0035,Unknown,False
EVT01624,0.3258,32.58,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835589+00:00,High,18.85,Normal,1.3,No IOC Match,,SAL-SW-0058,Unknown,False,,0,Normal,No IOC Match,SAL-SW-0058,Unknown,False
EVT01625,0.2309,23.09,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835622+00:00,Medium,14.28,Normal,1.2,No IOC Match,,FIN-PRT-0058,Unknown,False,,0,Normal,No IOC Match,FIN-PRT-0058,Unknown,False
EVT01626,0.43,43.0,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835656+00:00,Medium,30.01,Normal,7.2,No IOC Match,,HR-FW-0088,Unknown,False,,0,Normal,No IOC Match,HR-FW-0088,Unknown,False
EVT01627,0.5043,50.43,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835690+00:00,Critical,38.99,Normal,2.8,No IOC Match,,IT-SW-0070,Unknown,False,,1,Normal,No IOC Match,IT-SW-0070,Unknown,False
EVT01628,0.387,38.7,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835723+00:00,High,43.23,Normal,0.7,No IOC Match,,SAL-RTR-0060,Unknown,False,,1,Normal,No IOC Match,SAL-RTR-0060,Unknown,False
EVT01629,0.3013,30.13,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835757+00:00,Medium,20.83,Normal,3.2,No IOC Match,,FIN-SW-0021,Unknown,False,,0,Normal,No IOC Match,FIN-SW-0021,Unknown,False
EVT01630,0.3779,37.79,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835792+00:00,Medium,41.33,Normal,3.7,No IOC Match,,MKT-IOT-0031,Unknown,False,,0,Normal,No IOC Match,MKT-IOT-0031,Unknown,False
EVT01631,0.3861,38.61,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835825+00:00,High,15.74,Normal,4.1,No IOC Match,,OPS-IOT-0018,Unknown,False,,0,Normal,No IOC Match,OPS-IOT-0018,Unknown,False
EVT01632,0.4577,45.77,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835919+00:00,High,31.47,Normal,5.0,No IOC Match,,LEG-RTR-0093,Unknown,False,,0,Normal,No IOC Match,LEG-RTR-0093,Unknown,False
EVT01633,0.6146,61.46,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.835963+00:00,Medium,70.66,Normal,9.5,No IOC Match,,HR-PC-0011,Unknown,False,,8,Normal,No IOC Match,HR-PC-0011,Unknown,False
EVT01634,0.3846,38.46,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.835999+00:00,Medium,29.88,Normal,5.4,No IOC Match,,LEG-SW-0078,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0078,Unknown,False
EVT01635,0.4814,48.14,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.836035+00:00,High,43.05,Normal,4.5,No IOC Match,,LEG-DB-0044,Unknown,False,,6,Normal,No IOC Match,LEG-DB-0044,Unknown,False
EVT01636,0.4909,49.09,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836070+00:00,High,27.68,Normal,6.8,No IOC Match,,HR-RTR-0087,Unknown,False,,0,Normal,No IOC Match,HR-RTR-0087,Unknown,False
EVT01637,0.4654,46.54,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.836104+00:00,Low,49.53,Normal,9.3,No IOC Match,,MKT-DB-0114,Unknown,False,,3,Normal,No IOC Match,MKT-DB-0114,Unknown,False
EVT01638,0.5912,59.12,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.836139+00:00,High,46.19,Normal,8.5,No IOC Match,,FIN-IOT-0052,Unknown,False,,3,Normal,No IOC Match,FIN-IOT-0052,Unknown,False
EVT01639,0.5269,52.69,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.836174+00:00,Medium,45.0,Normal,9.2,No IOC Match,,SAL-RTR-0008,Unknown,False,,0,Normal,No IOC Match,SAL-RTR-0008,Unknown,False
EVT01640,0.4099,40.99,Medium,Monitor,True,[],1.0,0.75,[],2026-09-02T05:58:31.836211+00:00,Medium,32.34,Normal,2.7,No IOC Match,,MKT-SRV-0106,High,True,0.75,3,Normal,No IOC Match,MKT-SRV-0106,High,True
EVT01641,0.2677,26.77,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836246+00:00,Low,23.08,Normal,4.7,No IOC Match,,ENG-SW-0051,Unknown,False,,0,Normal,No IOC Match,ENG-SW-0051,Unknown,False
EVT01642,0.3029,30.29,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836281+00:00,Medium,19.72,Normal,3.4,No IOC Match,,IT-FW-0121,Unknown,False,,0,Normal,No IOC Match,IT-FW-0121,Unknown,False
EVT01643,0.2679,26.79,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836315+00:00,Medium,13.34,Normal,2.8,No IOC Match,,FIN-RTR-0029,Unknown,False,,0,Normal,No IOC Match,FIN-RTR-0029,Unknown,False
EVT01644,0.202,20.2,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836350+00:00,Low,15.64,Normal,3.0,No IOC Match,,SAL-IOT-0078,Unknown,False,,0,Normal,No IOC Match,SAL-IOT-0078,Unknown,False
EVT01645,0.5748,57.48,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.836385+00:00,Medium,54.75,Normal,9.9,No IOC Match,,OPS-PRT-0003,Unknown,False,,2,Normal,No IOC Match,OPS-PRT-0003,Unknown,False
EVT01646,0.6153,61.53,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High ML confidence', 'Multiple failed login attempts']",2026-09-02T05:58:31.836464+00:00,Medium,86.1,Suspicious,7.6,No IOC Match,,HR-SW-0009,Unknown,False,,7,Suspicious,No IOC Match,HR-SW-0009,Unknown,False
EVT01647,0.2571,25.71,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836508+00:00,Low,34.08,Normal,2.9,No IOC Match,,LEG-IOT-0094,Unknown,False,,2,Normal,No IOC Match,LEG-IOT-0094,Unknown,False
EVT01648,0.2202,22.02,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836544+00:00,Medium,14.86,Normal,0.7,No IOC Match,,MKT-LAP-0023,Unknown,False,,0,Normal,No IOC Match,MKT-LAP-0023,Unknown,False
EVT01649,0.4953,49.53,Moderate,Review When Possible,True,[],1.0,0.5,[],2026-09-02T05:58:31.836657+00:00,High,29.5,Normal,6.7,No IOC Match,,LEG-PRT-0113,Medium,True,0.5,0,Normal,No IOC Match,LEG-PRT-0113,Medium,True
EVT01650,0.6525,65.25,High,Investigate Soon,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.836704+00:00,Critical,58.4,Normal,6.3,No IOC Match,,SAL-RTR-0109,Unknown,False,,8,Normal,No IOC Match,SAL-RTR-0109,Unknown,False
EVT01651,0.4713,47.13,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836742+00:00,Low,66.6,Suspicious,7.4,No IOC Match,,OPS-SW-0005,Unknown,False,,2,Suspicious,No IOC Match,OPS-SW-0005,Unknown,False
EVT01652,0.6183,61.83,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836778+00:00,High,69.26,Suspicious,6.7,No IOC Match,,FIN-IOT-0115,Unknown,False,,4,Suspicious,No IOC Match,FIN-IOT-0115,Unknown,False
EVT01653,0.43,43.0,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.836813+00:00,Low,45.39,Normal,8.4,No IOC Match,,HR-SW-0061,Unknown,False,,0,Normal,No IOC Match,HR-SW-0061,Unknown,False
EVT01654,0.3392,33.92,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836849+00:00,Medium,42.53,Normal,2.0,No IOC Match,,IT-MOB-0122,Unknown,False,,4,Normal,No IOC Match,IT-MOB-0122,Unknown,False
EVT01655,0.2093,20.93,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836884+00:00,Low,19.59,Normal,2.8,No IOC Match,,LEG-PRT-0109,Unknown,False,,0,Normal,No IOC Match,LEG-PRT-0109,Unknown,False
EVT01656,0.3637,36.37,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.836919+00:00,High,30.17,Normal,1.4,No IOC Match,,OPS-SRV-0003,Unknown,False,,1,Normal,No IOC Match,OPS-SRV-0003,Unknown,False
EVT01657,0.473,47.3,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.836953+00:00,Medium,30.96,Normal,8.8,No IOC Match,,LEG-DB-0033,Unknown,False,,0,Normal,No IOC Match,LEG-DB-0033,Unknown,False
EVT01658,0.5943,59.43,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.836987+00:00,High,51.17,Normal,8.0,No IOC Match,,FIN-SRV-0013,Unknown,False,,4,Normal,No IOC Match,FIN-SRV-0013,Unknown,False
EVT01659,0.3312,33.12,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837023+00:00,Medium,19.97,Normal,4.5,No IOC Match,,LEG-SW-0025,Unknown,False,,0,Normal,No IOC Match,LEG-SW-0025,Unknown,False
EVT01660,0.3679,36.79,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837058+00:00,High,28.33,Normal,1.8,No IOC Match,,ENG-DB-0025,Unknown,False,,2,Normal,No IOC Match,ENG-DB-0025,Unknown,False
EVT01661,0.4688,46.88,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837093+00:00,Medium,40.81,Normal,7.4,No IOC Match,,LEG-PRT-0048,Unknown,False,,2,Normal,No IOC Match,LEG-PRT-0048,Unknown,False
EVT01662,0.3277,32.77,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837128+00:00,High,9.88,Normal,2.5,No IOC Match,,SAL-PC-0052,Unknown,False,,0,Normal,No IOC Match,SAL-PC-0052,Unknown,False
EVT01663,0.5633,56.33,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.837163+00:00,High,66.85,Suspicious,4.8,No IOC Match,,SAL-SRV-0016,Unknown,False,,5,Suspicious,No IOC Match,SAL-SRV-0016,Unknown,False
EVT01664,0.308,30.8,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837197+00:00,Medium,22.97,Normal,3.2,No IOC Match,,MKT-MOB-0044,Unknown,False,,0,Normal,No IOC Match,MKT-MOB-0044,Unknown,False
EVT01665,0.3784,37.84,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837231+00:00,Low,36.89,Normal,7.4,No IOC Match,,SAL-IOT-0103,Unknown,False,,0,Normal,No IOC Match,SAL-IOT-0103,Unknown,False
EVT01666,0.569,56.9,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837265+00:00,Critical,44.49,Normal,4.7,No IOC Match,,SAL-IOT-0040,Unknown,False,,0,Normal,No IOC Match,SAL-IOT-0040,Unknown,False
EVT01667,0.5474,54.74,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.837299+00:00,Medium,73.98,Suspicious,6.4,No IOC Match,,OPS-MOB-0100,Unknown,False,,5,Suspicious,No IOC Match,OPS-MOB-0100,Unknown,False
EVT01668,0.3401,34.01,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837334+00:00,High,19.44,Normal,1.8,No IOC Match,,SAL-PC-0080,Unknown,False,,0,Normal,No IOC Match,SAL-PC-0080,Unknown,False
EVT01669,0.4581,45.81,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837369+00:00,Critical,33.0,Normal,1.7,No IOC Match,,SAL-SW-0116,Unknown,False,,0,Normal,No IOC Match,SAL-SW-0116,Unknown,False
EVT01670,0.3631,36.31,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837429+00:00,Medium,20.58,Normal,5.7,No IOC Match,,IT-LAP-0082,Unknown,False,,0,Normal,No IOC Match,IT-LAP-0082,Unknown,False
EVT01671,0.4458,44.58,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.837481+00:00,Low,61.66,Normal,7.0,No IOC Match,,ENG-IOT-0059,Unknown,False,,8,Normal,No IOC Match,ENG-IOT-0059,Unknown,False
EVT01672,0.3637,36.37,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837517+00:00,High,17.38,Normal,3.0,No IOC Match,,HR-PRT-0014,Unknown,False,,0,Normal,No IOC Match,HR-PRT-0014,Unknown,False
EVT01673,0.4377,43.77,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.837552+00:00,Medium,24.46,Normal,8.2,No IOC Match,,OPS-FW-0121,Unknown,False,,0,Normal,No IOC Match,OPS-FW-0121,Unknown,False
EVT01674,0.3954,39.54,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837586+00:00,Medium,22.14,Normal,6.8,No IOC Match,,ENG-MOB-0131,Unknown,False,,0,Normal,No IOC Match,ENG-MOB-0131,Unknown,False
EVT01675,0.6053,60.53,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.837619+00:00,High,49.09,Normal,8.7,No IOC Match,,HR-FW-0047,Unknown,False,,0,Normal,No IOC Match,HR-FW-0047,Unknown,False
EVT01676,0.4227,42.27,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.837653+00:00,Medium,42.86,Normal,5.3,No IOC Match,,OPS-RTR-0068,Unknown,False,,6,Normal,No IOC Match,OPS-RTR-0068,Unknown,False
EVT01677,0.4134,41.34,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837687+00:00,Medium,27.88,Normal,6.8,No IOC Match,,SAL-LAP-0058,Unknown,False,,0,Normal,No IOC Match,SAL-LAP-0058,Unknown,False
EVT01678,0.3209,32.09,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837721+00:00,Medium,34.28,Normal,2.3,No IOC Match,,HR-PRT-0073,Unknown,False,,3,Normal,No IOC Match,HR-PRT-0073,Unknown,False
EVT01679,0.4494,44.94,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.837756+00:00,High,51.21,Normal,2.2,No IOC Match,,FIN-MOB-0071,Unknown,False,,8,Normal,No IOC Match,FIN-MOB-0071,Unknown,False
EVT01680,0.5505,55.05,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837790+00:00,Critical,28.95,Normal,5.9,No IOC Match,,IT-RTR-0112,Unknown,False,,0,Normal,No IOC Match,IT-RTR-0112,Unknown,False
EVT01681,0.4286,42.86,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837824+00:00,Medium,23.95,Normal,7.9,No IOC Match,,LEG-FW-0022,Unknown,False,,0,Normal,No IOC Match,LEG-FW-0022,Unknown,False
EVT01682,0.3626,36.26,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837858+00:00,Medium,29.23,Normal,4.6,No IOC Match,,HR-SRV-0077,Unknown,False,,0,Normal,No IOC Match,HR-SRV-0077,Unknown,False
EVT01683,0.3903,39.03,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837892+00:00,Medium,22.88,Normal,6.5,No IOC Match,,IT-SRV-0100,Unknown,False,,0,Normal,No IOC Match,IT-SRV-0100,Unknown,False
EVT01684,0.5781,57.81,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.837926+00:00,High,55.58,Normal,6.8,No IOC Match,,SAL-LAP-0002,Unknown,False,,7,Normal,No IOC Match,SAL-LAP-0002,Unknown,False
EVT01685,0.495,49.5,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837960+00:00,High,29.81,Normal,6.7,No IOC Match,,SAL-DB-0092,Unknown,False,,0,Normal,No IOC Match,SAL-DB-0092,Unknown,False
EVT01686,0.5497,54.97,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.837994+00:00,Critical,39.11,Normal,4.6,No IOC Match,,IT-LAP-0002,Unknown,False,,1,Normal,No IOC Match,IT-LAP-0002,Unknown,False
EVT01687,0.5413,54.13,Moderate,Review When Possible,True,[],1.0,1.0,['Critical asset'],2026-09-02T05:58:31.838063+00:00,Medium,26.54,Normal,7.5,No IOC Match,,SAL-PC-0003,Critical,True,1.0,0,Normal,No IOC Match,SAL-PC-0003,Critical,True
EVT01688,0.6748,67.48,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.838099+00:00,Critical,44.74,Normal,8.9,No IOC Match,,IT-RTR-0048,Unknown,False,,0,Normal,No IOC Match,IT-RTR-0048,Unknown,False
EVT01689,0.5957,59.57,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.838133+00:00,High,55.61,Normal,7.5,No IOC Match,,MKT-LAP-0070,Unknown,False,,1,Normal,No IOC Match,MKT-LAP-0070,Unknown,False
EVT01690,0.3098,30.98,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.838167+00:00,Low,38.92,Normal,4.4,No IOC Match,,SAL-RTR-0091,Unknown,False,,2,Normal,No IOC Match,SAL-RTR-0091,Unknown,False
EVT01691,0.228,22.8,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.838201+00:00,Low,46.36,Normal,0.2,No IOC Match,,LEG-RTR-0055,Unknown,False,,6,Normal,No IOC Match,LEG-RTR-0055,Unknown,False
EVT01692,0.3467,34.67,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.838235+00:00,High,22.34,Normal,1.7,No IOC Match,,MKT-SW-0020,Unknown,False,,0,Normal,No IOC Match,MKT-SW-0020,Unknown,False
EVT01693,0.2505,25.05,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.838268+00:00,Medium,19.77,Normal,1.3,No IOC Match,,HR-SRV-0107,Unknown,False,,0,Normal,No IOC Match,HR-SRV-0107,Unknown,False
EVT01694,0.3591,35.91,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.838302+00:00,High,11.92,Normal,3.5,No IOC Match,,IT-MOB-0062,Unknown,False,,0,Normal,No IOC Match,IT-MOB-0062,Unknown,False
EVT01695,0.5057,50.57,Moderate,Review When Possible,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.838337+00:00,Low,64.03,Normal,9.1,No IOC Match,,MKT-SW-0060,Unknown,False,,5,Normal,No IOC Match,MKT-SW-0060,Unknown,False
EVT01696,0.4273,42.73,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.838371+00:00,Medium,26.74,Normal,7.5,No IOC Match,,HR-MOB-0006,Unknown,False,,0,Normal,No IOC Match,HR-MOB-0006,Unknown,False
EVT01697,0.5437,54.37,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.838431+00:00,High,30.17,Normal,8.6,No IOC Match,,HR-LAP-0045,Unknown,False,,0,Normal,No IOC Match,HR-LAP-0045,Unknown,False
EVT01698,0.293,29.3,Medium,Monitor,True,[],1.0,0.25,[],2026-09-02T05:58:31.838474+00:00,Low,35.39,Normal,4.6,No IOC Match,,IT-DB-0012,Low,True,0.25,0,Normal,No IOC Match,IT-DB-0012,Low,True
EVT01699,0.2307,23.07,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.838509+00:00,Medium,14.23,Normal,1.2,No IOC Match,,SAL-FW-0010,Unknown,False,,0,Normal,No IOC Match,SAL-FW-0010,Unknown,False
EVT01700,0.362,36.2,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.838543+00:00,High,30.43,Normal,1.3,No IOC Match,,FIN-IOT-0119,Unknown,False,,5,Normal,No IOC Match,FIN-IOT-0119,Unknown,False
EVT01701,0.4097,40.97,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.838578+00:00,Medium,28.31,Normal,6.6,No IOC Match,,ENG-PRT-0089,Unknown,False,,0,Normal,No IOC Match,ENG-PRT-0089,Unknown,False
