indicator,threat_type,confidence,mitre_id,technique_name,tactic
192.168.177.219,Malware,83,T1204,User Execution,Execution
192.168.178.226,Malware,73,T1204,User Execution,Execution
192.168.179.233,Brute Force,50,T1110,Brute Force,Credential Access
192.168.180.240,Credential Dumping,77,T1595,Active Scanning,Reconnaissance
192.168.181.247,Phishing,55,T1566,Phishing,Initial Access
192.168.182.254,Ransomware,87,T1595,Active Scanning,Reconnaissance
192.168.183.6,Phishing,53,T1566,Phishing,Initial Access
192.168.184.13,Brute Force,69,T1110,Brute Force,Credential Access
192.168.185.20,Brute Force,94,T1110,Brute Force,Credential Access
192.168.186.27,Ransomware,73,T1595,Active Scanning,Reconnaissance
192.168.187.34,Brute Force,77,T1110,Brute Force,Credential Access
192.168.188.41,Ransomware,79,T1595,Active Scanning,Reconnaissance
192.168.189.48,Ransomware,60,T1595,Active Scanning,Reconnaissance
192.168.190.55,Malware,50,T1204,User Execution,Execution
192.168.191.62,Credential Dumping,52,T1595,Active Scanning,Reconnaissance
192.168.192.69,Malware,76,T1204,User Execution,Execution
192.168.193.76,Ransomware,82,T1595,Active Scanning,Reconnaissance
192.168.194.83,Malware,54,T1204,User Execution,Execution
192.168.195.90,Phishing,50,T1566,Phishing,Initial Access
192.168.196.97,Ransomware,73,T1595,Active Scanning,Reconnaissance
192.168.197.104,Ransomware,50,T1595,Active Scanning,Reconnaissance
192.168.198.111,Brute Force,98,T1110,Brute Force,Credential Access
192.168.199.118,Brute Force,76,T1110,Brute Force,Credential Access
192.168.200.125,Phishing,64,T1566,Phishing,Initial Access
192.168.201.132,Credential Dumping,82,T1595,Active Scanning,Reconnaissance
192.168.202.139,Brute Force,92,T1110,Brute Force,Credential Access
192.168.203.146,Phishing,70,T1566,Phishing,Initial Access
192.168.204.153,Malware,59,T1204,User Execution,Execution
192.168.205.160,Phishing,84,T1566,Phishing,Initial Access
192.168.206.167,Credential Dumping,66,T1595,Active Scanning,Reconnaissance
192.168.207.174,Ransomware,70,T1595,Active Scanning,Reconnaissance
192.168.208.181,Phishing,93,T1566,Phishing,Initial Access
192.168.209.188,Brute Force,85,T1110,Brute Force,Credential Access
192.168.210.195,Credential Dumping,57,T1595,Active Scanning,Reconnaissance
192.168.211.202,Malware,73,T1204,User Execution,Execution
192.168.212.209,Ransomware,51,T1595,Active Scanning,Reconnaissance
192.168.213.216,Malware,57,T1204,User Execution,Execution
192.168.214.223,Malware,81,T1204,User Execution,Execution
192.168.215.230,Malware,61,T1204,User Execution,Execution
192.168.216.237,Brute Force,81,T1110,Brute Force,Credential Access
192.168.217.244,Brute Force,74,T1110,Brute Force,Credential Access
192.168.218.251,Ransomware,100,T1595,Active Scanning,Reconnaissance
192.168.219.3,Phishing,67,T1566,Phishing,Initial Access
192.168.220.10,Brute Force,80,T1110,Brute Force,Credential Access
192.168.221.17,Malware,92,T1204,User Execution,Execution
192.168.222.24,Malware,61,T1204,User Execution,Execution
192.168.223.31,Phishing,86,T1566,Phishing,Initial Access
192.168.224.38,Credential Dumping,81,T1595,Active Scanning,Reconnaissance
192.168.225.45,Ransomware,83,T1595,Active Scanning,Reconnaissance
192.168.226.52,Malware,70,T1204,User Execution,Execution
192.168.227.59,Brute Force,73,T1110,Brute Force,Credential Access
192.168.228.66,Ransomware,69,T1595,Active Scanning,Reconnaissance
192.168.229.73,Credential Dumping,61,T1595,Active Scanning,Reconnaissance
192.168.230.80,Malware,69,T1204,User Execution,Execution
192.168.231.87,Malware,99,T1204,User Execution,Execution
192.168.232.94,Ransomware,81,T1595,Active Scanning,Reconnaissance
192.168.233.101,Malware,60,T1204,User Execution,Execution
192.168.234.108,Phishing,66,T1566,Phishing,Initial Access
192.168.235.115,Phishing,96,T1566,Phishing,Initial Access
192.168.236.122,Credential Dumping,81,T1595,Active Scanning,Reconnaissance
192.168.237.129,Brute Force,60,T1110,Brute Force,Credential Access
192.168.238.136,Phishing,66,T1566,Phishing,Initial Access
192.168.239.143,Credential Dumping,85,T1595,Active Scanning,Reconnaissance
192.168.240.150,Brute Force,88,T1110,Brute Force,Credential Access
192.168.241.157,Phishing,76,T1566,Phishing,Initial Access
192.168.242.164,Phishing,56,T1566,Phishing,Initial Access
192.168.243.171,Malware,50,T1204,User Execution,Execution
192.168.244.178,Malware,63,T1204,User Execution,Execution
192.168.245.185,Credential Dumping,100,T1595,Active Scanning,Reconnaissance
192.168.246.192,Brute Force,73,T1110,Brute Force,Credential Access
192.168.247.199,Brute Force,79,T1110,Brute Force,Credential Access
192.168.248.206,Ransomware,98,T1595,Active Scanning,Reconnaissance
192.168.249.213,Phishing,85,T1566,Phishing,Initial Access
192.168.250.220,Ransomware,80,T1595,Active Scanning,Reconnaissance
192.168.251.227,Ransomware,98,T1595,Active Scanning,Reconnaissance
192.168.252.234,Malware,52,T1204,User Execution,Execution
192.168.253.241,Malware,70,T1204,User Execution,Execution
192.168.254.248,Brute Force,85,T1110,Brute Force,Credential Access
192.168.0.0,Brute Force,76,T1110,Brute Force,Credential Access
192.168.1.7,Brute Force,84,T1110,Brute Force,Credential Access
192.168.2.14,Credential Dumping,52,T1595,Active Scanning,Reconnaissance
192.168.3.21,Ransomware,75,T1595,Active Scanning,Reconnaissance
192.168.4.28,Credential Dumping,51,T1595,Active Scanning,Reconnaissance
192.168.5.35,Phishing,94,T1566,Phishing,Initial Access
192.168.6.42,Malware,99,T1204,User Execution,Execution
192.168.7.49,Ransomware,78,T1595,Active Scanning,Reconnaissance
192.168.8.56,Credential Dumping,82,T1595,Active Scanning,Reconnaissance
192.168.9.63,Malware,62,T1204,User Execution,Execution
192.168.10.70,Brute Force,73,T1110,Brute Force,Credential Access
192.168.11.77,Credential Dumping,93,T1595,Active Scanning,Reconnaissance
192.168.12.84,Ransomware,80,T1595,Active Scanning,Reconnaissance
192.168.13.91,Malware,68,T1204,User Execution,Execution
192.168.14.98,Ransomware,91,T1595,Active Scanning,Reconnaissance
192.168.15.105,Credential Dumping,80,T1595,Active Scanning,Reconnaissance
192.168.16.112,Malware,95,T1204,User Execution,Execution
192.168.17.119,Credential Dumping,66,T1595,Active Scanning,Reconnaissance
192.168.18.126,Ransomware,82,T1595,Active Scanning,Reconnaissance
192.168.19.133,Ransomware,93,T1595,Active Scanning,Reconnaissance
192.168.20.140,Phishing,66,T1566,Phishing,Initial Access
192.168.21.147,Malware,53,T1204,User Execution,Execution
192.168.22.154,Malware,68,T1204,User Execution,Execution
192.168.23.161,Credential Dumping,71,T1595,Active Scanning,Reconnaissance
192.168.24.168,Phishing,92,T1566,Phishing,Initial Access
192.168.25.175,Credential Dumping,96,T1595,Active Scanning,Reconnaissance
192.168.26.182,Phishing,72,T1566,Phishing,Initial Access
192.168.27.189,Credential Dumping,66,T1595,Active Scanning,Reconnaissance
192.168.28.196,Credential Dumping,80,T1595,Active Scanning,Reconnaissance
192.168.29.203,Ransomware,53,T1595,Active Scanning,Reconnaissance
192.168.30.210,Phishing,59,T1566,Phishing,Initial Access
192.168.31.217,Brute Force,90,T1110,Brute Force,Credential Access
192.168.32.224,Brute Force,63,T1110,Brute Force,Credential Access
192.168.33.231,Credential Dumping,89,T1595,Active Scanning,Reconnaissance
192.168.34.238,Credential Dumping,50,T1595,Active Scanning,Reconnaissance
192.168.35.245,Brute Force,51,T1110,Brute Force,Credential Access
192.168.36.252,Malware,58,T1204,User Execution,Execution
192.168.37.4,Malware,69,T1204,User Execution,Execution
192.168.38.11,Credential Dumping,81,T1595,Active Scanning,Reconnaissance
192.168.39.18,Credential Dumping,64,T1595,Active Scanning,Reconnaissance
192.168.40.25,Brute Force,73,T1110,Brute Force,Credential Access
192.168.41.32,Credential Dumping,88,T1595,Active Scanning,Reconnaissance
192.168.42.39,Brute Force,78,T1110,Brute Force,Credential Access
192.168.43.46,Credential Dumping,94,T1595,Active Scanning,Reconnaissance
192.168.44.53,Credential Dumping,89,T1595,Active Scanning,Reconnaissance
192.168.45.60,Brute Force,57,T1110,Brute Force,Credential Access
192.168.46.67,Phishing,95,T1566,Phishing,Initial Access
192.168.47.74,Ransomware,94,T1595,Active Scanning,Reconnaissance
192.168.48.81,Brute Force,86,T1110,Brute Force,Credential Access
192.168.49.88,Ransomware,66,T1595,Active Scanning,Reconnaissance
192.168.50.95,Phishing,56,T1566,Phishing,Initial Access
192.168.51.102,Phishing,97,T1566,Phishing,Initial Access
192.168.52.109,Brute Force,71,T1110,Brute Force,Credential Access
192.168.53.116,Brute Force,61,T1110,Brute Force,Credential Access
192.168.54.123,Phishing,76,T1566,Phishing,Initial Access
192.168.55.130,Brute Force,60,T1110,Brute Force,Credential Access
192.168.56.137,Ransomware,89,T1595,Active Scanning,Reconnaissance
192.168.57.144,Malware,57,T1204,User Execution,Execution
192.168.58.151,Phishing,95,T1566,Phishing,Initial Access
192.168.59.158,Phishing,92,T1566,Phishing,Initial Access
192.168.60.165,Credential Dumping,50,T1595,Active Scanning,Reconnaissance
192.168.61.172,Credential Dumping,98,T1595,Active Scanning,Reconnaissance
192.168.62.179,Phishing,85,T1566,Phishing,Initial Access
192.168.63.186,Brute Force,86,T1110,Brute Force,Credential Access
192.168.64.193,Credential Dumping,81,T1595,Active Scanning,Reconnaissance
192.168.65.200,Credential Dumping,85,T1595,Active Scanning,Reconnaissance
192.168.66.207,Ransomware,91,T1595,Active Scanning,Reconnaissance
192.168.67.214,Phishing,79,T1566,Phishing,Initial Access
192.168.68.221,Phishing,56,T1566,Phishing,Initial Access
192.168.69.228,Phishing,94,T1566,Phishing,Initial Access
192.168.70.235,Credential Dumping,56,T1595,Active Scanning,Reconnaissance
192.168.71.242,Brute Force,79,T1110,Brute Force,Credential Access
192.168.72.249,Credential Dumping,99,T1595,Active Scanning,Reconnaissance
192.168.73.1,Credential Dumping,85,T1595,Active Scanning,Reconnaissance
192.168.74.8,Ransomware,96,T1595,Active Scanning,Reconnaissance
192.168.75.15,Ransomware,88,T1595,Active Scanning,Reconnaissance
192.168.76.22,Credential Dumping,78,T1595,Active Scanning,Reconnaissance
192.168.77.29,Ransomware,62,T1595,Active Scanning,Reconnaissance
192.168.78.36,Phishing,82,T1566,Phishing,Initial Access
192.168.79.43,Brute Force,87,T1110,Brute Force,Credential Access
192.168.80.50,Ransomware,50,T1595,Active Scanning,Reconnaissance
192.168.81.57,Malware,62,T1204,User Execution,Execution
192.168.82.64,Phishing,53,T1566,Phishing,Initial Access
192.168.83.71,Ransomware,78,T1595,Active Scanning,Reconnaissance
192.168.84.78,Ransomware,82,T1595,Active Scanning,Reconnaissance
192.168.85.85,Credential Dumping,100,T1595,Active Scanning,Reconnaissance
192.168.86.92,Brute Force,89,T1110,Brute Force,Credential Access
192.168.87.99,Ransomware,68,T1595,Active Scanning,Reconnaissance
192.168.88.106,Malware,74,T1204,User Execution,Execution
192.168.89.113,Malware,50,T1204,User Execution,Execution
192.168.90.120,Brute Force,88,T1110,Brute Force,Credential Access
192.168.91.127,Credential Dumping,100,T1595,Active Scanning,Reconnaissance
192.168.92.134,Malware,76,T1204,User Execution,Execution
192.168.93.141,Phishing,92,T1566,Phishing,Initial Access
192.168.94.148,Malware,57,T1204,User Execution,Execution
192.168.95.155,Ransomware,93,T1595,Active Scanning,Reconnaissance
192.168.96.162,Credential Dumping,51,T1595,Active Scanning,Reconnaissance
192.168.97.169,Ransomware,52,T1595,Active Scanning,Reconnaissance
192.168.98.176,Phishing,60,T1566,Phishing,Initial Access
192.168.99.183,Malware,56,T1204,User Execution,Execution
192.168.100.190,Brute Force,79,T1110,Brute Force,Credential Access
192.168.101.197,Brute Force,100,T1110,Brute Force,Credential Access
192.168.102.204,Phishing,78,T1566,Phishing,Initial Access
192.168.103.211,Brute Force,84,T1110,Brute Force,Credential Access
192.168.104.218,Ransomware,72,T1595,Active Scanning,Reconnaissance
192.168.105.225,Ransomware,98,T1595,Active Scanning,Reconnaissance
192.168.106.232,Credential Dumping,58,T1595,Active Scanning,Reconnaissance
192.168.107.239,Malware,50,T1204,User Execution,Execution
192.168.108.246,Brute Force,86,T1110,Brute Force,Credential Access
192.168.109.253,Phishing,63,T1566,Phishing,Initial Access
192.168.110.5,Malware,89,T1204,User Execution,Execution
192.168.111.12,Ransomware,91,T1595,Active Scanning,Reconnaissance
192.168.112.19,Phishing,96,T1566,Phishing,Initial Access
192.168.113.26,Phishing,56,T1566,Phishing,Initial Access
192.168.114.33,Phishing,71,T1566,Phishing,Initial Access
192.168.115.40,Ransomware,77,T1595,Active Scanning,Reconnaissance
192.168.116.47,Malware,73,T1204,User Execution,Execution
192.168.117.54,Credential Dumping,72,T1595,Active Scanning,Reconnaissance
192.168.118.61,Malware,58,T1204,User Execution,Execution
192.168.119.68,Brute Force,87,T1110,Brute Force,Credential Access
192.168.120.75,Brute Force,91,T1110,Brute Force,Credential Access
192.168.121.82,Ransomware,79,T1595,Active Scanning,Reconnaissance
192.168.122.89,Phishing,89,T1566,Phishing,Initial Access
192.168.123.96,Credential Dumping,86,T1595,Active Scanning,Reconnaissance
192.168.124.103,Credential Dumping,64,T1595,Active Scanning,Reconnaissance
192.168.125.110,Phishing,92,T1566,Phishing,Initial Access
192.168.126.117,Credential Dumping,52,T1595,Active Scanning,Reconnaissance
192.168.127.124,Brute Force,87,T1110,Brute Force,Credential Access
192.168.128.131,Credential Dumping,83,T1595,Active Scanning,Reconnaissance
192.168.129.138,Ransomware,72,T1595,Active Scanning,Reconnaissance
192.168.130.145,Ransomware,60,T1595,Active Scanning,Reconnaissance
192.168.131.152,Malware,60,T1204,User Execution,Execution
192.168.132.159,Malware,96,T1204,User Execution,Execution
192.168.133.166,Credential Dumping,91,T1595,Active Scanning,Reconnaissance
192.168.134.173,Malware,90,T1204,User Execution,Execution
192.168.135.180,Brute Force,61,T1110,Brute Force,Credential Access
192.168.136.187,Phishing,78,T1566,Phishing,Initial Access
192.168.137.194,Malware,88,T1204,User Execution,Execution
192.168.138.201,Ransomware,96,T1595,Active Scanning,Reconnaissance
192.168.139.208,Ransomware,74,T1595,Active Scanning,Reconnaissance
192.168.140.215,Malware,88,T1204,User Execution,Execution
192.168.141.222,Ransomware,80,T1595,Active Scanning,Reconnaissance
192.168.142.229,Credential Dumping,52,T1595,Active Scanning,Reconnaissance
192.168.143.236,Credential Dumping,87,T1595,Active Scanning,Reconnaissance
192.168.144.243,Credential Dumping,80,T1595,Active Scanning,Reconnaissance
192.168.145.250,Phishing,62,T1566,Phishing,Initial Access
192.168.146.2,Ransomware,74,T1595,Active Scanning,Reconnaissance
192.168.147.9,Credential Dumping,59,T1595,Active Scanning,Reconnaissance
192.168.148.16,Phishing,89,T1566,Phishing,Initial Access
192.168.149.23,Malware,61,T1204,User Execution,Execution
192.168.150.30,Phishing,99,T1566,Phishing,Initial Access
192.168.151.37,Brute Force,100,T1110,Brute Force,Credential Access
192.168.152.44,Malware,85,T1204,User Execution,Execution
192.168.153.51,Malware,55,T1204,User Execution,Execution
192.168.154.58,Brute Force,64,T1110,Brute Force,Credential Access
192.168.155.65,Credential Dumping,95,T1595,Active Scanning,Reconnaissance
192.168.156.72,Credential Dumping,62,T1595,Active Scanning,Reconnaissance
192.168.157.79,Malware,89,T1204,User Execution,Execution
192.168.158.86,Malware,55,T1204,User Execution,Execution
192.168.159.93,Credential Dumping,83,T1595,Active Scanning,Reconnaissance
192.168.160.100,Brute Force,72,T1110,Brute Force,Credential Access
192.168.161.107,Credential Dumping,66,T1595,Active Scanning,Reconnaissance
192.168.162.114,Ransomware,71,T1595,Active Scanning,Reconnaissance
192.168.163.121,Ransomware,74,T1595,Active Scanning,Reconnaissance
192.168.164.128,Phishing,87,T1566,Phishing,Initial Access
192.168.165.135,Brute Force,93,T1110,Brute Force,Credential Access
192.168.166.142,Credential Dumping,94,T1595,Active Scanning,Reconnaissance
192.168.167.149,Credential Dumping,85,T1595,Active Scanning,Reconnaissance
192.168.168.156,Malware,97,T1204,User Execution,Execution
192.168.169.163,Credential Dumping,97,T1595,Active Scanning,Reconnaissance
192.168.170.170,Malware,89,T1204,User Execution,Execution
192.168.171.177,Brute Force,89,T1110,Brute Force,Credential Access
192.168.172.184,Credential Dumping,81,T1595,Active Scanning,Reconnaissance
192.168.173.191,Malware,64,T1204,User Execution,Execution
192.168.174.198,Credential Dumping,75,T1595,Active Scanning,Reconnaissance
192.168.175.205,Brute Force,94,T1110,Brute Force,Credential Access
192.168.176.212,Credential Dumping,73,T1595,Active Scanning,Reconnaissance
192.168.177.219,Ransomware,67,T1595,Active Scanning,Reconnaissance
192.168.178.226,Phishing,77,T1566,Phishing,Initial Access
192.168.179.233,Phishing,78,T1566,Phishing,Initial Access
192.168.180.240,Brute Force,85,T1110,Brute Force,Credential Access
192.168.181.247,Malware,50,T1204,User Execution,Execution
192.168.182.254,Ransomware,69,T1595,Active Scanning,Reconnaissance
192.168.183.6,Credential Dumping,53,T1595,Active Scanning,Reconnaissance
192.168.184.13,Brute Force,66,T1110,Brute Force,Credential Access
192.168.185.20,Phishing,57,T1566,Phishing,Initial Access
192.168.186.27,Ransomware,72,T1595,Active Scanning,Reconnaissance
192.168.187.34,Credential Dumping,89,T1595,Active Scanning,Reconnaissance
192.168.188.41,Malware,90,T1204,User Execution,Execution
192.168.189.48,Brute Force,64,T1110,Brute Force,Credential Access
192.168.190.55,Phishing,78,T1566,Phishing,Initial Access
192.168.191.62,Credential Dumping,51,T1595,Active Scanning,Reconnaissance
192.168.192.69,Brute Force,75,T1110,Brute Force,Credential Access
192.168.193.76,Ransomware,99,T1595,Active Scanning,Reconnaissance
192.168.194.83,Brute Force,55,T1110,Brute Force,Credential Access
192.168.195.90,Phishing,97,T1566,Phishing,Initial Access
192.168.196.97,Malware,52,T1204,User Execution,Execution
192.168.197.104,Credential Dumping,85,T1595,Active Scanning,Reconnaissance
192.168.198.111,Ransomware,83,T1595,Active Scanning,Reconnaissance
192.168.199.118,Phishing,55,T1566,Phishing,Initial Access
192.168.200.125,Phishing,50,T1566,Phishing,Initial Access
192.168.201.132,Phishing,84,T1566,Phishing,Initial Access
192.168.202.139,Credential Dumping,99,T1595,Active Scanning,Reconnaissance
192.168.203.146,Brute Force,76,T1110,Brute Force,Credential Access
192.168.204.153,Malware,64,T1204,User Execution,Execution
192.168.205.160,Ransomware,91,T1595,Active Scanning,Reconnaissance
192.168.206.167,Credential Dumping,61,T1595,Active Scanning,Reconnaissance
192.168.207.174,Ransomware,94,T1595,Active Scanning,Reconnaissance
192.168.208.181,Brute Force,84,T1110,Brute Force,Credential Access
192.168.209.188,Phishing,95,T1566,Phishing,Initial Access
192.168.210.195,Brute Force,81,T1110,Brute Force,Credential Access
192.168.211.202,Credential Dumping,94,T1595,Active Scanning,Reconnaissance
192.168.212.209,Brute Force,54,T1110,Brute Force,Credential Access
192.168.213.216,Phishing,57,T1566,Phishing,Initial Access
192.168.214.223,Malware,79,T1204,User Execution,Execution
192.168.215.230,Credential Dumping,70,T1595,Active Scanning,Reconnaissance
192.168.216.237,Ransomware,80,T1595,Active Scanning,Reconnaissance
192.168.217.244,Brute Force,65,T1110,Brute Force,Credential Access
192.168.218.251,Malware,75,T1204,User Execution,Execution
192.168.219.3,Ransomware,73,T1595,Active Scanning,Reconnaissance
192.168.220.10,Brute Force,53,T1110,Brute Force,Credential Access
192.168.221.17,Malware,70,T1204,User Execution,Execution
192.168.222.24,Credential Dumping,94,T1595,Active Scanning,Reconnaissance
192.168.223.31,Phishing,95,T1566,Phishing,Initial Access
192.168.224.38,Malware,70,T1204,User Execution,Execution
192.168.225.45,Brute Force,68,T1110,Brute Force,Credential Access
192.168.226.52,Brute Force,51,T1110,Brute Force,Credential Access
192.168.227.59,Phishing,62,T1566,Phishing,Initial Access
192.168.228.66,Ransomware,76,T1595,Active Scanning,Reconnaissance
192.168.229.73,Ransomware,58,T1595,Active Scanning,Reconnaissance
192.168.230.80,Brute Force,56,T1110,Brute Force,Credential Access
192.168.231.87,Credential Dumping,73,T1595,Active Scanning,Reconnaissance
192.168.232.94,Brute Force,55,T1110,Brute Force,Credential Access
192.168.233.101,Phishing,100,T1566,Phishing,Initial Access
192.168.234.108,Ransomware,69,T1595,Active Scanning,Reconnaissance
192.168.235.115,Brute Force,62,T1110,Brute Force,Credential Access
192.168.236.122,Ransomware,97,T1595,Active Scanning,Reconnaissance
192.168.237.129,Credential Dumping,60,T1595,Active Scanning,Reconnaissance
192.168.238.136,Malware,70,T1204,User Execution,Execution
192.168.239.143,Phishing,96,T1566,Phishing,Initial Access
192.168.240.150,Credential Dumping,78,T1595,Active Scanning,Reconnaissance
192.168.241.157,Brute Force,83,T1110,Brute Force,Credential Access
192.168.242.164,Brute Force,63,T1110,Brute Force,Credential Access
192.168.243.171,Ransomware,52,T1595,Active Scanning,Reconnaissance
192.168.244.178,Phishing,64,T1566,Phishing,Initial Access
192.168.245.185,Ransomware,96,T1595,Active Scanning,Reconnaissance
192.168.246.192,Malware,88,T1204,User Execution,Execution
192.168.247.199,Brute Force,72,T1110,Brute Force,Credential Access
192.168.248.206,Malware,53,T1204,User Execution,Execution
192.168.249.213,Ransomware,82,T1595,Active Scanning,Reconnaissance
192.168.250.220,Credential Dumping,64,T1595,Active Scanning,Reconnaissance
192.168.251.227,Malware,55,T1204,User Execution,Execution
192.168.252.234,Ransomware,55,T1595,Active Scanning,Reconnaissance
192.168.253.241,Malware,81,T1204,User Execution,Execution
192.168.254.248,Ransomware,54,T1595,Active Scanning,Reconnaissance
192.168.0.0,Ransomware,92,T1595,Active Scanning,Reconnaissance
192.168.1.7,Malware,88,T1204,User Execution,Execution
192.168.2.14,Malware,89,T1204,User Execution,Execution
192.168.3.21,Malware,98,T1204,User Execution,Execution
192.168.4.28,Brute Force,68,T1110,Brute Force,Credential Access
192.168.5.35,Phishing,51,T1566,Phishing,Initial Access
192.168.6.42,Malware,89,T1204,User Execution,Execution
192.168.7.49,Credential Dumping,60,T1595,Active Scanning,Reconnaissance
192.168.8.56,Brute Force,54,T1110,Brute Force,Credential Access
192.168.9.63,Brute Force,91,T1110,Brute Force,Credential Access
192.168.10.70,Ransomware,81,T1595,Active Scanning,Reconnaissance
192.168.11.77,Malware,52,T1204,User Execution,Execution
192.168.12.84,Phishing,97,T1566,Phishing,Initial Access
192.168.13.91,Phishing,82,T1566,Phishing,Initial Access
192.168.14.98,Credential Dumping,64,T1595,Active Scanning,Reconnaissance
192.168.15.105,Malware,83,T1204,User Execution,Execution
192.168.16.112,Credential Dumping,77,T1595,Active Scanning,Reconnaissance
192.168.17.119,Credential Dumping,91,T1595,Active Scanning,Reconnaissance
192.168.18.126,Malware,77,T1204,User Execution,Execution
192.168.19.133,Phishing,61,T1566,Phishing,Initial Access
192.168.20.140,Brute Force,76,T1110,Brute Force,Credential Access
192.168.21.147,Malware,58,T1204,User Execution,Execution
192.168.22.154,Ransomware,64,T1595,Active Scanning,Reconnaissance
192.168.23.161,Credential Dumping,95,T1595,Active Scanning,Reconnaissance
192.168.24.168,Credential Dumping,60,T1595,Active Scanning,Reconnaissance
192.168.25.175,Brute Force,64,T1110,Brute Force,Credential Access
192.168.26.182,Malware,78,T1204,User Execution,Execution
192.168.27.189,Credential Dumping,75,T1595,Active Scanning,Reconnaissance
192.168.28.196,Phishing,83,T1566,Phishing,Initial Access
192.168.29.203,Malware,85,T1204,User Execution,Execution
192.168.30.210,Malware,75,T1204,User Execution,Execution
192.168.31.217,Credential Dumping,68,T1595,Active Scanning,Reconnaissance
192.168.32.224,Credential Dumping,96,T1595,Active Scanning,Reconnaissance
192.168.33.231,Credential Dumping,78,T1595,Active Scanning,Reconnaissance
192.168.34.238,Credential Dumping,70,T1595,Active Scanning,Reconnaissance
192.168.35.245,Brute Force,95,T1110,Brute Force,Credential Access
192.168.36.252,Ransomware,74,T1595,Active Scanning,Reconnaissance
192.168.37.4,Phishing,59,T1566,Phishing,Initial Access
192.168.38.11,Credential Dumping,96,T1595,Active Scanning,Reconnaissance
192.168.39.18,Brute Force,50,T1110,Brute Force,Credential Access
192.168.40.25,Credential Dumping,84,T1595,Active Scanning,Reconnaissance
192.168.41.32,Malware,79,T1204,User Execution,Execution
192.168.42.39,Malware,53,T1204,User Execution,Execution
192.168.43.46,Brute Force,92,T1110,Brute Force,Credential Access
192.168.44.53,Phishing,56,T1566,Phishing,Initial Access
192.168.45.60,Phishing,97,T1566,Phishing,Initial Access
192.168.46.67,Brute Force,73,T1110,Brute Force,Credential Access
192.168.47.74,Ransomware,80,T1595,Active Scanning,Reconnaissance
192.168.48.81,Phishing,94,T1566,Phishing,Initial Access
192.168.49.88,Ransomware,96,T1595,Active Scanning,Reconnaissance
192.168.50.95,Credential Dumping,83,T1595,Active Scanning,Reconnaissance
192.168.51.102,Malware,81,T1204,User Execution,Execution
192.168.52.109,Phishing,57,T1566,Phishing,Initial Access
192.168.53.116,Malware,52,T1204,User Execution,Execution
192.168.54.123,Brute Force,66,T1110,Brute Force,Credential Access
192.168.55.130,Brute Force,71,T1110,Brute Force,Credential Access
192.168.56.137,Malware,71,T1204,User Execution,Execution
192.168.57.144,Brute Force,59,T1110,Brute Force,Credential Access
192.168.58.151,Credential Dumping,83,T1595,Active Scanning,Reconnaissance
192.168.59.158,Ransomware,86,T1595,Active Scanning,Reconnaissance
192.168.60.165,Brute Force,51,T1110,Brute Force,Credential Access
192.168.61.172,Ransomware,88,T1595,Active Scanning,Reconnaissance
192.168.62.179,Phishing,76,T1566,Phishing,Initial Access
192.168.63.186,Phishing,63,T1566,Phishing,Initial Access
192.168.64.193,Phishing,55,T1566,Phishing,Initial Access
192.168.65.200,Ransomware,71,T1595,Active Scanning,Reconnaissance
192.168.66.207,Phishing,83,T1566,Phishing,Initial Access
192.168.67.214,Brute Force,95,T1110,Brute Force,Credential Access
192.168.68.221,Brute Force,79,T1110,Brute Force,Credential Access
192.168.69.228,Brute Force,70,T1110,Brute Force,Credential Access
192.168.70.235,Ransomware,92,T1595,Active Scanning,Reconnaissance
192.168.71.242,Phishing,89,T1566,Phishing,Initial Access
192.168.72.249,Ransomware,67,T1595,Active Scanning,Reconnaissance
192.168.73.1,Ransomware,54,T1595,Active Scanning,Reconnaissance
192.168.74.8,Ransomware,58,T1595,Active Scanning,Reconnaissance
192.168.75.15,Brute Force,55,T1110,Brute Force,Credential Access
192.168.76.22,Ransomware,71,T1595,Active Scanning,Reconnaissance
192.168.77.29,Credential Dumping,94,T1595,Active Scanning,Reconnaissance
192.168.78.36,Credential Dumping,64,T1595,Active Scanning,Reconnaissance
192.168.79.43,Phishing,94,T1566,Phishing,Initial Access
192.168.80.50,Credential Dumping,54,T1595,Active Scanning,Reconnaissance
192.168.81.57,Credential Dumping,99,T1595,Active Scanning,Reconnaissance
192.168.82.64,Ransomware,95,T1595,Active Scanning,Reconnaissance
192.168.83.71,Phishing,87,T1566,Phishing,Initial Access
192.168.84.78,Ransomware,74,T1595,Active Scanning,Reconnaissance
192.168.85.85,Credential Dumping,61,T1595,Active Scanning,Reconnaissance
192.168.86.92,Brute Force,85,T1110,Brute Force,Credential Access
192.168.87.99,Phishing,88,T1566,Phishing,Initial Access
192.168.88.106,Phishing,55,T1566,Phishing,Initial Access
192.168.89.113,Malware,84,T1204,User Execution,Execution
192.168.90.120,Malware,69,T1204,User Execution,Execution
192.168.91.127,Credential Dumping,87,T1595,Active Scanning,Reconnaissance
192.168.92.134,Malware,73,T1204,User Execution,Execution
192.168.93.141,Ransomware,68,T1595,Active Scanning,Reconnaissance
192.168.94.148,Phishing,74,T1566,Phishing,Initial Access
192.168.95.155,Credential Dumping,85,T1595,Active Scanning,Reconnaissance
192.168.96.162,Credential Dumping,92,T1595,Active Scanning,Reconnaissance
192.168.97.169,Brute Force,92,T1110,Brute Force,Credential Access
192.168.98.176,Brute Force,79,T1110,Brute Force,Credential Access
