event_id,input_severity,input_ml_confidence_raw,input_ml_prediction,input_cvss_score,input_ioc_status,input_ioc_confidence,input_asset_name,input_asset_criticality_label,input_asset_criticality_verified,input_asset_criticality_score_0to1,input_failed_login_attempts,risk_score_internal,risk_score,risk_level,priority,risk_score_complete,missing_components,component_weight_coverage,asset_criticality_score,reasons,calculated_at
EVT01432,Low,43.64,Normal,9.9,No IOC Match,,FIN-MOB-0055,Unknown,False,,0,0.462,46.2,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.828581+00:00
EVT01433,High,20.43,Normal,3.3,No IOC Match,,IT-MOB-0046,Unknown,False,,0,0.3807,38.07,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.828616+00:00
EVT01434,Medium,28.82,Normal,0.8,No IOC Match,,IT-MOB-0012,Unknown,False,,1,0.2663,26.63,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.828650+00:00
EVT01435,Low,27.95,Normal,5.2,No IOC Match,,SAL-PRT-0013,Unknown,False,,0,0.2955,29.55,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.828684+00:00
EVT01436,Medium,30.95,Normal,6.1,No IOC Match,,HR-LAP-0100,Unknown,False,,0,0.4055,40.55,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.828718+00:00
EVT01437,High,46.43,Normal,5.3,No IOC Match,,ENG-PC-0080,Unknown,False,,6,0.512,51.2,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.828752+00:00
EVT01438,Medium,41.85,Normal,9.9,No IOC Match,,MKT-PRT-0082,Unknown,False,,0,0.5345,53.45,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.828786+00:00
EVT01439,High,54.17,Suspicious,0.9,No IOC Match,,IT-DB-0010,Unknown,False,,0,0.4262,42.62,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.828821+00:00
EVT01440,Low,30.0,Normal,3.9,No IOC Match,,IT-SRV-0081,Unknown,False,,0,0.2694,26.94,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.828855+00:00
EVT01441,Low,61.41,Normal,9.0,No IOC Match,,HR-IOT-0077,Unknown,False,,3,0.495,49.5,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.828889+00:00
EVT01442,High,63.41,Normal,4.8,No IOC Match,,LEG-SRV-0004,Unknown,False,,4,0.5525,55.25,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.828924+00:00
EVT01443,High,28.67,Normal,7.5,No IOC Match,,ENG-FW-0102,Unknown,False,,0,0.5115,51.15,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.828958+00:00
EVT01444,High,30.92,Normal,2.8,No IOC Match,,ENG-DB-0045,Unknown,False,,0,0.401,40.1,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.828993+00:00
EVT01445,High,12.17,Normal,1.8,No IOC Match,,MKT-SRV-0067,Unknown,False,,0,0.3174,31.74,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829026+00:00
EVT01446,Medium,73.19,Suspicious,3.9,No IOC Match,,FIN-FW-0035,Unknown,False,,8,0.4825,48.25,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.829061+00:00
EVT01447,High,51.32,Normal,6.3,No IOC Match,,OPS-FW-0065,Unknown,False,,7,0.5522,55.22,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.829097+00:00
EVT01448,High,24.84,Normal,7.3,No IOC Match,,ENG-PC-0052,Unknown,False,,0,0.4945,49.45,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829132+00:00
EVT01449,High,49.41,Normal,6.9,No IOC Match,,FIN-PC-0035,Unknown,False,,0,0.5613,56.13,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829166+00:00
EVT01450,High,18.09,Normal,1.4,No IOC Match,,IT-IOT-0030,Unknown,False,,0,0.3259,32.59,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829200+00:00
EVT01451,Low,48.85,Normal,1.0,No IOC Match,,SAL-DB-0021,Unknown,False,,7,0.2558,25.58,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.829234+00:00
EVT01452,High,31.8,Normal,0.6,No IOC Match,,SAL-MOB-0155,Unknown,False,,5,0.3488,34.88,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.829268+00:00
EVT01453,Low,58.8,Normal,9.3,No IOC Match,,LEG-DB-0127,Unknown,False,,4,0.4944,49.44,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.829302+00:00
EVT01454,Medium,17.75,Normal,6.4,No IOC Match,,HR-SW-0048,Unknown,False,,0,0.3717,37.17,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829336+00:00
EVT01455,Critical,70.1,Normal,9.0,No IOC Match,,IT-LAP-0022,Unknown,False,,7,0.7566,75.66,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.829370+00:00
EVT01456,High,60.11,Normal,7.5,No IOC Match,,ENG-SRV-0074,Unknown,False,,2,0.6097,60.97,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829424+00:00
EVT01457,Medium,66.33,Normal,7.5,No IOC Match,,OPS-MOB-0028,Unknown,False,,8,0.551,55.1,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.829463+00:00
EVT01458,Medium,21.5,Normal,3.7,No IOC Match,,LEG-SW-0054,Unknown,False,,0,0.3159,31.59,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829497+00:00
EVT01459,Medium,52.86,Suspicious,2.4,No IOC Match,,MKT-FW-0044,Unknown,False,,0,0.3814,38.14,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829531+00:00
EVT01460,Medium,12.64,Normal,1.3,No IOC Match,,HR-RTR-0079,Medium,True,0.5,0,0.2826,28.26,Medium,Monitor,True,[],1.0,0.5,[],2026-09-02T05:58:31.829567+00:00
EVT01461,High,60.18,Normal,8.7,No IOC Match,,HR-PC-0055,Unknown,False,,0,0.6399,63.99,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.829602+00:00
EVT01462,High,30.38,Normal,3.6,No IOC Match,,LEG-RTR-0081,Unknown,False,,0,0.4193,41.93,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829636+00:00
EVT01463,Medium,29.25,Normal,6.5,No IOC Match,,HR-DB-0023,Unknown,False,,1,0.4102,41.02,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829670+00:00
EVT01464,High,49.94,Normal,0.9,No IOC Match,,ENG-MOB-0133,Unknown,False,,8,0.4129,41.29,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.829703+00:00
EVT01465,High,17.67,Normal,2.9,No IOC Match,,MKT-SW-0064,Unknown,False,,0,0.3621,36.21,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829738+00:00
EVT01466,High,38.5,Normal,2.3,No IOC Match,,OPS-SW-0011,Unknown,False,,6,0.4122,41.22,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.829771+00:00
EVT01467,High,20.42,Normal,0.1,No IOC Match,,IT-PC-0023,Unknown,False,,0,0.3007,30.07,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829805+00:00
EVT01468,Low,26.27,Normal,1.6,No IOC Match,,IT-DB-0003,Unknown,False,,0,0.2002,20.02,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829839+00:00
EVT01469,Critical,49.33,Normal,9.3,No IOC Match,,HR-LAP-0092,Unknown,False,,0,0.6992,69.92,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.829873+00:00
EVT01470,Low,16.18,Normal,1.7,No IOC Match,,SAL-DB-0017,Unknown,False,,0,0.1712,17.12,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829907+00:00
EVT01471,Medium,49.45,Normal,5.1,No IOC Match,,FIN-MOB-0010,Unknown,False,,0,0.4383,43.83,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.829942+00:00
EVT01472,Low,62.49,Normal,6.0,No IOC Match,,LEG-SW-0066,Low,True,0.25,7,0.3887,38.87,Medium,Monitor,True,[],1.0,0.25,['Multiple failed login attempts'],2026-09-02T05:58:31.829977+00:00
EVT01473,Critical,39.7,Normal,5.6,No IOC Match,,HR-SRV-0022,Unknown,False,,0,0.5766,57.66,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830035+00:00
EVT01474,High,58.72,Normal,4.8,No IOC Match,,OPS-RTR-0102,Unknown,False,,8,0.5379,53.79,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.830074+00:00
EVT01475,Critical,32.34,Normal,7.2,No IOC Match,,IT-RTR-0045,Unknown,False,,0,0.5936,59.36,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830109+00:00
EVT01476,High,53.92,Normal,6.2,No IOC Match,,ENG-LAP-0091,Unknown,False,,0,0.5579,55.79,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830143+00:00
EVT01477,High,34.96,Normal,8.7,No IOC Match,,SAL-PRT-0013,Unknown,False,,0,0.5611,56.11,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.830177+00:00
EVT01478,Critical,56.5,Normal,9.5,No IOC Match,,OPS-IOT-0031,Unknown,False,,0,0.7266,72.66,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.830211+00:00
EVT01479,Medium,37.53,Normal,3.3,No IOC Match,,SAL-PRT-0101,Unknown,False,,0,0.356,35.6,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830245+00:00
EVT01480,High,15.24,Normal,5.1,No IOC Match,,HR-IOT-0093,Unknown,False,,0,0.4095,40.95,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830280+00:00
EVT01481,High,12.22,Normal,1.7,No IOC Match,,ENG-DB-0025,Unknown,False,,0,0.3151,31.51,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830314+00:00
EVT01482,Medium,29.09,Normal,7.7,No IOC Match,,SAL-LAP-0116,Unknown,False,,0,0.4397,43.97,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830348+00:00
EVT01483,Low,31.26,Normal,3.6,No IOC Match,,ENG-IOT-0019,Unknown,False,,0,0.2658,26.58,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830382+00:00
EVT01484,High,27.24,Normal,5.3,No IOC Match,,IT-LAP-0017,Unknown,False,,0,0.452,45.2,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830439+00:00
EVT01485,Medium,35.04,Normal,5.1,No IOC Match,,MKT-PC-0092,Unknown,False,,4,0.3932,39.32,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830479+00:00
EVT01486,Medium,22.48,Normal,3.3,No IOC Match,,LEG-DB-0074,Medium,True,0.5,0,0.3472,34.72,Medium,Monitor,True,[],1.0,0.5,[],2026-09-02T05:58:31.830516+00:00
EVT01487,Medium,59.57,Normal,3.0,No IOC Match,,SAL-IOT-0092,Unknown,False,,8,0.4174,41.74,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.830552+00:00
EVT01488,Medium,21.74,Normal,7.0,No IOC Match,,ENG-RTR-0078,Medium,True,0.5,0,0.4194,41.94,Moderate,Review When Possible,True,[],1.0,0.5,[],2026-09-02T05:58:31.830588+00:00
EVT01489,Medium,40.09,Normal,9.2,No IOC Match,,ENG-PC-0014,Unknown,False,,0,0.5115,51.15,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.830623+00:00
EVT01490,High,23.33,Normal,2.5,No IOC Match,,HR-LAP-0035,Unknown,False,,0,0.3698,36.98,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830657+00:00
EVT01491,Medium,39.69,Normal,9.2,No IOC Match,,ENG-RTR-0063,Unknown,False,,0,0.5103,51.03,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.830692+00:00
EVT01492,Low,35.98,Normal,3.9,No IOC Match,,MKT-MOB-0076,Unknown,False,,0,0.2881,28.81,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830726+00:00
EVT01493,Low,44.44,Normal,1.4,No IOC Match,,MKT-DB-0013,Unknown,False,,4,0.252,25.2,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830760+00:00
EVT01494,Medium,48.34,Normal,3.8,No IOC Match,,ENG-SRV-0057,Unknown,False,,0,0.4023,40.23,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830795+00:00
EVT01495,High,32.35,Normal,7.4,No IOC Match,,LEG-SW-0037,Unknown,False,,0,0.5205,52.05,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830829+00:00
EVT01496,Low,33.36,Normal,0.1,No IOC Match,,ENG-DB-0007,Unknown,False,,0,0.1849,18.49,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830863+00:00
EVT01497,Critical,23.1,Normal,2.1,No IOC Match,,LEG-PC-0024,Unknown,False,,0,0.4372,43.72,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830897+00:00
EVT01498,Low,27.68,Normal,2.7,No IOC Match,,ENG-FW-0091,Unknown,False,,1,0.2321,23.21,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830931+00:00
EVT01499,High,34.14,Normal,5.4,No IOC Match,,FIN-PC-0121,Unknown,False,,0,0.4761,47.61,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830964+00:00
EVT01500,Medium,30.35,Normal,6.6,No IOC Match,,ENG-RTR-0123,Unknown,False,,0,0.4161,41.61,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.830998+00:00
EVT01501,Medium,41.14,Normal,7.3,No IOC Match,,MKT-SW-0047,Unknown,False,,5,0.4673,46.73,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.831033+00:00
EVT01502,High,30.36,Normal,7.0,No IOC Match,,ENG-SRV-0067,Unknown,False,,0,0.5042,50.42,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831067+00:00
EVT01503,Critical,45.68,Normal,8.7,No IOC Match,,SAL-SW-0036,Unknown,False,,0,0.6727,67.27,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.831101+00:00
EVT01504,High,19.82,Normal,5.9,No IOC Match,,HR-PC-0104,Unknown,False,,0,0.4438,44.38,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831135+00:00
EVT01505,Critical,47.98,Normal,6.1,No IOC Match,,MKT-LAP-0085,Unknown,False,,2,0.6149,61.49,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831169+00:00
EVT01506,High,69.15,Suspicious,9.7,No IOC Match,,IT-FW-0003,Unknown,False,,0,0.693,69.3,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.831203+00:00
EVT01507,High,20.9,Normal,6.2,No IOC Match,,LEG-PRT-0009,Unknown,False,,0,0.4547,45.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831237+00:00
EVT01508,Low,18.06,Normal,2.2,No IOC Match,,HR-FW-0128,Unknown,False,,0,0.1896,18.96,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831270+00:00
EVT01509,Low,46.92,Normal,8.8,No IOC Match,,IT-SRV-0040,Unknown,False,,2,0.4448,44.48,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.831305+00:00
EVT01510,High,71.67,Normal,8.2,No IOC Match,,LEG-LAP-0112,Unknown,False,,8,0.6633,66.33,High,Investigate Soon,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.831339+00:00
EVT01511,Low,51.6,Normal,6.5,No IOC Match,,HR-LAP-0045,Unknown,False,,5,0.4019,40.19,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.831374+00:00
EVT01512,High,27.65,Normal,7.1,No IOC Match,,ENG-IOT-0078,Unknown,False,,0,0.4983,49.83,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831424+00:00
EVT01513,Medium,16.7,Normal,4.3,No IOC Match,,OPS-FW-0082,Unknown,False,,0,0.3159,31.59,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831463+00:00
EVT01514,Medium,50.7,Normal,3.1,No IOC Match,,HR-MOB-0084,Unknown,False,,8,0.3922,39.22,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.831497+00:00
EVT01515,Medium,15.31,Normal,1.3,No IOC Match,,SAL-FW-0048,Unknown,False,,0,0.2366,23.66,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831531+00:00
EVT01516,High,21.78,Normal,2.0,No IOC Match,,IT-SW-0109,Unknown,False,,0,0.3524,35.24,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831565+00:00
EVT01517,Medium,56.7,Normal,4.1,No IOC Match,,HR-FW-0015,Unknown,False,,8,0.4359,43.59,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.831599+00:00
EVT01518,Critical,44.35,Normal,0.4,No IOC Match,,OPS-RTR-0124,Unknown,False,,0,0.4611,46.11,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831633+00:00
EVT01519,Low,42.72,Normal,0.3,No IOC Match,,IT-DB-0068,Unknown,False,,4,0.2191,21.91,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831668+00:00
EVT01520,Low,48.22,Normal,3.5,No IOC Match,,ENG-IOT-0001,Unknown,False,,7,0.3163,31.63,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.831701+00:00
EVT01521,Low,34.94,Normal,4.8,No IOC Match,,OPS-PC-0127,Unknown,False,,0,0.3073,30.73,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831734+00:00
EVT01522,Low,23.77,Normal,0.7,No IOC Match,,LEG-PC-0085,Unknown,False,,0,0.1699,16.99,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831768+00:00
EVT01523,Low,29.41,Normal,0.2,No IOC Match,,OPS-PC-0087,Unknown,False,,0,0.175,17.5,Low,No Action Needed,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831802+00:00
EVT01524,Medium,71.36,Normal,5.2,No IOC Match,,MKT-IOT-0061,Unknown,False,,8,0.5092,50.92,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.831835+00:00
EVT01525,Medium,34.45,Normal,8.8,No IOC Match,,HR-DB-0082,Unknown,False,,0,0.4839,48.39,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.831869+00:00
EVT01526,Medium,45.27,Normal,3.2,No IOC Match,,MKT-DB-0055,Unknown,False,,6,0.3777,37.77,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.831904+00:00
EVT01527,High,44.27,Normal,7.5,No IOC Match,,ENG-PC-0032,Unknown,False,,5,0.5602,56.02,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.831938+00:00
EVT01528,Medium,50.27,Normal,4.7,No IOC Match,,MKT-MOB-0031,Unknown,False,,0,0.4308,43.08,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.831973+00:00
EVT01529,Critical,60.57,Normal,7.2,No IOC Match,,SAL-DB-0063,Unknown,False,,0,0.6818,68.18,High,Investigate Soon,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832007+00:00
EVT01530,Low,42.02,Normal,4.3,No IOC Match,,LEG-RTR-0044,Unknown,False,,0,0.3169,31.69,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832040+00:00
EVT01531,Low,39.66,Normal,0.7,No IOC Match,,OPS-IOT-0110,Unknown,False,,3,0.2196,21.96,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832074+00:00
EVT01532,Medium,23.13,Normal,4.8,No IOC Match,,SAL-FW-0068,Unknown,False,,0,0.3485,34.85,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832108+00:00
EVT01533,Low,59.93,Normal,4.5,No IOC Match,,LEG-IOT-0048,Unknown,False,,8,0.3779,37.79,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.832141+00:00
EVT01534,Low,47.55,Normal,6.1,No IOC Match,,FIN-SW-0062,Unknown,False,,3,0.3792,37.92,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832176+00:00
EVT01535,Critical,63.96,Normal,9.4,No IOC Match,,SAL-MOB-0019,Unknown,False,,0,0.7474,74.74,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.832211+00:00
EVT01536,Medium,26.11,Normal,0.9,No IOC Match,,ENG-PRT-0059,Unknown,False,,0,0.2603,26.03,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832245+00:00
EVT01537,Medium,15.87,Normal,2.9,No IOC Match,,FIN-IOT-0046,Unknown,False,,0,0.2783,27.83,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832280+00:00
EVT01538,High,21.99,Normal,4.5,No IOC Match,,MKT-SW-0031,Unknown,False,,0,0.4156,41.56,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832314+00:00
EVT01539,Critical,27.1,Normal,5.2,No IOC Match,,LEG-PC-0106,Unknown,False,,0,0.5272,52.72,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832348+00:00
EVT01540,High,31.01,Normal,7.5,No IOC Match,,ENG-DB-0008,Unknown,False,,0,0.5188,51.88,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832382+00:00
EVT01541,High,42.19,Normal,1.5,No IOC Match,,LEG-IOT-0091,Unknown,False,,0,0.4037,40.37,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832433+00:00
EVT01542,Medium,41.92,Normal,10.0,No IOC Match,,OPS-SRV-0036,Unknown,False,,0,0.5373,53.73,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.832470+00:00
EVT01543,Critical,48.35,Normal,8.7,No IOC Match,,MKT-IOT-0021,Unknown,False,,0,0.6811,68.11,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.832505+00:00
EVT01544,Critical,47.71,Normal,9.0,No IOC Match,,LEG-RTR-0110,Unknown,False,,0,0.6866,68.66,High,Investigate Soon,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.832540+00:00
EVT01545,Low,18.98,Normal,4.1,No IOC Match,,LEG-PRT-0036,Unknown,False,,0,0.2399,23.99,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832574+00:00
EVT01546,Medium,26.96,Normal,5.4,No IOC Match,,LEG-PC-0121,Unknown,False,,0,0.3755,37.55,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832608+00:00
EVT01547,Low,65.8,Normal,8.8,No IOC Match,,LEG-PRT-0094,Unknown,False,,7,0.5038,50.38,Moderate,Review When Possible,False,['asset_criticality'],0.8,,"['High CVSS vulnerability', 'Multiple failed login attempts']",2026-09-02T05:58:31.832642+00:00
EVT01548,High,27.03,Normal,5.0,No IOC Match,,SAL-SRV-0076,Unknown,False,,0,0.4438,44.38,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832676+00:00
EVT01549,Low,51.66,Normal,1.7,No IOC Match,,LEG-PC-0024,Unknown,False,,7,0.2821,28.21,Medium,Monitor,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.832710+00:00
EVT01550,Critical,39.11,Normal,6.0,No IOC Match,,SAL-SRV-0057,Unknown,False,,3,0.5847,58.47,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832745+00:00
EVT01551,Low,28.95,Normal,5.6,No IOC Match,,FIN-IOT-0065,Unknown,False,,0,0.3086,30.86,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832778+00:00
EVT01552,Medium,29.61,Normal,8.1,No IOC Match,,SAL-PRT-0035,Unknown,False,,0,0.4513,45.13,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['High CVSS vulnerability'],2026-09-02T05:58:31.832812+00:00
EVT01553,High,34.79,Normal,5.4,No IOC Match,,LEG-PRT-0088,Unknown,False,,0,0.4781,47.81,Moderate,Review When Possible,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832846+00:00
EVT01554,Low,45.84,Normal,2.2,No IOC Match,,FIN-RTR-0058,Unknown,False,,4,0.2764,27.64,Medium,Monitor,False,['asset_criticality'],0.8,,[],2026-09-02T05:58:31.832880+00:00
EVT01555,High,48.54,Normal,4.7,No IOC Match,,LEG-DB-0010,Unknown,False,,7,0.5036,50.36,Moderate,Review When Possible,False,['asset_criticality'],0.8,,['Multiple failed login attempts'],2026-09-02T05:58:31.832914+00:00
