event_id,timestamp,source_ip,destination_ip,username,event_type,protocol,source_country,destination_country,device_name,os,event_status,severity,failed_login_attempts,malware_detected,vulnerability_id,cvss_score,asset_name,department,attack_type,threat_indicator
EVT02702,2026-01-10 09:10:00,185.54.87.8,10.0.7.110,ftodd,Privilege Escalation,FTP,India,India,Device-750,Windows Server 2019,Detected,High,0,No,CVE-2023-14186,6.5,FIN-IOT-0070,Finance,Normal Activity,False
EVT02703,2026-01-10 09:15:00,210.118.179.108,10.0.5.83,moorejose,Ransomware Detected,SMB,India,India,Device-336,Windows 11,Failed,Medium,8,No,NO_CVE,3.6,LEG-SRV-0012,Engineering,Normal Activity,False
EVT02704,2026-01-10 09:20:00,162.100.106.30,10.0.1.108,pdavis,Suspicious Process Execution,TCP,India,India,Device-392,Windows Server 2019,Failed,Critical,8,No,CVE-2015-45501,9.5,LEG-LAP-0118,HR,Normal Activity,False
EVT02705,2026-01-10 09:25:00,150.199.244.16,10.0.8.91,edwardsutton,DNS Tunneling Detected,HTTPS,India,India,Device-827,macOS,Success,Low,0,No,NO_CVE,6.9,SAL-SRV-0109,Marketing,Normal Activity,False
EVT02706,2026-01-10 09:30:00,172.229.128.160,10.0.1.94,leslie18,Lateral Movement Detected,SMB,India,India,Device-912,macOS,Failed,Medium,0,No,CVE-2025-7060,6.3,SAL-PRT-0041,Engineering,Normal Activity,False
EVT02707,2026-01-10 09:35:00,199.6.81.198,10.0.8.65,michaeldickerson,Credential Dumping,DNS,India,India,Device-909,macOS,Failed,Medium,7,No,CVE-2020-6138,1.3,ENG-RTR-0067,Finance,Normal Activity,False
EVT02708,2026-01-10 09:40:00,114.135.78.240,10.0.5.36,jason48,Account Lockout,HTTPS,India,India,Device-835,Linux,Failed,Medium,7,No,CVE-2017-27857,7.3,SAL-RTR-0048,Legal,Normal Activity,False
EVT02709,2026-01-10 09:45:00,159.129.0.130,10.0.1.136,lawrencerichard,Unauthorized Access,SMB,India,India,Device-325,Linux,Success,High,0,No,NO_CVE,7.8,FIN-PRT-0077,Engineering,Normal Activity,False
EVT02710,2026-01-10 09:50:00,105.193.254.226,10.0.3.39,youngrobin,Lateral Movement Detected,RDP,India,India,Device-195,Windows 10,Detected,High,0,No,CVE-2017-24524,2.4,ENG-MOB-0080,Operations,Normal Activity,False
EVT02711,2026-01-10 09:55:00,104.109.181.40,10.0.8.133,gloverjustin,SQL Injection Attempt,DNS,India,India,Device-949,Windows 11,Failed,High,0,No,NO_CVE,6.7,FIN-IOT-0055,IT,Normal Activity,False
EVT02712,2026-01-10 10:00:00,211.140.169.218,10.0.1.109,raven73,Ransomware Detected,HTTP,India,India,Device-221,Windows 11,Failed,Critical,1,No,NO_CVE,6.9,OPS-PC-0082,IT,Normal Activity,False
EVT02713,2026-01-10 10:05:00,196.74.53.244,10.0.0.137,gary13,Suspicious Process Execution,SMB,India,India,Device-536,Linux,Failed,High,2,Yes,NO_CVE,9.0,SAL-DB-0062,HR,Normal Activity,False
EVT02714,2026-01-10 10:10:00,198.114.95.173,10.0.6.142,erica20,USB Device Connected,HTTP,India,India,Device-967,macOS,Failed,Medium,6,No,CVE-2023-50584,0.5,LEG-SRV-0052,Sales,Normal Activity,False
EVT02715,2026-01-10 10:15:00,188.187.8.251,10.0.1.166,russellcristian,Brute Force,DNS,India,India,Device-833,macOS,Detected,High,0,No,NO_CVE,0.6,IT-SRV-0061,HR,Normal Activity,False
EVT02716,2026-01-10 10:20:00,70.136.227.58,10.0.5.192,schmidtcorey,Malware Detection,FTP,India,India,Device-75,Windows 11,Failed,Critical,7,Yes,CVE-2017-55343,7.4,LEG-PRT-0029,Sales,Normal Activity,False
EVT02717,2026-01-10 10:25:00,174.131.33.110,10.0.8.188,russellcristian,Malware Detection,HTTP,India,India,Device-184,Windows Server 2019,Success,Low,0,No,NO_CVE,1.6,MKT-FW-0073,Sales,Normal Activity,False
EVT02718,2026-01-10 10:30:00,164.46.233.64,10.0.8.245,sbrown,Suspicious Process Execution,HTTPS,India,India,Device-849,Windows 11,Blocked,Medium,0,No,CVE-2015-19435,1.4,IT-FW-0062,Engineering,Normal Activity,False
EVT02719,2026-01-10 10:35:00,200.167.105.99,10.0.0.234,ralexander,Credential Dumping,HTTPS,India,India,Device-599,Windows 10,Detected,High,0,No,CVE-2026-33002,3.3,IT-SRV-0054,HR,Normal Activity,False
EVT02720,2026-01-10 10:40:00,82.32.99.249,10.0.5.94,troy50,Suspicious Process Execution,RDP,India,India,Device-251,Windows 10,Failed,Critical,4,No,CVE-2018-80991,4.0,SAL-PRT-0130,Engineering,Normal Activity,False
EVT02721,2026-01-10 10:45:00,208.128.151.240,10.0.0.82,adamslauren,Brute Force,FTP,India,India,Device-83,Windows Server 2019,Failed,Medium,6,No,CVE-2015-54934,2.1,SAL-RTR-0107,Finance,Normal Activity,False
EVT02722,2026-01-10 10:50:00,57.193.185.145,10.0.3.177,michaeldickerson,Data Exfiltration Attempt,SMB,India,India,Device-878,macOS,Blocked,Medium,0,Yes,NO_CVE,8.2,MKT-FW-0027,Operations,Normal Activity,False
EVT02723,2026-01-10 10:55:00,19.42.174.225,10.0.8.5,agallagher,Suspicious Process Execution,RDP,India,India,Device-114,macOS,Success,Low,0,No,CVE-2020-23331,7.1,MKT-FW-0066,Marketing,Normal Activity,False
EVT02724,2026-01-10 11:00:00,103.121.11.82,10.0.8.165,whouston,Configuration Change,HTTP,India,India,Device-907,Windows 11,Failed,Medium,6,No,CVE-2017-44026,1.8,ENG-MOB-0019,IT,Normal Activity,False
EVT02725,2026-01-10 11:05:00,108.162.167.123,10.0.3.235,eroach,Data Exfiltration Attempt,FTP,India,India,Device-439,Linux,Detected,Medium,0,No,CVE-2023-73348,8.2,ENG-RTR-0098,Marketing,Normal Activity,False
EVT02726,2026-01-10 11:10:00,210.195.145.123,10.0.6.213,bellteresa,Privilege Escalation,SMB,India,India,Device-170,Linux,Failed,Low,2,No,CVE-2019-78020,2.3,FIN-SRV-0023,HR,Normal Activity,False
EVT02727,2026-01-10 11:15:00,71.119.198.108,10.0.2.195,rford,Ransomware Detected,HTTP,India,India,Device-655,Windows 11,Success,High,0,No,NO_CVE,7.5,ENG-FW-0070,Marketing,Normal Activity,False
EVT02728,2026-01-10 11:20:00,220.110.11.56,10.0.9.210,christinablack,Firewall Rule Change,SMB,India,India,Device-590,macOS,Failed,Medium,1,No,CVE-2023-77667,0.3,HR-MOB-0065,HR,Normal Activity,False
EVT02729,2026-01-10 11:25:00,196.181.151.6,10.0.6.116,thompsonerin,DNS Tunneling Detected,SSH,India,India,Device-568,macOS,Success,Medium,0,Yes,CVE-2023-96745,2.0,MKT-SRV-0024,Finance,Normal Activity,False
EVT02730,2026-01-10 11:30:00,164.213.33.205,10.0.7.87,simonlee,Configuration Change,HTTP,India,India,Device-392,Windows Server 2019,Failed,Medium,0,Yes,NO_CVE,1.6,HR-FW-0077,Engineering,Normal Activity,False
EVT02731,2026-01-10 11:35:00,112.64.82.92,10.0.1.55,ingramdaniel,Credential Dumping,FTP,India,India,Device-818,macOS,Success,High,0,No,CVE-2026-91389,6.3,LEG-IOT-0008,HR,Normal Activity,False
EVT02732,2026-01-10 11:40:00,223.178.197.231,10.0.3.141,steelealexander,Suspicious Process Execution,TCP,India,India,Device-98,Windows 10,Blocked,Critical,0,Yes,CVE-2021-66371,3.1,MKT-PC-0093,Legal,Normal Activity,False
EVT02733,2026-01-10 11:45:00,161.171.10.56,10.0.9.150,briangarcia,Brute Force,DNS,India,India,Device-126,Windows 10,Blocked,Medium,0,No,NO_CVE,4.5,ENG-SRV-0004,Operations,Normal Activity,False
EVT02734,2026-01-10 11:50:00,222.208.191.142,10.0.3.63,youngrobin,DNS Tunneling Detected,FTP,India,India,Device-16,macOS,Failed,Critical,7,No,CVE-2015-47197,1.9,IT-FW-0019,Marketing,Normal Activity,False
EVT02735,2026-01-10 11:55:00,222.51.74.50,10.0.9.121,bmarsh,Data Exfiltration Attempt,DNS,India,India,Device-71,Linux,Failed,Critical,0,No,NO_CVE,0.2,MKT-IOT-0012,HR,Normal Activity,False
EVT02736,2026-01-10 12:00:00,201.36.163.219,10.0.0.154,nathanmurphy,Data Exfiltration Attempt,TCP,India,India,Device-582,macOS,Detected,High,0,Yes,CVE-2024-52536,4.8,FIN-SRV-0058,Sales,Normal Activity,False
EVT02737,2026-01-10 12:05:00,205.234.15.24,10.0.3.155,roberto47,Lateral Movement Detected,HTTPS,India,India,Device-701,Linux,Failed,Critical,8,No,NO_CVE,7.8,HR-PC-0125,Sales,Normal Activity,False
EVT02738,2026-01-10 12:10:00,66.7.117.174,10.0.7.240,cookbrian,Data Exfiltration Attempt,HTTPS,India,India,Device-967,macOS,Failed,Medium,5,No,CVE-2023-3302,3.7,OPS-RTR-0096,HR,Normal Activity,False
EVT02739,2026-01-10 12:15:00,130.109.181.179,10.0.7.12,uthompson,Port Scan,TCP,India,India,Device-487,macOS,Success,Critical,0,No,CVE-2017-19819,2.8,OPS-PRT-0043,Engineering,Normal Activity,False
EVT02740,2026-01-10 12:20:00,6.152.119.33,10.0.8.197,fparrish,Account Lockout,SSH,India,India,Device-311,Windows 10,Blocked,High,0,No,NO_CVE,3.6,MKT-LAP-0004,IT,Normal Activity,False
EVT02741,2026-01-10 12:25:00,142.156.4.217,10.0.6.34,hgarcia,Credential Dumping,FTP,India,India,Device-626,Linux,Failed,Low,2,No,CVE-2020-26341,1.1,LEG-PRT-0074,IT,Normal Activity,False
EVT02742,2026-01-10 12:30:00,6.98.71.62,10.0.5.228,nancy35,Lateral Movement Detected,FTP,India,India,Device-653,Windows Server 2019,Detected,High,0,Yes,NO_CVE,2.3,HR-LAP-0046,Legal,Normal Activity,False
EVT02743,2026-01-10 12:35:00,53.44.154.67,10.0.4.23,rosskeith,Suspicious Process Execution,HTTPS,India,India,Device-332,macOS,Failed,Medium,0,Yes,NO_CVE,7.9,LEG-MOB-0023,Finance,Normal Activity,False
EVT02744,2026-01-10 12:40:00,223.201.155.74,10.0.4.189,justinburns,Account Lockout,DNS,India,India,Device-242,Windows 11,Blocked,Low,0,No,CVE-2023-1034,2.4,MKT-PC-0065,Engineering,Normal Activity,False
EVT02745,2026-01-10 12:45:00,58.55.3.248,10.0.9.170,julie87,VPN Connection,RDP,India,India,Device-482,Linux,Failed,Medium,2,No,CVE-2024-66803,5.2,MKT-LAP-0038,IT,Normal Activity,False
EVT02746,2026-01-10 12:50:00,43.233.183.173,10.0.2.202,stonejoshua,Port Scan,FTP,India,India,Device-13,Windows 10,Detected,Medium,0,Yes,NO_CVE,8.9,FIN-PC-0013,Finance,Normal Activity,False
EVT02747,2026-01-10 12:55:00,16.15.162.39,10.0.8.248,taylorjessica,SQL Injection Attempt,HTTPS,India,India,Device-216,Windows 10,Failed,Medium,8,No,CVE-2015-6968,2.5,MKT-SRV-0045,Sales,Normal Activity,False
EVT02748,2026-01-10 13:00:00,209.109.12.2,10.0.6.132,greenjamie,Data Exfiltration Attempt,RDP,India,India,Device-970,Linux,Failed,High,0,No,NO_CVE,5.2,SAL-IOT-0018,Marketing,Normal Activity,False
EVT02749,2026-01-10 13:05:00,195.242.190.147,10.0.8.46,amanda50,Unauthorized Access,SSH,India,India,Device-928,Windows 10,Failed,Medium,2,No,NO_CVE,9.0,MKT-MOB-0067,Finance,Normal Activity,False
EVT02750,2026-01-10 13:10:00,163.56.230.254,10.0.6.241,walkermichelle,Firewall Rule Change,HTTPS,India,India,Device-957,Windows Server 2019,Blocked,Critical,0,No,CVE-2023-65412,6.8,SAL-SW-0111,Marketing,Normal Activity,False
EVT02751,2026-01-10 13:15:00,191.147.16.16,10.0.9.207,connor10,Firewall Rule Change,DNS,India,India,Device-895,Windows Server 2019,Failed,Low,7,No,CVE-2017-51436,9.2,HR-PRT-0020,Operations,Normal Activity,False
EVT02752,2026-01-10 13:20:00,208.1.41.29,10.0.0.179,timothy42,DNS Tunneling Detected,FTP,India,India,Device-636,Windows Server 2019,Detected,High,0,No,NO_CVE,4.3,SAL-PRT-0079,Operations,Normal Activity,False
EVT02753,2026-01-10 13:25:00,22.228.1.20,10.0.1.83,blong,Port Scan,SMB,India,India,Device-557,Windows Server 2019,Detected,High,0,No,NO_CVE,1.4,LEG-FW-0057,Sales,Normal Activity,False
EVT02754,2026-01-10 13:30:00,159.49.215.72,10.0.4.213,bmurphy,Failed Login,SMB,India,India,Device-18,macOS,Failed,Medium,3,No,NO_CVE,4.9,HR-FW-0019,Operations,Normal Activity,False
EVT02755,2026-01-10 13:35:00,200.35.249.78,10.0.8.222,shawnryan,Suspicious Process Execution,SMB,India,India,Device-280,Windows Server 2019,Detected,Medium,0,No,NO_CVE,8.7,SAL-SW-0036,IT,Normal Activity,False
EVT02756,2026-01-10 13:40:00,187.9.231.47,10.0.7.201,wduran,VPN Connection,FTP,India,India,Device-509,Windows 11,Success,Medium,0,No,NO_CVE,2.2,ENG-DB-0071,HR,Normal Activity,False
EVT02757,2026-01-10 13:45:00,207.129.13.158,10.0.5.48,nbernard,Malware Detection,SSH,India,India,Device-197,Windows Server 2019,Blocked,Medium,0,No,NO_CVE,8.0,IT-IOT-0113,Operations,Normal Activity,False
EVT02758,2026-01-10 13:50:00,162.164.109.209,10.0.8.231,dylan59,Ransomware Detected,FTP,India,India,Device-366,Windows Server 2019,Failed,Critical,3,No,NO_CVE,4.0,SAL-LAP-0077,Sales,Normal Activity,False
EVT02759,2026-01-10 13:55:00,149.210.101.237,10.0.5.29,timothy42,Unauthorized Access,SSH,India,India,Device-993,Linux,Success,High,0,Yes,CVE-2016-52073,3.2,ENG-MOB-0139,Finance,Normal Activity,False
EVT02760,2026-01-10 14:00:00,216.126.108.137,10.0.0.90,natasha59,Data Exfiltration Attempt,RDP,India,India,Device-867,Windows Server 2019,Failed,Medium,3,Yes,CVE-2023-25442,8.3,IT-RTR-0004,Operations,Normal Activity,False
EVT02761,2026-01-10 14:05:00,59.40.113.66,10.0.9.150,cjohnson,DNS Tunneling Detected,HTTP,India,India,Device-972,macOS,Detected,Medium,0,No,CVE-2016-45132,2.0,ENG-SRV-0038,Legal,Normal Activity,False
EVT02762,2026-01-10 14:10:00,222.52.61.240,10.0.1.239,owensleslie,Brute Force,RDP,India,India,Device-538,Windows 11,Detected,Medium,0,No,NO_CVE,7.6,ENG-PRT-0013,Operations,Normal Activity,False
EVT02763,2026-01-10 14:15:00,80.77.58.223,10.0.4.127,dean34,USB Device Connected,TCP,India,India,Device-800,Windows 10,Failed,Low,3,No,CVE-2022-66132,9.6,MKT-DB-0059,Finance,Normal Activity,False
EVT02764,2026-01-10 14:20:00,174.144.212.94,10.0.8.179,lewisjeffrey,Account Lockout,HTTP,India,India,Device-256,Windows 10,Failed,Medium,6,Yes,NO_CVE,0.1,IT-PC-0064,HR,Normal Activity,False
EVT02765,2026-01-10 14:25:00,157.222.76.173,10.0.3.29,jonathan13,Malware Detection,HTTP,India,India,Device-794,Windows Server 2019,Blocked,Medium,0,No,CVE-2021-85743,1.9,IT-MOB-0089,Operations,Normal Activity,False
EVT02766,2026-01-10 14:30:00,172.142.103.57,10.0.2.140,martingary,Credential Dumping,SSH,India,India,Device-345,Linux,Blocked,Critical,0,No,CVE-2016-53839,9.2,ENG-MOB-0004,Sales,Normal Activity,False
EVT02767,2026-01-10 14:35:00,168.176.4.222,10.0.7.246,jesse99,Data Exfiltration Attempt,HTTP,India,India,Device-478,Windows 11,Blocked,High,0,No,NO_CVE,7.6,ENG-DB-0036,Engineering,Normal Activity,False
EVT02768,2026-01-10 14:40:00,96.133.221.108,10.0.4.117,amanda75,Ransomware Detected,SMB,India,India,Device-693,Windows 11,Success,High,0,No,CVE-2015-3291,2.5,LEG-SRV-0012,Finance,Normal Activity,False
EVT02769,2026-01-10 14:45:00,99.222.27.184,10.0.0.111,ryan05,Login Success,RDP,India,India,Device-95,Windows Server 2019,Failed,High,0,No,CVE-2022-85034,3.6,HR-SW-0026,HR,Normal Activity,False
EVT02770,2026-01-10 14:50:00,23.199.152.240,10.0.1.3,teresaperez,DDoS Attempt,HTTPS,India,India,Device-100,Windows 11,Blocked,Medium,0,No,NO_CVE,9.0,HR-SRV-0033,Sales,Normal Activity,False
EVT02771,2026-01-10 14:55:00,223.165.241.174,10.0.5.170,carmen16,Ransomware Detected,FTP,India,India,Device-149,Windows 10,Success,Critical,0,No,CVE-2025-30077,2.9,LEG-DB-0095,IT,Normal Activity,False
EVT02772,2026-01-10 15:00:00,58.173.231.165,10.0.1.188,danielstevens,DDoS Attempt,FTP,India,India,Device-790,Windows 10,Blocked,Low,0,Yes,CVE-2026-48816,8.0,MKT-RTR-0011,Operations,Normal Activity,False
EVT02773,2026-01-10 15:05:00,223.18.186.33,10.0.0.108,rhall,Lateral Movement Detected,RDP,India,India,Device-39,Windows 10,Success,Low,0,No,NO_CVE,2.7,ENG-IOT-0054,Sales,Normal Activity,False
EVT02774,2026-01-10 15:10:00,219.243.118.4,10.0.3.137,stricklandkevin,Unauthorized Access,DNS,India,India,Device-721,Windows 11,Success,Medium,0,No,CVE-2019-39429,9.6,LEG-SW-0117,Finance,Normal Activity,False
EVT02775,2026-01-10 15:15:00,173.13.205.174,10.0.8.61,nbernard,File Access,SMB,India,India,Device-206,Windows 11,Success,Low,0,Yes,CVE-2018-63336,1.3,ENG-MOB-0016,IT,Normal Activity,False
EVT02776,2026-01-10 15:20:00,178.74.81.180,10.0.4.200,kevin81,Phishing Email,RDP,India,India,Device-229,Windows Server 2019,Detected,Low,0,No,CVE-2019-67531,8.1,ENG-SRV-0124,HR,Normal Activity,False
EVT02777,2026-01-10 15:25:00,27.186.31.50,10.0.4.192,bmarsh,Failed Login,SSH,India,India,Device-811,Windows 10,Blocked,Low,0,No,NO_CVE,8.4,LEG-IOT-0080,Engineering,Normal Activity,False
EVT02778,2026-01-10 15:30:00,1.172.12.220,10.0.3.20,jgreen,VPN Connection,SMB,India,India,Device-990,Linux,Failed,Medium,8,Yes,CVE-2021-78010,4.7,IT-DB-0096,Engineering,Normal Activity,False
EVT02779,2026-01-10 15:35:00,164.205.66.249,10.0.1.197,holly51,Lateral Movement Detected,TCP,India,India,Device-56,Linux,Success,Critical,0,No,CVE-2019-94920,1.0,LEG-LAP-0035,Marketing,Normal Activity,False
EVT02780,2026-01-10 15:40:00,174.53.200.185,10.0.5.205,alexanderhoward,Account Lockout,HTTP,India,India,Device-228,Windows 10,Success,Medium,0,No,CVE-2026-20534,6.4,SAL-PC-0001,IT,Normal Activity,False
EVT02781,2026-01-10 15:45:00,160.149.162.174,10.0.8.204,christopherrodgers,Firewall Rule Change,RDP,India,India,Device-49,Windows 10,Success,High,0,Yes,CVE-2020-35985,5.4,LEG-LAP-0078,Marketing,Normal Activity,False
EVT02782,2026-01-10 15:50:00,202.67.230.93,10.0.7.153,jeremybell,Unauthorized Access,HTTP,India,India,Device-672,macOS,Detected,High,0,No,NO_CVE,8.1,OPS-MOB-0131,Legal,Normal Activity,False
EVT02783,2026-01-10 15:55:00,76.138.28.168,10.0.2.4,earmstrong,Web Shell Detected,DNS,India,India,Device-394,Windows 10,Failed,Medium,6,No,NO_CVE,6.9,HR-IOT-0087,Finance,Normal Activity,False
EVT02784,2026-01-10 16:00:00,180.188.67.229,10.0.5.101,david11,Port Scan,RDP,India,India,Device-110,Linux,Success,Critical,0,Yes,NO_CVE,0.9,LEG-SW-0065,Finance,Normal Activity,False
EVT02785,2026-01-10 16:05:00,78.182.7.112,10.0.3.88,albert69,Phishing Email,FTP,India,India,Device-436,Windows Server 2019,Blocked,Medium,0,No,CVE-2018-77094,3.5,SAL-MOB-0062,HR,Normal Activity,False
EVT02786,2026-01-10 16:10:00,57.228.161.8,10.0.8.213,ndecker,USB Device Connected,DNS,India,India,Device-423,Windows Server 2019,Failed,Medium,3,No,CVE-2023-95151,7.5,FIN-PRT-0104,Marketing,Normal Activity,False
EVT02787,2026-01-10 16:15:00,201.10.72.29,10.0.1.158,uthompson,VPN Connection,SMB,India,India,Device-297,Linux,Success,Critical,0,No,CVE-2017-55343,6.7,LEG-RTR-0109,Sales,Normal Activity,False
EVT02788,2026-01-10 16:20:00,210.63.151.20,10.0.3.221,lfuller,DNS Tunneling Detected,RDP,India,India,Device-69,Linux,Failed,Low,7,No,CVE-2015-95291,9.9,SAL-PRT-0015,IT,Normal Activity,False
EVT02789,2026-01-10 16:25:00,209.0.50.110,10.0.6.154,chris97,Unauthorized Access,HTTPS,India,India,Device-527,macOS,Detected,Critical,0,No,NO_CVE,9.9,FIN-SW-0026,IT,Normal Activity,False
EVT02790,2026-01-10 16:30:00,162.126.243.215,10.0.9.221,philiprobinson,Login Success,FTP,India,India,Device-408,macOS,Failed,High,2,Yes,NO_CVE,4.7,OPS-IOT-0118,Finance,Normal Activity,False
EVT02791,2026-01-10 16:35:00,57.184.79.119,10.0.4.12,rodgersjackie,Lateral Movement Detected,HTTPS,India,India,Device-594,macOS,Success,Medium,0,No,NO_CVE,9.0,ENG-SW-0050,IT,Normal Activity,False
EVT02792,2026-01-10 16:40:00,155.204.104.49,10.0.9.85,william23,Firewall Rule Change,SMB,India,India,Device-125,Linux,Failed,Low,1,Yes,CVE-2017-63513,6.7,LEG-FW-0076,IT,Normal Activity,False
EVT02793,2026-01-10 16:45:00,192.9.141.109,10.0.2.85,adamslauren,Phishing Email,SSH,India,India,Device-498,Windows 10,Success,Critical,0,No,CVE-2020-60274,5.7,FIN-PC-0125,Sales,Normal Activity,False
EVT02794,2026-01-10 16:50:00,114.203.252.243,10.0.2.67,blong,DNS Tunneling Detected,DNS,India,India,Device-649,Windows 11,Failed,Medium,2,Yes,NO_CVE,2.6,ENG-PRT-0030,Marketing,Normal Activity,False
EVT02795,2026-01-10 16:55:00,117.111.230.238,10.0.4.127,blankenshipdavid,Privilege Escalation,SMB,India,India,Device-432,Windows 11,Failed,Low,7,No,NO_CVE,8.4,OPS-PRT-0016,Marketing,Normal Activity,False
EVT02796,2026-01-10 17:00:00,185.114.125.54,10.0.3.100,rileykimberly,Privilege Escalation,RDP,India,India,Device-527,Windows Server 2019,Failed,Low,8,Yes,CVE-2025-32015,6.4,HR-PRT-0029,Marketing,Normal Activity,False
EVT02797,2026-01-10 17:05:00,88.190.120.250,10.0.3.80,greenjamie,Login Success,HTTP,India,India,Device-895,Windows 11,Success,Critical,0,No,NO_CVE,3.6,IT-IOT-0070,Engineering,Normal Activity,False
EVT02798,2026-01-10 17:10:00,76.107.202.160,10.0.9.119,hughesmary,Privilege Escalation,HTTP,India,India,Device-404,Windows Server 2019,Blocked,High,0,No,NO_CVE,8.3,ENG-LAP-0077,Sales,Normal Activity,False
EVT02799,2026-01-10 17:15:00,223.125.131.115,10.0.1.42,kevin81,Configuration Change,SSH,India,India,Device-670,Windows 11,Failed,Medium,8,No,CVE-2015-85832,0.8,OPS-RTR-0035,Engineering,Normal Activity,False
EVT02800,2026-01-10 17:20:00,206.156.185.186,10.0.1.130,josephwagner,Suspicious Process Execution,SSH,India,India,Device-202,Linux,Failed,Medium,3,No,CVE-2024-88032,3.6,OPS-PRT-0036,Finance,Normal Activity,False
EVT02801,2026-01-10 17:25:00,194.244.57.19,10.0.9.57,troy50,Ransomware Detected,HTTPS,India,India,Device-412,Windows 10,Detected,High,0,No,NO_CVE,4.3,MKT-SW-0025,Sales,Normal Activity,False
EVT02802,2026-01-10 17:30:00,146.217.244.200,10.0.3.84,roberto47,Account Lockout,SMB,India,India,Device-721,Windows 11,Failed,Low,7,Yes,NO_CVE,6.9,HR-PRT-0057,Legal,Normal Activity,False
EVT02803,2026-01-10 17:35:00,213.249.158.51,10.0.2.136,ahamilton,Privilege Escalation,SMB,India,India,Device-406,Windows 11,Success,Medium,0,No,NO_CVE,4.0,OPS-PC-0021,IT,Normal Activity,False
EVT02804,2026-01-10 17:40:00,76.94.159.46,10.0.0.101,vasquezbrooke,Failed Login,DNS,India,India,Device-23,Windows 10,Blocked,Medium,0,Yes,CVE-2018-14312,5.2,LEG-SRV-0097,Marketing,Normal Activity,False
EVT02805,2026-01-10 17:45:00,81.55.130.42,10.0.5.183,meghan85,Privilege Escalation,SSH,India,India,Device-93,macOS,Failed,Medium,1,No,NO_CVE,2.3,ENG-SW-0095,Finance,Normal Activity,False
EVT02806,2026-01-10 17:50:00,202.184.40.177,10.0.0.160,earmstrong,Configuration Change,SMB,India,India,Device-884,Windows 10,Success,Low,0,No,CVE-2023-85041,8.8,ENG-PRT-0126,Sales,Normal Activity,False
EVT02807,2026-01-10 17:55:00,185.178.65.201,10.0.7.114,christinablack,Port Scan,TCP,India,India,Device-354,Linux,Failed,Medium,4,No,CVE-2025-74349,6.1,HR-MOB-0087,Sales,Normal Activity,False
EVT02808,2026-01-10 18:00:00,149.78.100.180,10.0.9.149,candicesanchez,DDoS Attempt,FTP,India,India,Device-673,Linux,Success,High,0,Yes,CVE-2017-18622,0.3,FIN-SRV-0109,Legal,Normal Activity,False
EVT02809,2026-01-10 18:05:00,144.190.251.101,10.0.6.77,brianlamb,DDoS Attempt,FTP,India,India,Device-707,Windows 10,Failed,High,4,No,CVE-2018-38847,1.3,FIN-FW-0065,Operations,Normal Activity,False
EVT02810,2026-01-10 18:10:00,184.238.135.106,10.0.2.227,amanda75,Configuration Change,HTTPS,India,India,Device-938,Linux,Success,Critical,0,No,CVE-2024-50240,8.4,ENG-FW-0014,Engineering,Normal Activity,False
EVT02811,2026-01-10 18:15:00,68.182.140.207,10.0.1.7,fergusonjimmy,Suspicious Process Execution,HTTP,India,India,Device-824,Windows 11,Failed,Medium,2,No,CVE-2020-23932,4.3,ENG-SW-0013,HR,Normal Activity,False
EVT02812,2026-01-10 18:20:00,62.248.54.223,10.0.5.159,zrivera,Web Shell Detected,TCP,India,India,Device-450,Windows 10,Failed,Medium,7,No,CVE-2023-77523,3.5,ENG-SRV-0045,IT,Normal Activity,False
EVT02813,2026-01-10 18:25:00,103.53.27.205,10.0.7.48,zbaker,Session Hijacking Attempt,FTP,India,India,Device-779,Windows 10,Detected,High,0,No,NO_CVE,8.3,SAL-SRV-0056,Engineering,Normal Activity,False
EVT02814,2026-01-10 18:30:00,214.147.124.202,10.0.7.124,ericdavis,Failed Login,DNS,India,India,Device-321,Windows 11,Blocked,Low,0,No,CVE-2022-78529,2.2,SAL-SRV-0058,IT,Normal Activity,False
EVT02815,2026-01-10 18:35:00,223.188.192.152,10.0.7.123,strongjessica,Web Shell Detected,TCP,India,India,Device-464,Windows Server 2019,Success,Low,0,Yes,NO_CVE,0.2,MKT-RTR-0027,Engineering,Normal Activity,False
EVT02816,2026-01-10 18:40:00,140.229.177.65,10.0.9.158,james01,Suspicious Process Execution,RDP,India,India,Device-620,macOS,Success,Medium,0,No,CVE-2025-58753,1.8,FIN-DB-0096,Sales,Normal Activity,False
EVT02817,2026-01-10 18:45:00,100.251.167.219,10.0.7.13,perrybryan,Phishing Email,HTTPS,India,India,Device-11,Linux,Blocked,Medium,0,No,CVE-2016-39919,2.7,IT-FW-0039,Engineering,Normal Activity,False
EVT02818,2026-01-10 18:50:00,140.186.137.36,10.0.6.10,susan73,VPN Connection,TCP,India,India,Device-723,Windows Server 2019,Blocked,Medium,0,No,NO_CVE,5.2,MKT-DB-0064,Legal,Normal Activity,False
EVT02819,2026-01-10 18:55:00,147.200.182.119,10.0.7.50,shubbard,Ransomware Detected,RDP,India,India,Device-564,Windows Server 2019,Failed,High,0,No,NO_CVE,1.9,SAL-MOB-0064,Marketing,Normal Activity,False
EVT02820,2026-01-10 19:00:00,184.8.3.174,10.0.3.153,imurillo,File Access,FTP,India,India,Device-29,Windows 11,Failed,Low,0,No,CVE-2020-76886,8.0,FIN-SRV-0051,Sales,Normal Activity,False
