event_id,prediction,confidence_score,anomaly_score,severity,event_type,asset_name,source_ip,timestamp
EVT03181,Normal,43.99,0.0874077676301443,Medium,Configuration Change,LEG-DB-0068,113.33.236.137,2026-01-12 01:05:00
EVT03182,Normal,49.6,0.0630428189817277,Low,Data Exfiltration Attempt,MKT-SW-0069,135.104.171.57,2026-01-12 01:10:00
EVT03183,Normal,18.69,0.1409278584881242,Medium,File Access,HR-IOT-0062,154.157.251.109,2026-01-12 01:15:00
EVT03184,Normal,33.01,0.1238531505349926,High,Login Success,MKT-MOB-0089,212.99.65.32,2026-01-12 01:20:00
EVT03185,Normal,35.59,0.0727929618734598,High,Firewall Rule Change,FIN-DB-0070,205.220.174.93,2026-01-12 01:25:00
EVT03186,Normal,36.24,0.0609466137018309,Medium,Web Shell Detected,MKT-SW-0011,137.116.96.137,2026-01-12 01:30:00
EVT03187,Normal,32.46,0.0628632692700867,Low,Credential Dumping,OPS-DB-0010,93.69.21.12,2026-01-12 01:35:00
EVT03188,Normal,32.53,0.0992397688740279,Medium,USB Device Connected,HR-FW-0078,31.238.110.130,2026-01-12 01:40:00
EVT03189,Normal,23.66,0.1198639534481736,High,Lateral Movement Detected,IT-PRT-0114,96.141.137.38,2026-01-12 01:45:00
EVT03190,Normal,31.22,0.0549109021805247,High,Web Shell Detected,FIN-RTR-0086,152.33.1.224,2026-01-12 01:50:00
EVT03191,Normal,28.2,0.1382916886564722,Medium,File Access,HR-PC-0106,129.185.94.101,2026-01-12 01:55:00
EVT03192,Normal,42.04,0.0853352609592994,Critical,Session Hijacking Attempt,IT-IOT-0005,195.142.150.49,2026-01-12 02:00:00
EVT03193,Normal,28.06,0.118481614421283,High,Lateral Movement Detected,MKT-SW-0003,3.114.4.75,2026-01-12 02:05:00
EVT03194,Normal,43.88,0.0201595799544296,Critical,Web Shell Detected,SAL-MOB-0044,203.40.125.4,2026-01-12 02:10:00
EVT03195,Normal,30.7,0.080646634801024,Low,Privilege Escalation,MKT-DB-0044,195.44.238.249,2026-01-12 02:15:00
EVT03196,Normal,20.27,0.1201079650298432,Medium,Unauthorized Access,SAL-PC-0080,128.5.74.180,2026-01-12 02:20:00
EVT03197,Normal,49.39,0.028502526754935,Low,Port Scan,LEG-MOB-0002,204.11.191.14,2026-01-12 02:25:00
EVT03198,Normal,39.47,0.1037259837918295,High,DNS Tunneling Detected,SAL-SRV-0111,86.123.228.64,2026-01-12 02:30:00
EVT03199,Normal,25.96,0.1364731444893505,Medium,Phishing Email,MKT-DB-0082,193.196.31.166,2026-01-12 02:35:00
EVT03200,Normal,17.25,0.1103043681332704,Low,File Access,IT-PC-0004,75.173.220.200,2026-01-12 02:40:00
EVT03201,Normal,23.52,0.1486899846090532,Medium,Login Success,LEG-MOB-0097,209.197.40.237,2026-01-12 02:45:00
EVT03202,Normal,41.95,0.0756616716776457,High,DDoS Attempt,LEG-RTR-0029,149.103.37.165,2026-01-12 02:50:00
EVT03203,Normal,34.17,0.0455531532072855,Low,Account Lockout,ENG-SRV-0125,204.93.238.70,2026-01-12 02:55:00
EVT03204,Normal,35.41,0.1087083295662431,High,Unauthorized Access,SAL-SRV-0037,149.106.233.178,2026-01-12 03:00:00
EVT03205,Normal,38.74,0.072004501859436,Critical,Session Hijacking Attempt,OPS-FW-0050,169.85.221.43,2026-01-12 03:05:00
EVT03206,Normal,35.02,0.1112990043055057,Medium,Web Shell Detected,IT-DB-0072,45.102.199.179,2026-01-12 03:10:00
EVT03207,Normal,29.36,0.067830895358195,Low,Lateral Movement Detected,IT-PRT-0033,50.71.62.108,2026-01-12 03:15:00
EVT03208,Normal,51.91,0.0579532084363093,High,Ransomware Detected,MKT-PRT-0021,78.192.204.49,2026-01-12 03:20:00
EVT03209,Normal,19.8,0.1098733184861927,High,File Access,LEG-RTR-0116,182.4.192.53,2026-01-12 03:25:00
EVT03210,Suspicious,70.98,-0.0161802658879749,High,Configuration Change,FIN-PRT-0121,7.128.38.162,2026-01-12 03:30:00
EVT03211,Normal,41.51,0.0345669047775366,Critical,Web Shell Detected,OPS-RTR-0104,205.245.2.211,2026-01-12 03:35:00
EVT03212,Normal,45.11,0.0503766121821738,Critical,Lateral Movement Detected,IT-PRT-0029,50.85.90.129,2026-01-12 03:40:00
EVT03213,Normal,33.74,0.1223582938196064,High,Lateral Movement Detected,MKT-IOT-0053,203.44.225.245,2026-01-12 03:45:00
EVT03214,Normal,39.46,0.1019062587834108,Low,Port Scan,ENG-IOT-0018,26.11.144.138,2026-01-12 03:50:00
EVT03215,Normal,33.72,0.081997252058206,High,SQL Injection Attempt,ENG-RTR-0088,133.121.212.88,2026-01-12 03:55:00
EVT03216,Normal,25.3,0.1361275453700839,High,Ransomware Detected,HR-FW-0097,166.1.195.0,2026-01-12 04:00:00
EVT03217,Normal,25.65,0.0907439325726919,High,Web Shell Detected,LEG-SW-0012,23.240.152.160,2026-01-12 04:05:00
EVT03218,Normal,41.37,0.0627696351679322,Low,USB Device Connected,LEG-LAP-0028,153.228.201.103,2026-01-12 04:10:00
EVT03219,Normal,49.3,0.0696308417497567,High,Login Success,MKT-SRV-0084,203.198.51.154,2026-01-12 04:15:00
EVT03220,Suspicious,85.6,-0.0338887309788421,Low,Account Lockout,SAL-PC-0082,99.0.115.247,2026-01-12 04:20:00
EVT03221,Normal,32.89,0.1240841505080271,Medium,Privilege Escalation,FIN-SW-0042,192.69.127.185,2026-01-12 04:25:00
EVT03222,Normal,24.74,0.103043558311645,Critical,Brute Force,SAL-RTR-0010,193.163.89.16,2026-01-12 04:30:00
EVT03223,Normal,36.96,0.1002613506673602,Medium,Port Scan,FIN-DB-0104,183.143.235.25,2026-01-12 04:35:00
EVT03224,Normal,42.35,0.0714628376433631,High,Session Hijacking Attempt,OPS-PRT-0036,157.22.155.202,2026-01-12 04:40:00
EVT03225,Normal,35.85,0.0738894037551866,High,Configuration Change,HR-PRT-0049,157.117.163.78,2026-01-12 04:45:00
EVT03226,Normal,37.86,0.0409479990573136,Critical,Configuration Change,SAL-MOB-0102,208.221.191.235,2026-01-12 04:50:00
EVT03227,Normal,10.14,0.146045946951197,Medium,Firewall Rule Change,OPS-FW-0111,209.247.196.219,2026-01-12 04:55:00
EVT03228,Normal,62.11,0.0401909694605034,Medium,Data Exfiltration Attempt,OPS-FW-0088,165.136.97.110,2026-01-12 05:00:00
EVT03229,Normal,28.73,0.0607449022267585,Critical,Failed Login,SAL-RTR-0057,202.236.212.167,2026-01-12 05:05:00
EVT03230,Normal,22.15,0.0942517683764055,High,DDoS Attempt,SAL-FW-0100,109.249.62.21,2026-01-12 05:10:00
EVT03231,Normal,37.43,0.0681392163794203,Critical,Configuration Change,FIN-RTR-0039,220.13.248.196,2026-01-12 05:15:00
EVT03232,Normal,28.02,0.1013874701288323,Critical,Privilege Escalation,FIN-MOB-0104,74.104.145.39,2026-01-12 05:20:00
EVT03233,Normal,27.91,0.1282359700334103,High,Credential Dumping,MKT-PC-0024,134.162.32.201,2026-01-12 05:25:00
EVT03234,Normal,36.94,0.0746208874808935,Medium,Brute Force,IT-LAP-0135,73.189.23.244,2026-01-12 05:30:00
EVT03235,Normal,52.15,0.0403092098285887,Medium,Unauthorized Access,IT-IOT-0047,133.77.52.114,2026-01-12 05:35:00
EVT03236,Normal,14.14,0.1309958007153901,High,Lateral Movement Detected,FIN-PC-0052,139.222.67.108,2026-01-12 05:40:00
EVT03237,Normal,19.08,0.1053987556884696,Medium,USB Device Connected,OPS-PC-0047,51.228.59.174,2026-01-12 05:45:00
EVT03238,Normal,29.08,0.1110303095511917,Medium,DDoS Attempt,LEG-MOB-0018,157.165.84.93,2026-01-12 05:50:00
EVT03239,Normal,23.05,0.1111732856417671,Critical,Data Exfiltration Attempt,LEG-SW-0107,219.145.202.132,2026-01-12 05:55:00
EVT03240,Normal,16.26,0.1267495299515558,Medium,Privilege Escalation,HR-RTR-0091,201.151.137.138,2026-01-12 06:00:00
EVT03241,Normal,19.4,0.136975146393477,Medium,Account Lockout,OPS-MOB-0065,131.90.1.218,2026-01-12 06:05:00
EVT03242,Normal,18.03,0.1060603786114473,High,Session Hijacking Attempt,IT-IOT-0122,213.167.165.47,2026-01-12 06:10:00
EVT03243,Normal,43.45,0.0122531135010385,Medium,Account Lockout,IT-DB-0045,3.253.30.207,2026-01-12 06:15:00
EVT03244,Normal,26.01,0.1136647940912063,Low,File Access,IT-PC-0097,100.255.97.247,2026-01-12 06:20:00
EVT03245,Normal,26.85,0.1415025398553535,Medium,Privilege Escalation,IT-SW-0050,181.213.48.204,2026-01-12 06:25:00
EVT03246,Normal,20.58,0.0952859475079526,Medium,Session Hijacking Attempt,LEG-SRV-0077,7.75.220.49,2026-01-12 06:30:00
EVT03247,Normal,23.64,0.0860709929391061,Medium,File Access,FIN-FW-0006,204.1.253.86,2026-01-12 06:35:00
EVT03248,Normal,58.07,0.0466059675478598,Critical,Credential Dumping,ENG-PC-0033,34.22.232.164,2026-01-12 06:40:00
EVT03249,Normal,33.71,0.0867335850774655,Low,SQL Injection Attempt,SAL-IOT-0107,168.224.130.227,2026-01-12 06:45:00
EVT03250,Normal,22.23,0.0864209082261903,Low,Lateral Movement Detected,MKT-PC-0093,42.106.141.249,2026-01-12 06:50:00
EVT03251,Normal,57.54,0.0240738004367053,Low,DNS Tunneling Detected,OPS-PC-0113,187.83.197.101,2026-01-12 06:55:00
EVT03252,Normal,28.83,0.1196198669082296,High,Phishing Email,ENG-FW-0032,42.236.218.91,2026-01-12 07:00:00
EVT03253,Normal,28.71,0.0950238186754529,High,USB Device Connected,HR-MOB-0045,220.87.92.224,2026-01-12 07:05:00
EVT03254,Normal,36.6,0.0610147340901422,Low,USB Device Connected,SAL-SW-0095,198.197.53.180,2026-01-12 07:10:00
EVT03255,Normal,47.01,0.0859221252442904,Medium,Data Exfiltration Attempt,ENG-SRV-0024,63.207.129.131,2026-01-12 07:15:00
EVT03256,Normal,33.38,0.1116285608754106,High,Account Lockout,OPS-RTR-0008,147.7.86.218,2026-01-12 07:20:00
EVT03257,Normal,37.85,0.0861322267448434,Medium,Credential Dumping,MKT-DB-0047,132.96.207.24,2026-01-12 07:25:00
EVT03258,Normal,12.8,0.1432579504408309,Medium,Configuration Change,HR-SW-0118,221.232.21.95,2026-01-12 07:30:00
EVT03259,Normal,43.36,0.0314272022035865,High,Data Exfiltration Attempt,MKT-FW-0016,125.235.229.234,2026-01-12 07:35:00
EVT03260,Normal,44.54,0.0104673756346121,Critical,Malware Detection,ENG-SRV-0080,30.240.220.179,2026-01-12 07:40:00
EVT03261,Normal,35.45,0.0859498388031795,Critical,Port Scan,LEG-LAP-0066,67.181.176.195,2026-01-12 07:45:00
EVT03262,Suspicious,69.84,-0.0204792283065887,Low,Ransomware Detected,FIN-LAP-0110,205.191.172.201,2026-01-12 07:50:00
EVT03263,Normal,64.15,0.0418802861283524,Medium,Credential Dumping,LEG-PC-0063,210.69.34.86,2026-01-12 07:55:00
EVT03264,Normal,68.73,0.0140307873449312,Low,Credential Dumping,ENG-PC-0087,177.15.148.31,2026-01-12 08:00:00
EVT03265,Normal,20.48,0.1380287811590549,High,Unauthorized Access,LEG-SRV-0022,17.108.53.112,2026-01-12 08:05:00
EVT03266,Normal,57.0,0.0072487715037746,High,Web Shell Detected,MKT-PC-0096,61.18.206.179,2026-01-12 08:10:00
EVT03267,Normal,61.72,0.0389912183300353,Medium,File Access,HR-LAP-0049,34.193.39.96,2026-01-12 08:15:00
EVT03268,Normal,23.19,0.0955087953316295,High,DNS Tunneling Detected,SAL-RTR-0073,130.30.59.68,2026-01-12 08:20:00
EVT03269,Normal,31.58,0.079730289053307,High,Unauthorized Access,IT-PC-0006,175.15.93.102,2026-01-12 08:25:00
EVT03270,Normal,16.42,0.1260613111052534,Medium,USB Device Connected,OPS-IOT-0093,96.6.198.19,2026-01-12 08:30:00
EVT03271,Normal,30.44,0.0902291468263001,High,DDoS Attempt,IT-RTR-0122,199.143.147.41,2026-01-12 08:35:00
EVT03272,Normal,26.31,0.1058352004902172,High,Session Hijacking Attempt,HR-SW-0043,161.51.239.93,2026-01-12 08:40:00
EVT03273,Normal,47.36,0.040203220148989,Low,Data Exfiltration Attempt,OPS-PC-0027,139.205.65.21,2026-01-12 08:45:00
EVT03274,Normal,34.37,0.09617616605797,Critical,DNS Tunneling Detected,HR-SW-0013,213.178.39.236,2026-01-12 08:50:00
EVT03275,Normal,36.57,0.1037750238742417,Medium,VPN Connection,SAL-IOT-0011,185.93.91.189,2026-01-12 08:55:00
EVT03276,Normal,23.35,0.1221415207162956,High,Privilege Escalation,ENG-LAP-0004,211.6.13.27,2026-01-12 09:00:00
EVT03277,Normal,60.94,0.009703398622492,Critical,DNS Tunneling Detected,HR-LAP-0130,111.162.164.51,2026-01-12 09:05:00
EVT03278,Normal,33.81,0.1060449400040002,High,USB Device Connected,IT-PRT-0065,189.113.129.162,2026-01-12 09:10:00
EVT03279,Normal,19.3,0.1477397573078471,Medium,DNS Tunneling Detected,OPS-SRV-0046,78.22.247.64,2026-01-12 09:15:00
EVT03280,Normal,28.75,0.1029999156641254,Critical,Configuration Change,LEG-PC-0077,22.52.20.47,2026-01-12 09:20:00
EVT03281,Normal,31.74,0.1053960306016772,High,Brute Force,FIN-RTR-0048,191.42.54.228,2026-01-12 09:25:00
EVT03282,Normal,55.48,0.0362784528351389,Critical,Ransomware Detected,LEG-PRT-0029,210.238.6.145,2026-01-12 09:30:00
EVT03283,Normal,33.76,0.11284032055739,Low,File Access,FIN-RTR-0056,145.166.151.111,2026-01-12 09:35:00
EVT03284,Normal,26.11,0.1339760545708537,Low,Phishing Email,IT-SW-0018,223.25.180.186,2026-01-12 09:40:00
EVT03285,Normal,31.96,0.0960317992804281,Medium,Suspicious Process Execution,MKT-DB-0016,193.13.26.45,2026-01-12 09:45:00
EVT03286,Normal,20.19,0.1580853786835662,High,DDoS Attempt,OPS-PRT-0094,203.239.225.178,2026-01-12 09:50:00
EVT03287,Normal,30.3,0.0983323992764564,Medium,Data Exfiltration Attempt,FIN-SW-0088,51.202.190.65,2026-01-12 09:55:00
EVT03288,Normal,24.42,0.0808842496351822,Critical,Account Lockout,FIN-IOT-0105,59.132.130.93,2026-01-12 10:00:00
EVT03289,Normal,13.57,0.1672866017476246,Medium,Privilege Escalation,SAL-LAP-0006,153.45.226.119,2026-01-12 10:05:00
EVT03290,Normal,11.32,0.1391711956681989,High,Data Exfiltration Attempt,MKT-IOT-0080,65.112.73.92,2026-01-12 10:10:00
EVT03291,Normal,18.9,0.156010424380232,Medium,Ransomware Detected,ENG-SRV-0005,66.91.226.93,2026-01-12 10:15:00
EVT03292,Normal,16.02,0.1541118711328486,Medium,Credential Dumping,OPS-SW-0042,71.54.235.224,2026-01-12 10:20:00
EVT03293,Normal,32.98,0.1227399413203212,Medium,Port Scan,SAL-RTR-0069,83.219.106.203,2026-01-12 10:25:00
EVT03294,Normal,20.11,0.1142171652718403,High,Credential Dumping,FIN-FW-0089,91.27.237.97,2026-01-12 10:30:00
EVT03295,Normal,36.99,0.1029316661269663,Medium,Failed Login,LEG-PC-0046,199.213.60.179,2026-01-12 10:35:00
EVT03296,Normal,16.56,0.1330101738641713,Medium,Phishing Email,ENG-SW-0079,46.24.35.130,2026-01-12 10:40:00
EVT03297,Normal,16.09,0.1255851397236222,High,Login Success,HR-SRV-0065,54.165.107.115,2026-01-12 10:45:00
EVT03298,Normal,17.12,0.1155512778335801,Low,File Access,LEG-MOB-0107,221.181.149.168,2026-01-12 10:50:00
EVT03299,Normal,52.41,0.0486415946244144,High,Credential Dumping,SAL-SRV-0014,203.253.92.24,2026-01-12 10:55:00
EVT03300,Normal,47.46,0.0699123972387262,Critical,Failed Login,MKT-SW-0109,156.117.236.134,2026-01-12 11:00:00
EVT03301,Suspicious,88.01,-0.0387580365371335,High,SQL Injection Attempt,IT-FW-0039,221.111.54.194,2026-01-12 11:05:00
EVT03302,Normal,41.18,0.0472763042454071,Medium,Phishing Email,LEG-PC-0082,152.218.232.148,2026-01-12 11:10:00
EVT03303,Normal,51.17,0.0231687585408042,Low,Brute Force,HR-LAP-0028,189.52.56.31,2026-01-12 11:15:00
EVT03304,Normal,11.96,0.1440058450854162,Medium,Configuration Change,SAL-DB-0070,214.201.132.100,2026-01-12 11:20:00
EVT03305,Normal,17.52,0.1279683404911279,High,Session Hijacking Attempt,SAL-SRV-0121,61.139.150.81,2026-01-12 11:25:00
EVT03306,Normal,24.95,0.1473316681055947,High,Ransomware Detected,HR-FW-0131,138.47.64.205,2026-01-12 11:30:00
EVT03307,Normal,45.08,0.0574007122268581,Low,VPN Connection,IT-SW-0033,199.200.132.211,2026-01-12 11:35:00
EVT03308,Normal,52.57,0.0504640377039669,Critical,Suspicious Process Execution,IT-FW-0030,182.202.92.93,2026-01-12 11:40:00
EVT03309,Normal,30.96,0.1313161058304799,High,Suspicious Process Execution,LEG-PRT-0098,145.95.70.7,2026-01-12 11:45:00
EVT03310,Suspicious,70.51,-0.0468093790805032,Critical,Account Lockout,IT-FW-0019,130.200.169.97,2026-01-12 11:50:00
EVT03311,Normal,12.92,0.1559340651101495,Medium,Configuration Change,FIN-LAP-0036,203.3.231.208,2026-01-12 11:55:00
EVT03312,Normal,20.85,0.1257951012690988,High,Phishing Email,MKT-FW-0087,123.53.8.203,2026-01-12 12:00:00
EVT03313,Normal,46.25,0.0671764706750427,High,Session Hijacking Attempt,ENG-LAP-0098,223.116.168.28,2026-01-12 12:05:00
EVT03314,Normal,29.6,0.0561256713032607,High,VPN Connection,SAL-IOT-0027,37.178.161.248,2026-01-12 12:10:00
EVT03315,Normal,34.56,0.0947429205279968,Low,Failed Login,OPS-PC-0075,114.120.43.175,2026-01-12 12:15:00
EVT03316,Normal,32.77,0.1076531422193065,High,Phishing Email,IT-RTR-0094,49.190.34.202,2026-01-12 12:20:00
EVT03317,Normal,37.94,0.0851047627867067,Critical,DDoS Attempt,LEG-MOB-0077,132.252.193.104,2026-01-12 12:25:00
EVT03318,Normal,17.93,0.1460277964659131,Medium,Failed Login,MKT-SRV-0118,97.207.17.125,2026-01-12 12:30:00
EVT03319,Normal,19.53,0.1363964932100881,Medium,Brute Force,LEG-DB-0120,223.150.100.28,2026-01-12 12:35:00
EVT03320,Normal,28.09,0.1170998946512457,High,Malware Detection,HR-FW-0038,11.255.177.122,2026-01-12 12:40:00
EVT03321,Normal,17.66,0.1528077095438222,Medium,Session Hijacking Attempt,SAL-PC-0090,182.181.37.30,2026-01-12 12:45:00
EVT03322,Normal,20.98,0.1509860021839069,High,SQL Injection Attempt,MKT-LAP-0103,188.126.156.126,2026-01-12 12:50:00
EVT03323,Normal,62.26,0.0323477657268128,Critical,Brute Force,MKT-LAP-0094,62.145.37.48,2026-01-12 12:55:00
EVT03324,Normal,28.35,0.0764767775052592,Medium,USB Device Connected,LEG-SW-0006,158.177.48.84,2026-01-12 13:00:00
EVT03325,Normal,40.07,0.0748460897343052,Low,Login Success,MKT-FW-0107,103.93.219.250,2026-01-12 13:05:00
EVT03326,Normal,70.9,0.0255662670230433,High,DNS Tunneling Detected,LEG-PRT-0119,75.208.228.228,2026-01-12 13:10:00
EVT03327,Normal,34.14,0.1084417981493234,High,Account Lockout,MKT-PC-0065,98.61.205.56,2026-01-12 13:15:00
EVT03328,Normal,39.69,0.0783543556535862,Low,Unauthorized Access,IT-FW-0104,69.60.108.79,2026-01-12 13:20:00
EVT03329,Normal,44.72,0.1003080707927029,High,DNS Tunneling Detected,IT-PC-0002,182.86.21.70,2026-01-12 13:25:00
EVT03330,Normal,29.19,0.1221694368560516,Medium,Lateral Movement Detected,HR-LAP-0001,176.219.155.202,2026-01-12 13:30:00
EVT03331,Normal,26.54,0.1114393484942646,Medium,SQL Injection Attempt,FIN-MOB-0017,113.152.203.0,2026-01-12 13:35:00
EVT03332,Normal,15.24,0.1160058120856455,High,Port Scan,FIN-PC-0118,223.220.176.34,2026-01-12 13:40:00
EVT03333,Normal,67.8,0.0151447545914151,Low,Lateral Movement Detected,SAL-PC-0033,25.106.248.220,2026-01-12 13:45:00
EVT03334,Normal,33.75,0.0959759480554257,High,Web Shell Detected,LEG-SRV-0093,198.85.243.11,2026-01-12 13:50:00
EVT03335,Normal,46.35,0.070845486334079,Critical,File Access,ENG-PC-0054,212.153.176.53,2026-01-12 13:55:00
EVT03336,Normal,18.67,0.1099627283383477,Critical,Port Scan,ENG-IOT-0002,171.197.41.157,2026-01-12 14:00:00
EVT03337,Normal,29.84,0.1169178244929886,High,Port Scan,MKT-DB-0064,179.54.251.131,2026-01-12 14:05:00
EVT03338,Normal,25.31,0.1157006873423773,High,DDoS Attempt,FIN-SRV-0070,211.126.69.137,2026-01-12 14:10:00
EVT03339,Normal,59.44,0.0034990871817779,High,Ransomware Detected,LEG-MOB-0032,165.126.204.60,2026-01-12 14:15:00
EVT03340,Normal,33.86,0.1130822995749847,High,Malware Detection,HR-RTR-0045,215.155.230.251,2026-01-12 14:20:00
EVT03341,Normal,54.75,0.041550829913781,Medium,Ransomware Detected,MKT-LAP-0058,201.141.215.58,2026-01-12 14:25:00
EVT03342,Normal,29.72,0.0575324864491367,Low,VPN Connection,LEG-SW-0111,121.121.181.106,2026-01-12 14:30:00
EVT03343,Normal,45.12,0.0779500012420383,High,VPN Connection,IT-SW-0001,105.211.201.63,2026-01-12 14:35:00
EVT03344,Normal,51.07,0.0546336271123448,Low,Account Lockout,LEG-SW-0065,212.114.56.89,2026-01-12 14:40:00
EVT03345,Normal,61.25,0.0447434626961807,Critical,Ransomware Detected,FIN-RTR-0026,61.188.232.9,2026-01-12 14:45:00
EVT03346,Normal,39.17,0.0598455341318518,Low,VPN Connection,OPS-SRV-0063,216.4.157.82,2026-01-12 14:50:00
EVT03347,Normal,33.55,0.0733092771683925,Critical,USB Device Connected,LEG-FW-0033,213.19.158.212,2026-01-12 14:55:00
EVT03348,Normal,60.1,0.0371025655141642,Critical,DDoS Attempt,MKT-SW-0052,197.45.137.123,2026-01-12 15:00:00
EVT03349,Normal,36.52,0.0776475471175733,Medium,Failed Login,LEG-SRV-0064,23.3.30.225,2026-01-12 15:05:00
EVT03350,Normal,37.38,0.0279089931778386,Low,Web Shell Detected,MKT-RTR-0074,161.243.207.108,2026-01-12 15:10:00
EVT03351,Normal,52.69,0.0207768269943264,Low,Login Success,SAL-FW-0080,219.19.72.233,2026-01-12 15:15:00
EVT03352,Normal,58.71,0.0483211765760476,High,VPN Connection,MKT-LAP-0059,223.128.96.71,2026-01-12 15:20:00
EVT03353,Normal,47.82,0.0583554019638709,High,Configuration Change,IT-DB-0054,18.183.98.185,2026-01-12 15:25:00
EVT03354,Normal,40.03,0.0844225425776378,Critical,File Access,HR-PC-0079,4.151.231.68,2026-01-12 15:30:00
EVT03355,Normal,28.92,0.0897653436993322,High,Phishing Email,MKT-PC-0006,143.204.156.17,2026-01-12 15:35:00
EVT03356,Normal,18.62,0.1431007164303566,High,Session Hijacking Attempt,IT-LAP-0069,116.191.161.122,2026-01-12 15:40:00
EVT03357,Normal,42.51,0.0435063542011737,High,Lateral Movement Detected,FIN-MOB-0133,202.183.54.177,2026-01-12 15:45:00
EVT03358,Normal,9.96,0.1496647801701024,High,Lateral Movement Detected,MKT-PC-0007,220.25.17.186,2026-01-12 15:50:00
EVT03359,Normal,62.04,0.0489568826234926,Medium,Session Hijacking Attempt,FIN-PRT-0002,194.131.118.240,2026-01-12 15:55:00
EVT03360,Normal,43.45,0.0812581206499396,Low,Login Success,IT-PC-0030,192.137.155.3,2026-01-12 16:00:00
EVT03361,Normal,21.58,0.1559546746434957,Medium,Privilege Escalation,IT-SW-0082,187.123.1.69,2026-01-12 16:05:00
EVT03362,Suspicious,62.78,-0.024772679505827,Critical,Malware Detection,ENG-MOB-0094,182.4.91.252,2026-01-12 16:10:00
EVT03363,Normal,24.15,0.140998639426441,Medium,Data Exfiltration Attempt,IT-FW-0036,211.90.93.204,2026-01-12 16:15:00
EVT03364,Normal,41.25,0.0886715971603743,Medium,Brute Force,MKT-SW-0001,99.221.204.75,2026-01-12 16:20:00
EVT03365,Normal,34.29,0.1058951477880368,High,Session Hijacking Attempt,FIN-PC-0122,197.162.18.26,2026-01-12 16:25:00
EVT03366,Normal,43.75,0.0391826327358905,Low,Ransomware Detected,LEG-MOB-0092,88.209.204.118,2026-01-12 16:30:00
EVT03367,Normal,17.2,0.1603840687847183,Medium,DDoS Attempt,ENG-MOB-0069,212.198.111.35,2026-01-12 16:35:00
EVT03368,Normal,42.81,0.0914694645810531,High,Lateral Movement Detected,ENG-LAP-0073,191.84.22.131,2026-01-12 16:40:00
EVT03369,Normal,49.6,0.0576980717943019,Medium,Unauthorized Access,MKT-IOT-0063,179.222.76.51,2026-01-12 16:45:00
EVT03370,Normal,58.68,0.0001368767565597,Critical,File Access,OPS-PC-0033,218.86.229.227,2026-01-12 16:50:00
EVT03371,Normal,47.14,0.050868427626604,Medium,Lateral Movement Detected,IT-PRT-0017,51.228.81.31,2026-01-12 16:55:00
EVT03372,Normal,33.32,0.0780100157110471,High,Failed Login,LEG-IOT-0053,129.203.126.106,2026-01-12 17:00:00
EVT03373,Normal,41.95,0.0214282174504728,Medium,Phishing Email,IT-LAP-0102,103.237.100.48,2026-01-12 17:05:00
EVT03374,Normal,12.43,0.1636660814044285,Medium,Credential Dumping,FIN-SW-0036,76.169.199.146,2026-01-12 17:10:00
EVT03375,Normal,22.05,0.1266726142306148,Critical,Port Scan,IT-PRT-0049,193.154.165.42,2026-01-12 17:15:00
EVT03376,Suspicious,53.53,-0.0134860556973861,Critical,Suspicious Process Execution,FIN-IOT-0042,200.170.208.20,2026-01-12 17:20:00
EVT03377,Normal,37.91,0.0469861879888768,High,Data Exfiltration Attempt,SAL-IOT-0021,6.171.56.35,2026-01-12 17:25:00
EVT03378,Normal,53.37,0.0345499867620491,Low,USB Device Connected,SAL-FW-0109,190.159.211.88,2026-01-12 17:30:00
EVT03379,Suspicious,76.44,-0.0185997149694285,Low,Ransomware Detected,MKT-FW-0022,192.26.170.158,2026-01-12 17:35:00
EVT03380,Normal,31.24,0.1188075391918205,High,Data Exfiltration Attempt,OPS-DB-0072,75.231.29.39,2026-01-12 17:40:00
EVT03381,Normal,29.47,0.1103321536027254,Low,Login Success,OPS-RTR-0038,186.212.60.95,2026-01-12 17:45:00
EVT03382,Normal,25.29,0.0988633926299183,Medium,Credential Dumping,ENG-PC-0063,151.143.64.161,2026-01-12 17:50:00
EVT03383,Normal,41.45,0.098471755089843,High,Privilege Escalation,ENG-PRT-0042,173.33.68.166,2026-01-12 17:55:00
EVT03384,Normal,19.28,0.156295068231744,Medium,File Access,MKT-DB-0032,49.146.56.250,2026-01-12 18:00:00
EVT03385,Normal,50.9,0.0713403248989983,Medium,Configuration Change,HR-SW-0110,74.23.214.22,2026-01-12 18:05:00
EVT03386,Normal,17.17,0.1229011081776976,High,Configuration Change,IT-IOT-0070,21.4.239.40,2026-01-12 18:10:00
EVT03387,Normal,23.9,0.1329664097462288,Medium,Phishing Email,LEG-SRV-0010,184.77.82.34,2026-01-12 18:15:00
EVT03388,Normal,45.6,0.0577110678776499,High,Privilege Escalation,LEG-DB-0048,98.95.51.192,2026-01-12 18:20:00
EVT03389,Normal,33.14,0.1139107186675201,Medium,Account Lockout,SAL-PC-0095,147.211.24.220,2026-01-12 18:25:00
EVT03390,Normal,42.07,0.0547832079249168,Medium,Configuration Change,FIN-PRT-0017,153.131.190.70,2026-01-12 18:30:00
EVT03391,Normal,23.29,0.0960458869341872,Medium,Login Success,SAL-RTR-0074,184.137.206.143,2026-01-12 18:35:00
EVT03392,Suspicious,72.15,-0.0208332580068496,Critical,VPN Connection,LEG-LAP-0021,208.70.219.218,2026-01-12 18:40:00
