indicator_id,indicator_type,indicator_value,threat_name,threat_actor,confidence,severity,malware_family,ioc_reputation,confidence_score
IOC00229,IP Address,98.200.136.57,SQL Injection Campaign,Unknown,Medium,Low,CobaltStrike,Malicious,68
IOC00230,File Hash (SHA256),4a7cc85f739343302c41072a109a1d823dea63a151416489ebe420a9f20eeb12,DDoS,Lazarus,Low,Critical,QakBot,Benign,66
IOC00231,Domain,cox-gonzales.net,Backdoor,Unknown,Low,Medium,Emotet,Suspicious,73
IOC00232,File Hash (SHA256),1c691a228759ab40d3df4c47d582e3c159c0d5efac352d7e13312e5fecef0bd1,SQL Injection Campaign,APT28,High,Critical,CobaltStrike,Suspicious,77
IOC00233,Domain,fuentes.com,Backdoor,Lazarus,Medium,High,Emotet,Benign,91
IOC00234,URL,http://www.smith.com/postshome.htm,Cryptojacking,FIN7,Medium,Medium,CobaltStrike,Benign,86
IOC00235,Domain,chavez-stokes.net,Phishing,APT29,Medium,Medium,TrickBot,Benign,71
IOC00236,URL,https://bullock.com/search/wp-contentabout.asp,Trojan,Unknown,Low,High,QakBot,Benign,88
IOC00237,File Hash (SHA256),cc934ba15fcd05e0fa1e81dfca3fe8903eb4de731c1ccf7a7163e58e9fbfffc2,Trojan,Lazarus,Low,Low,Emotet,Malicious,65
IOC00238,IP Address,220.195.180.39,Ransomware,Lazarus,Low,Low,QakBot,Suspicious,84
IOC00239,URL,http://walter.biz/blog/tagsterms.html,Malware,Unknown,Medium,High,TrickBot,Suspicious,76
IOC00240,Domain,rice-bailey.com,Rootkit,FIN7,High,Medium,AgentTesla,Suspicious,61
IOC00241,Email Address,kylehansen@example.com,Rootkit,Lazarus,Medium,Medium,AgentTesla,Malicious,95
IOC00242,Email Address,markvargas@example.com,Phishing,APT28,Medium,Low,Emotet,Suspicious,77
IOC00243,Email Address,websterelizabeth@example.com,Backdoor,APT29,Medium,High,TrickBot,Benign,50
IOC00244,Email Address,virginia72@example.net,Ransomware,Unknown,High,High,Emotet,Suspicious,88
IOC00245,IP Address,186.134.111.249,SQL Injection Campaign,Lazarus,Low,Low,Emotet,Suspicious,67
IOC00246,Domain,robinson.org,Spyware,APT29,Medium,High,Emotet,Malicious,72
IOC00247,IP Address,32.101.170.252,Rootkit,Unknown,Medium,Medium,QakBot,Benign,71
IOC00248,File Hash (SHA256),a5caf33a0572d8a9d06734e3107ab775a9c67780085e37c725aa5dbf3b911fa5,Rootkit,Unknown,High,High,CobaltStrike,Benign,53
IOC00249,File Hash (SHA256),497c7463fb413a1ffc10e4d3975cc9978c8b20fed40a48890b62eac01e584f82,Keylogger,Unknown,High,Medium,TrickBot,Benign,97
IOC00250,URL,https://smith.com/search/categorylogin.html,Trojan,FIN7,Medium,High,QakBot,Suspicious,60
IOC00251,IP Address,223.136.26.250,Backdoor,APT28,High,Medium,CobaltStrike,Benign,67
IOC00252,Domain,rice.info,DDoS,Unknown,High,Critical,Emotet,Benign,97
IOC00253,Domain,medina.biz,Spyware,FIN7,High,Low,AgentTesla,Suspicious,56
IOC00254,URL,http://www.arellano-romero.com/tags/wp-content/postsauthor.asp,Cryptojacking,Unknown,Medium,Medium,QakBot,Malicious,70
IOC00255,Email Address,patricia97@example.net,Ransomware,Unknown,Low,Medium,TrickBot,Suspicious,84
IOC00256,Email Address,ocox@example.net,Botnet,FIN7,Medium,Medium,TrickBot,Malicious,86
IOC00257,URL,https://www.chambers.com/category/list/tagsregister.asp,DDoS,APT28,Medium,High,CobaltStrike,Malicious,99
IOC00258,IP Address,144.80.187.121,Phishing,APT29,Medium,Low,QakBot,Benign,79
IOC00259,URL,https://beck.com/list/mainmain.htm,Spyware,Lazarus,Medium,High,Emotet,Benign,66
IOC00260,File Hash (SHA256),9f7224a48d995d17f2b0d420c7a385561c8cf7927eee86004e8d9669a737d6be,Keylogger,Unknown,High,Medium,CobaltStrike,Suspicious,82
IOC00261,Domain,lawson.com,Trojan,APT28,Low,Low,TrickBot,Malicious,65
IOC00262,File Hash (SHA256),ca9075385300ab1a4e5c6758449a394a9a2b4f12f3084aaaf9b6ec73e5eabfe5,DDoS,Lazarus,High,Medium,QakBot,Suspicious,64
IOC00263,URL,https://www.jones.com/tag/postspost.asp,Botnet,Unknown,High,High,AgentTesla,Benign,62
IOC00264,File Hash (SHA256),36295fceaea65e8e6c73a398a36bb2e3bd5f729b56ff65fca18202f82b243c87,SQL Injection Campaign,Lazarus,Low,High,Emotet,Malicious,88
IOC00265,URL,https://white.com/posts/tagspost.html,Keylogger,FIN7,Low,Critical,TrickBot,Benign,52
IOC00266,Domain,roberts.com,Cryptojacking,APT28,High,Medium,QakBot,Benign,73
IOC00267,IP Address,70.15.183.184,Cryptojacking,APT28,Low,Low,AgentTesla,Benign,72
IOC00268,Domain,gonzalez.org,SQL Injection Campaign,APT29,Low,Low,TrickBot,Malicious,94
IOC00269,Domain,hamilton-patel.com,Adware,APT29,Low,Critical,AgentTesla,Malicious,97
IOC00270,Email Address,sparkscasey@example.net,Ransomware,Lazarus,Medium,High,TrickBot,Benign,50
IOC00271,File Hash (SHA256),1426b96c9871076c2238ff556a4ecabaf03c601710df15555e53f27f5019a037,SQL Injection Campaign,FIN7,Low,Medium,CobaltStrike,Malicious,81
IOC00272,Domain,church-alexander.biz,Malware,Lazarus,Low,Medium,CobaltStrike,Benign,82
IOC00273,URL,https://www.butler.com/appterms.html,Spyware,Unknown,High,Medium,CobaltStrike,Benign,97
IOC00274,Email Address,imay@example.com,Backdoor,APT28,Medium,Low,QakBot,Benign,79
IOC00275,File Hash (SHA256),43aea52ea783f3eff676960439661cc6d0a366c939d69ccbcb1d8f9bf97b933e,Brute Force,Lazarus,Low,Medium,CobaltStrike,Malicious,51
IOC00276,Domain,meyer-huffman.com,Adware,Lazarus,Medium,Medium,QakBot,Suspicious,67
IOC00277,Domain,vazquez.org,Ransomware,APT28,Medium,High,Emotet,Suspicious,79
IOC00278,Email Address,jaclynmendoza@example.net,Rootkit,APT28,High,Medium,CobaltStrike,Malicious,67
IOC00279,URL,https://www.jacobson.info/list/search/categoriesregister.htm,Keylogger,APT29,Low,High,QakBot,Malicious,54
IOC00280,Email Address,nguyenryan@example.com,Worm,APT29,Low,Medium,TrickBot,Benign,54
IOC00281,IP Address,201.8.241.204,DDoS,APT28,Medium,Medium,QakBot,Benign,57
IOC00282,Email Address,mortonbrittany@example.net,Adware,Lazarus,High,High,QakBot,Suspicious,58
IOC00283,Domain,bonilla-higgins.info,Botnet,Unknown,Low,Medium,TrickBot,Benign,81
IOC00284,IP Address,181.11.211.8,Brute Force,Lazarus,High,High,QakBot,Suspicious,63
IOC00285,Domain,donaldson.org,Keylogger,Unknown,Low,High,TrickBot,Suspicious,62
IOC00286,IP Address,159.118.203.88,Worm,APT28,Medium,High,AgentTesla,Malicious,67
IOC00287,IP Address,102.58.252.182,Malware,Unknown,Medium,Low,CobaltStrike,Malicious,53
IOC00288,IP Address,95.105.96.174,Phishing,APT29,High,High,Emotet,Malicious,99
IOC00289,File Hash (SHA256),88460427ba80229d348d93430743d6c91aecc9e137c47232953a98dad0757b86,Spyware,APT28,Medium,Medium,QakBot,Suspicious,71
IOC00290,URL,https://www.gibson.com/list/category/searchfaq.html,Keylogger,FIN7,High,Low,TrickBot,Malicious,69
IOC00291,Domain,kelly.net,Keylogger,Unknown,Medium,Low,CobaltStrike,Suspicious,64
IOC00292,IP Address,192.156.65.40,Malware,Unknown,High,Medium,QakBot,Malicious,56
IOC00293,IP Address,222.62.251.252,Worm,FIN7,Low,Medium,CobaltStrike,Suspicious,62
IOC00294,IP Address,122.146.21.92,Keylogger,FIN7,Low,Medium,AgentTesla,Benign,83
IOC00295,IP Address,179.151.29.186,Cryptojacking,APT28,Medium,High,QakBot,Benign,90
IOC00296,Domain,lawrence-perry.info,Spyware,Lazarus,Medium,Low,TrickBot,Suspicious,79
IOC00297,Email Address,austinjarvis@example.net,DDoS,FIN7,Low,High,AgentTesla,Suspicious,54
IOC00298,Domain,watts-soto.net,Brute Force,Unknown,Low,Low,QakBot,Benign,50
IOC00299,Domain,woods-craig.net,SQL Injection Campaign,FIN7,High,Medium,CobaltStrike,Suspicious,80
IOC00300,URL,https://dillon.org/tags/tagspost.jsp,DDoS,APT28,Medium,Critical,AgentTesla,Suspicious,69
IOC00301,Email Address,rhoffman@example.org,DDoS,APT28,Medium,Medium,TrickBot,Benign,68
IOC00302,Domain,barnes.com,Ransomware,Unknown,High,Critical,QakBot,Suspicious,78
IOC00303,Domain,brown-mccall.net,Rootkit,Unknown,Low,Medium,CobaltStrike,Malicious,94
IOC00304,Email Address,alisonharris@example.org,Spyware,Unknown,Medium,High,CobaltStrike,Benign,87
IOC00305,URL,http://www.williams.net/search/categoryregister.php,Trojan,Lazarus,High,High,AgentTesla,Malicious,59
IOC00306,Domain,benjamin.com,Backdoor,Unknown,Medium,High,QakBot,Suspicious,78
IOC00307,Domain,stuart.com,Malware,APT28,High,Medium,CobaltStrike,Suspicious,80
IOC00308,IP Address,99.202.180.93,DDoS,APT28,Low,Low,AgentTesla,Malicious,60
IOC00309,IP Address,147.44.169.207,Phishing,FIN7,High,Medium,Emotet,Suspicious,72
IOC00310,Domain,vargas-young.com,Phishing,Unknown,Medium,High,CobaltStrike,Suspicious,79
IOC00311,IP Address,187.139.176.171,Rootkit,Lazarus,Medium,Low,AgentTesla,Malicious,74
IOC00312,IP Address,157.92.11.73,Backdoor,APT29,High,Medium,Emotet,Suspicious,65
IOC00313,Email Address,ruizsteven@example.org,Rootkit,FIN7,High,Medium,AgentTesla,Benign,72
IOC00314,IP Address,206.201.101.195,Trojan,Lazarus,High,Critical,CobaltStrike,Malicious,82
IOC00315,URL,http://martin-roberts.com/categorieshomepage.asp,Rootkit,Unknown,Medium,Medium,Emotet,Malicious,86
IOC00316,URL,http://lynch-newman.biz/list/wp-content/mainregister.asp,Brute Force,Lazarus,Medium,Critical,AgentTesla,Malicious,77
IOC00317,URL,http://www.chan.biz/posts/posts/wp-contentpost.asp,Rootkit,APT29,Low,Medium,QakBot,Malicious,76
IOC00318,Domain,evans-thompson.com,Trojan,Lazarus,High,Critical,Emotet,Benign,55
IOC00319,IP Address,168.146.232.146,Backdoor,APT29,Low,High,AgentTesla,Malicious,87
IOC00320,Domain,thomas.biz,Spyware,APT29,Medium,High,QakBot,Malicious,86
IOC00321,File Hash (SHA256),52e83f73269e751e722c0b92d868572ad5fed988317bb813d9210b12e300c53d,Adware,APT29,Low,Medium,Emotet,Suspicious,55
IOC00322,URL,http://www.rogers.com/mainhomepage.htm,Malware,Lazarus,High,Critical,AgentTesla,Malicious,74
IOC00323,IP Address,204.243.22.143,Keylogger,Unknown,Low,Low,CobaltStrike,Suspicious,62
IOC00324,URL,http://www.boyd.com/listfaq.html,Trojan,APT28,Low,Low,Emotet,Malicious,82
IOC00325,Email Address,ericahodge@example.com,Cryptojacking,APT28,Low,Medium,Emotet,Malicious,82
IOC00326,IP Address,214.120.129.226,Cryptojacking,Lazarus,Medium,Low,QakBot,Benign,74
IOC00327,Email Address,alanguzman@example.net,Ransomware,Unknown,Medium,Medium,AgentTesla,Suspicious,63
IOC00328,IP Address,93.211.203.169,Botnet,APT28,Low,Critical,CobaltStrike,Benign,89
IOC00329,File Hash (SHA256),ddb085fa5126a8e83cb40fac0b202ae39f3601d1524c6ab8012b572bbf7eabf2,Malware,APT29,Low,Critical,QakBot,Suspicious,90
IOC00330,Email Address,craigkathryn@example.net,Ransomware,Lazarus,Medium,Low,Emotet,Malicious,91
IOC00331,File Hash (SHA256),801464a462143f2a854dd814b32b3f6e8151bd3e3190845f7bafbdc1d5a7e40a,Phishing,Lazarus,High,Critical,QakBot,Benign,87
IOC00332,URL,https://www.mcclain.com/appregister.html,Backdoor,FIN7,High,Medium,QakBot,Suspicious,58
IOC00333,Email Address,amandafrederick@example.org,Keylogger,FIN7,Medium,High,QakBot,Suspicious,67
IOC00334,Email Address,thomastiffany@example.com,Ransomware,FIN7,Medium,High,Emotet,Benign,64
IOC00335,File Hash (SHA256),597c860d0f248752833f71a4fe1a97ce2c0a78fbe2869039544aa75549e32f7a,Backdoor,Unknown,Medium,Medium,TrickBot,Suspicious,53
IOC00336,File Hash (SHA256),3d5fac4395cac8802296d02ccaae200dd20a8f6498754061d8fc67f74a73856a,Phishing,Lazarus,High,Medium,QakBot,Malicious,83
IOC00337,File Hash (SHA256),7bee778b630ac95a1e292d00cb3ba641ed702ad5da0410e9c2df014bf478f9cf,Trojan,FIN7,High,Low,TrickBot,Suspicious,87
IOC00338,IP Address,34.70.150.70,Ransomware,Lazarus,Medium,Low,CobaltStrike,Malicious,66
IOC00339,File Hash (SHA256),a0869c9900eb1397e84105e36f01c304ed8c3a8c907dfcb028fb071894249612,Cryptojacking,APT29,Low,Low,CobaltStrike,Suspicious,56
IOC00340,Email Address,brandy37@example.com,DDoS,FIN7,High,Low,CobaltStrike,Benign,81
IOC00341,IP Address,199.82.59.202,Backdoor,Lazarus,Low,Critical,AgentTesla,Malicious,72
IOC00342,File Hash (SHA256),902e6c28d2e0b5dd61951e8b9774f32295647c6310d70d36f05b4c1078c79c5b,Brute Force,Unknown,Medium,High,Emotet,Suspicious,69
IOC00343,IP Address,211.135.106.135,Brute Force,Unknown,High,Low,TrickBot,Malicious,96
IOC00344,URL,https://murphy.com/blog/wp-content/mainauthor.htm,Rootkit,Unknown,Low,Low,AgentTesla,Benign,51
IOC00345,Email Address,edwinanderson@example.com,SQL Injection Campaign,FIN7,Low,Medium,TrickBot,Suspicious,70
IOC00346,File Hash (SHA256),96afb558fe3a79839db4046aa83efd465b15a517f4b88f69e2c1678b1c725a58,SQL Injection Campaign,Unknown,High,High,Emotet,Suspicious,61
IOC00347,Domain,glover-dixon.com,Botnet,APT28,Low,Medium,QakBot,Malicious,91
IOC00348,Email Address,angela80@example.org,Ransomware,APT29,High,Medium,AgentTesla,Benign,98
IOC00349,Domain,knight.net,Brute Force,Lazarus,High,Medium,Emotet,Benign,76
IOC00350,IP Address,206.127.120.37,Trojan,APT28,High,Low,AgentTesla,Suspicious,99
IOC00351,URL,https://www.ward-jenkins.biz/category/explore/blogpost.htm,Worm,FIN7,Medium,Medium,CobaltStrike,Malicious,97
IOC00352,Email Address,fruiz@example.org,Rootkit,Lazarus,High,High,AgentTesla,Suspicious,59
IOC00353,Email Address,jason44@example.org,SQL Injection Campaign,Lazarus,Low,Medium,QakBot,Suspicious,57
IOC00354,Domain,bauer.info,Adware,Unknown,Low,High,QakBot,Malicious,70
IOC00355,Email Address,courtneyramirez@example.com,Keylogger,Lazarus,Low,Medium,TrickBot,Benign,71
IOC00356,Email Address,jpetersen@example.net,Cryptojacking,Lazarus,Medium,High,AgentTesla,Suspicious,62
IOC00357,Domain,vazquez.com,DDoS,APT29,Medium,Low,CobaltStrike,Suspicious,97
IOC00358,Domain,carter-gallegos.com,Botnet,FIN7,Medium,Medium,QakBot,Malicious,89
IOC00359,URL,http://orozco.com/tags/tagssearch.asp,Spyware,APT28,Medium,Low,TrickBot,Malicious,61
IOC00360,URL,http://www.gillespie.com/search/categoriespost.htm,Spyware,Unknown,High,High,CobaltStrike,Suspicious,66
IOC00361,URL,https://www.colon.biz/list/exploremain.htm,Worm,APT29,High,Medium,CobaltStrike,Benign,97
IOC00362,Domain,brennan.com,Ransomware,APT28,Low,High,CobaltStrike,Malicious,58
IOC00363,URL,http://day.com/tag/wp-contentauthor.html,Keylogger,APT28,High,Low,Emotet,Suspicious,98
IOC00364,URL,https://www.thompson.com/categories/postspost.asp,Worm,APT29,Low,Medium,QakBot,Benign,89
IOC00365,Domain,martinez-johnson.com,Phishing,Unknown,Low,High,Emotet,Malicious,61
IOC00366,File Hash (SHA256),ba5be9b9e5fc2238bdcfdeb4d22f98c2988d29b8486e27c5fee702dc610e5b66,Malware,FIN7,High,Low,Emotet,Malicious,58
IOC00367,File Hash (SHA256),444dd48e2716cee79c83b83220f67f10b40812c41b94ee0e30bb233579275028,Botnet,APT29,Medium,Low,QakBot,Suspicious,79
IOC00368,Domain,howard.biz,DDoS,APT29,High,Critical,AgentTesla,Malicious,55
IOC00369,Domain,spencer-clark.info,Keylogger,APT29,High,Medium,TrickBot,Suspicious,74
IOC00370,Domain,trevino-tate.net,SQL Injection Campaign,Unknown,Medium,Low,QakBot,Malicious,77
IOC00371,Email Address,avelazquez@example.org,Ransomware,APT29,Low,Medium,TrickBot,Benign,59
IOC00372,File Hash (SHA256),3c5e34ad012e86c72a6084bbdf2a724d7408d82ba702e243858999ebf9e72ecb,Adware,APT29,High,High,AgentTesla,Benign,90
IOC00373,Email Address,mendozajoseph@example.net,Trojan,Lazarus,High,Medium,QakBot,Malicious,77
IOC00374,Email Address,marc12@example.org,Malware,Lazarus,High,Critical,CobaltStrike,Suspicious,78
IOC00375,Email Address,acevedokim@example.net,Spyware,Lazarus,Low,Medium,QakBot,Malicious,85
IOC00376,Email Address,ibarrett@example.com,DDoS,Lazarus,Low,Medium,AgentTesla,Suspicious,60
IOC00377,IP Address,216.56.121.157,SQL Injection Campaign,APT29,Medium,Medium,Emotet,Malicious,70
IOC00378,URL,https://ramos.com/postsabout.asp,Cryptojacking,Lazarus,High,Medium,QakBot,Benign,87
IOC00379,Domain,malone.com,Trojan,APT28,Medium,Low,CobaltStrike,Suspicious,75
IOC00380,Email Address,brittney93@example.org,Brute Force,FIN7,High,Medium,QakBot,Benign,67
IOC00381,Email Address,williamsraymond@example.org,Spyware,Lazarus,Medium,Low,Emotet,Benign,53
IOC00382,File Hash (SHA256),4257981883f19f0f75465dd4a452f9744062cf3d331ea95f8124448478abae7b,Keylogger,Unknown,Low,Low,QakBot,Benign,93
IOC00383,Domain,barr.com,Phishing,FIN7,High,Low,CobaltStrike,Malicious,90
IOC00384,Domain,newton-willis.com,Phishing,APT28,Medium,Low,AgentTesla,Suspicious,64
IOC00385,IP Address,69.183.8.177,Cryptojacking,FIN7,Medium,High,CobaltStrike,Benign,72
IOC00386,IP Address,203.232.8.247,SQL Injection Campaign,FIN7,Low,Medium,AgentTesla,Suspicious,90
IOC00387,Email Address,vvalentine@example.com,Ransomware,APT28,High,High,CobaltStrike,Suspicious,55
IOC00388,IP Address,181.63.123.246,Trojan,Lazarus,Medium,Medium,TrickBot,Benign,92
IOC00389,File Hash (SHA256),89eff579ebd8b8bf3d7cb7f7bdc15eb7fb246f8e338562328b26e82e67a04838,Rootkit,APT28,High,Medium,QakBot,Malicious,56
IOC00390,File Hash (SHA256),fec4932f2261758f51c302a9adf4b3b625d739dd93c62ec1747d21856d2a449c,Worm,Unknown,High,High,QakBot,Benign,95
IOC00391,IP Address,194.129.50.190,Adware,APT28,High,Medium,Emotet,Benign,97
IOC00392,URL,https://arias-ward.biz/posts/explorecategory.php,Spyware,APT29,Medium,Medium,TrickBot,Suspicious,64
IOC00393,Domain,cooke.biz,Spyware,APT29,Medium,High,Emotet,Malicious,58
IOC00394,Email Address,markperez@example.net,Botnet,FIN7,Medium,High,QakBot,Suspicious,79
IOC00395,URL,https://payne.com/tag/main/tagsterms.html,Rootkit,Lazarus,High,High,Emotet,Malicious,93
IOC00396,IP Address,76.20.105.61,Brute Force,Lazarus,Low,Critical,AgentTesla,Benign,92
IOC00397,File Hash (SHA256),30cc25e7472a25e75787b69992daf25de8275166144105e0911b4ae5aa9f9e20,Keylogger,APT29,High,Critical,TrickBot,Malicious,77
IOC00398,URL,https://www.jones.com/appcategory.asp,Phishing,Unknown,Medium,Medium,CobaltStrike,Suspicious,79
IOC00399,URL,https://www.jordan.com/tag/tagregister.html,Trojan,APT28,High,High,AgentTesla,Benign,57
IOC00400,Domain,perez-johnson.net,Malware,APT28,High,Medium,CobaltStrike,Malicious,84
IOC00401,URL,http://martinez.com/categoryauthor.html,Cryptojacking,APT28,High,Low,Emotet,Malicious,84
IOC00402,Email Address,uodom@example.com,Adware,Unknown,Low,High,QakBot,Suspicious,75
IOC00403,File Hash (SHA256),ddb5420015b0067fa1b4d9ae79a5fc638971578621c8c2c20779fb7d55944bda,SQL Injection Campaign,Unknown,Low,Medium,AgentTesla,Malicious,79
IOC00404,URL,https://www.nixon-johnson.com/listfaq.htm,Botnet,APT28,High,High,TrickBot,Benign,84
IOC00405,File Hash (SHA256),5926260249c357155853676069adcb27b5365f9d19fb201846f436a65ee67bb9,Phishing,APT28,Low,High,CobaltStrike,Malicious,87
IOC00406,File Hash (SHA256),05d51a75b4fa0ba2105ff4762dd97926c03635dce10c5d9963554f723a6b07c2,Spyware,Unknown,Medium,Critical,AgentTesla,Suspicious,60
IOC00407,IP Address,221.95.248.166,Ransomware,APT28,High,High,QakBot,Malicious,69
IOC00408,URL,http://carr.net/postslogin.htm,Backdoor,Unknown,Low,High,TrickBot,Benign,95
IOC00409,Domain,valenzuela.net,Cryptojacking,FIN7,Low,Medium,TrickBot,Benign,80
IOC00410,URL,http://jackson.com/categoriesprivacy.htm,Cryptojacking,APT29,Medium,High,CobaltStrike,Malicious,83
IOC00411,File Hash (SHA256),db39f59eb366ca338f6fc0895b94d5f4f478f5ef5efccd13e6101a9b35572c60,Malware,APT29,Medium,Medium,AgentTesla,Malicious,61
IOC00412,File Hash (SHA256),c0839602e44e72adda05c8d0a6aff55b8e17c99ee9350a7e2546286da0f8c3f7,Cryptojacking,Unknown,High,Low,AgentTesla,Benign,97
IOC00413,Domain,rowe-beck.com,Adware,APT28,Low,Medium,TrickBot,Suspicious,77
IOC00414,URL,https://www.allen.com/postsauthor.htm,Keylogger,APT29,High,Medium,Emotet,Benign,52
IOC00415,Email Address,paulawheeler@example.org,Adware,Lazarus,Medium,Medium,TrickBot,Malicious,97
IOC00416,Email Address,mcdowelljacqueline@example.com,Keylogger,APT28,Low,Medium,QakBot,Malicious,91
IOC00417,Domain,gardner.com,Backdoor,Unknown,Low,Low,AgentTesla,Suspicious,54
IOC00418,File Hash (SHA256),97852e9a964687f474013587860ae8ab84d71a7e22465064b7cdf1e8f4c71611,Trojan,Lazarus,Low,High,CobaltStrike,Benign,62
IOC00419,File Hash (SHA256),d641b28c0e1679184a8de04a5eedd0ad0497139fd2b76338387e0d3bff159b03,Keylogger,Unknown,High,High,AgentTesla,Benign,61
IOC00420,Email Address,jodymerritt@example.net,Rootkit,APT28,High,Critical,TrickBot,Suspicious,50
IOC00421,IP Address,168.93.32.14,Backdoor,FIN7,Medium,High,QakBot,Benign,92
IOC00422,Domain,tran.com,Trojan,FIN7,Medium,High,Emotet,Suspicious,68
IOC00423,URL,http://www.heath-foster.net/tags/blogprivacy.php,Spyware,FIN7,Low,High,AgentTesla,Benign,78
IOC00424,IP Address,192.234.146.240,SQL Injection Campaign,APT28,Medium,Low,TrickBot,Suspicious,96
IOC00425,Email Address,wlarsen@example.net,Keylogger,APT28,Medium,Critical,TrickBot,Suspicious,99
IOC00426,Email Address,xroberts@example.net,Adware,Lazarus,High,Low,TrickBot,Suspicious,97
IOC00427,URL,http://www.wall.com/tagspost.php,Trojan,APT28,High,Medium,QakBot,Malicious,88
IOC00428,URL,https://clayton.biz/main/explore/searchauthor.php,Cryptojacking,APT28,Medium,Low,TrickBot,Malicious,91
IOC00429,Domain,martin-jackson.info,Brute Force,Lazarus,Low,Medium,TrickBot,Malicious,74
IOC00430,URL,http://compton.com/tags/app/searchauthor.html,Adware,Lazarus,High,Medium,TrickBot,Benign,65
IOC00431,Email Address,hillmarcus@example.net,Malware,Unknown,Medium,Medium,AgentTesla,Suspicious,66
IOC00432,URL,http://doyle.com/categoriesfaq.html,SQL Injection Campaign,APT29,Low,High,TrickBot,Benign,77
IOC00433,File Hash (SHA256),a46eb6fd95c4e90e1c67c689af503ca170b4b5c3bdcf209fd814147c0f24c293,Phishing,APT29,Low,Low,QakBot,Benign,88
IOC00434,URL,https://www.olson-brock.org/categories/tagsprivacy.asp,Adware,Unknown,Low,Medium,AgentTesla,Suspicious,92
IOC00435,Domain,bennett-zimmerman.com,Rootkit,FIN7,Low,Critical,TrickBot,Malicious,98
IOC00436,IP Address,197.23.202.121,Spyware,APT28,Low,Medium,Emotet,Benign,54
IOC00437,IP Address,96.215.113.235,Phishing,Lazarus,High,High,QakBot,Benign,50
IOC00438,Email Address,joshua51@example.org,Ransomware,Lazarus,High,Low,Emotet,Benign,52
IOC00439,Email Address,david85@example.net,Keylogger,FIN7,Medium,Medium,QakBot,Malicious,97
IOC00440,Domain,hudson-gibbs.info,Spyware,Lazarus,Medium,Medium,Emotet,Suspicious,73
IOC00441,URL,http://www.perez.net/tag/postscategory.html,Backdoor,FIN7,High,Critical,TrickBot,Suspicious,78
IOC00442,File Hash (SHA256),914f5b6a70e37cc2971f9d664fb4b5d5cc19d0296e8dc17dc814f1fd2967a725,Botnet,Unknown,High,Medium,Emotet,Benign,64
IOC00443,URL,http://www.bell.info/tags/categories/appauthor.htm,Malware,FIN7,High,High,Emotet,Suspicious,53
IOC00444,File Hash (SHA256),728e556c403aef4644b9df54d0ad746b65cdb203bfa748c90f9d586b5ed74e3f,SQL Injection Campaign,APT29,High,High,QakBot,Malicious,93
IOC00445,Email Address,gary82@example.org,Malware,FIN7,Medium,Medium,TrickBot,Suspicious,50
IOC00446,IP Address,32.106.86.167,Ransomware,Unknown,Low,Medium,QakBot,Benign,98
IOC00447,IP Address,211.115.41.215,Malware,FIN7,High,Medium,TrickBot,Benign,64
IOC00448,Email Address,cindyschneider@example.net,Worm,Unknown,Medium,Medium,CobaltStrike,Suspicious,73
IOC00449,File Hash (SHA256),c7582e630e0920925b9e48aa4a3546f665b453b6b0789c7b7a92fca2ab29caab,Botnet,APT29,Low,Low,AgentTesla,Benign,80
IOC00450,URL,http://roberts.biz/posts/category/blogabout.htm,Cryptojacking,APT28,Medium,High,AgentTesla,Malicious,69
IOC00451,Domain,rodgers.com,Backdoor,Unknown,Low,Medium,QakBot,Malicious,59
IOC00452,File Hash (SHA256),7f8a3c28dee82aff94afdbe166e43f0bd2c1779c67215e0f15a367869693c7a1,SQL Injection Campaign,APT28,High,Medium,TrickBot,Malicious,60
IOC00453,URL,http://www.hunt.com/main/posts/postscategory.php,Spyware,Unknown,High,High,Emotet,Malicious,67
IOC00454,File Hash (SHA256),f4cf20575a28886b6c59d282929f794d43dd8e6510ef1e7c2c51d4ad3832ded3,DDoS,FIN7,Medium,High,AgentTesla,Benign,83
IOC00455,IP Address,113.223.31.187,Worm,APT28,Low,High,QakBot,Benign,77
IOC00456,Domain,smith-jones.com,Rootkit,Unknown,Medium,Medium,QakBot,Suspicious,87
IOC00457,Email Address,hollowayjoshua@example.net,Brute Force,Unknown,Medium,High,QakBot,Benign,65
IOC00458,Email Address,colleen42@example.com,Ransomware,APT28,Low,High,TrickBot,Suspicious,73
IOC00459,Domain,barnes.net,SQL Injection Campaign,Unknown,Medium,High,QakBot,Benign,88
IOC00460,IP Address,198.230.134.209,Backdoor,APT28,Medium,Medium,CobaltStrike,Suspicious,61
IOC00461,URL,https://www.evans.com/blog/explore/searchfaq.php,Botnet,APT29,High,Medium,Emotet,Suspicious,99
IOC00462,Email Address,kyle77@example.net,Backdoor,Lazarus,Medium,Low,QakBot,Malicious,91
IOC00463,File Hash (SHA256),72465d6b42bcf884cebd55f85d6bfa5b5dca8d2f54417e62c6da1856377477cd,SQL Injection Campaign,APT29,High,Low,TrickBot,Suspicious,56
IOC00464,URL,http://www.henson-aguilar.com/list/category/categoriesprivacy.htm,Spyware,APT28,Low,Low,Emotet,Suspicious,85
IOC00465,URL,http://www.barker.com/tagauthor.html,Keylogger,FIN7,Medium,Low,Emotet,Suspicious,66
IOC00466,Domain,ford-li.net,SQL Injection Campaign,FIN7,Low,Critical,AgentTesla,Suspicious,98
IOC00467,Domain,miranda.info,Rootkit,Lazarus,High,Medium,QakBot,Suspicious,53
